pName,doi
AEGIS autonomous targeting for ChemCam on Mars Science Laboratory: Deployment and results of initial science team use,10.1126/scirobotics.aan4582
Review on space robotics: Toward top-level science through space exploration,10.1126/scirobotics.aan5074
To integrate and to empower: Robots for rehabilitation and assistance,10.1126/scirobotics.aan5593
"Transparent, explainable, and accountable AI for robotics",10.1126/scirobotics.aan6080
Reducing the metabolic cost of running with a tethered soft exosuit,10.1126/scirobotics.aan6708
On prosthetic control: A regenerative agonist-antagonist myoneural interface,10.1126/scirobotics.aan2971
Robot-induced perturbations of human walking reveal a selective generation of motor adaptation,10.1126/scirobotics.aam7749
Digital architecture and robotic construction,10.1126/scirobotics.aan3673
"Toward autonomous architecture: The convergence of digital design, robotics, and the built environment",10.1126/scirobotics.aan3686
Robots on construction sites: The potential and challenges of on-site digital fabrication,10.1126/scirobotics.aan3674
Toward site-specific and self-sufficient robotic fabrication on architectural scales,10.1126/scirobotics.aam8986
"Medical robotics—Regulatory, ethical, and legal considerations for increasing levels of autonomy",10.1126/scirobotics.aam8638
Socially assistive robotics: Human augmentation versus automation,10.1126/scirobotics.aam5410
Growing tissue grafts on humanoid robots: A future strategy in regenerative medicine?,10.1126/scirobotics.aam5666
Instrument flight to the inner ear,10.1126/scirobotics.aal4916
Micrometer-sized molecular robot changes its shape in response to signal molecules,10.1126/scirobotics.aal3735
"Micro/nanorobots for biomedicine: Delivery, surgery, sensing, and detoxification",10.1126/scirobotics.aam6431
Beyond imaging: Macro- and microscale medical robots actuated by clinical MRI scanners,10.1126/scirobotics.aam8119
Spatially selective remote magnetic actuation of identical helical micromachines,10.1126/scirobotics.aal2845
A biomimetic robotic platform to study flight specializations of bats,10.1126/scirobotics.aal2505
Biomimetic temperature-sensing layer for artificial skins,10.1126/scirobotics.aai9251
Assistance magnitude versus metabolic cost reductions for a tethered multiarticular soft exosuit,10.1126/scirobotics.aah4416
Bioinspired photocontrollable microstructured transport device,10.1126/scirobotics.aak9454
Additive manufacturing of hydrogel-based materials for next-generation implantable medical devices,10.1126/scirobotics.aah6451
Robotically controlled microprey to resolve initial attack modes preceding phagocytosis,10.1126/scirobotics.aah6094
Vol1_2016
Science for robotics and robotics for science,10.1126/scirobotics.aal2099
Soft robotics: Technologies and systems pushing the boundaries of robot abilities,10.1126/scirobotics.aah3690
Optoelectronically innervated soft prosthetic hand via stretchable optical waveguides,10.1126/scirobotics.aai7529
Robotic vertical jumping agility via series-elastic power modulation,10.1126/scirobotics.aag2048
Hybrid EEG/EOG-based brain/neural hand exoskeleton restores fully independent daily living activities after quadriplegia,10.1126/scirobotics.aag3296
Motor learning affects car-to-driver handover in automated vehicles,10.1126/scirobotics.aah5682
