pName,doi
Neural network adaptive command filtered control of robotic manipulators with input saturation,10.1177/1729881419894779
Convolutional neural network-based coarse initial position estimation of a monocular camera in large-scale 3D light detection and ranging maps,10.1177/1729881419893518
Mental workload characteristics of manipulator teleoperators with different spatial cognitive abilities,10.1177/1729881419888042
Multi-modal gesture recognition with voting-based dynamic time warping,10.1177/1729881419892398
Flexible method for accurate calibration of large-scale vision metrology system based on virtual 3-D targets and laser tracker,10.1177/1729881419893516
Consensus in networked multi-robot systems via local state feedback robust control,10.1177/1729881419893549
A mission planning method for multi-satellite wide area observation,10.1177/1729881419890715
Design of fixed-time synchronization algorithm with applications,10.1177/1729881419891311
A sea-sky-line detection method based on Gaussian mixture models and image texture features,10.1177/1729881419892116
Multi-objective path optimization for arc welding robot based on discrete DN multi-objective particle swarm optimization,10.1177/1729881419879827
An interval type-2 fuzzy logic controller design method for hydraulic actuators of a human-like robot by using improved drone squadron optimization,10.1177/1729881419891553
Incremental learning-based visual tracking with weighted discriminative dictionaries,10.1177/1729881419890155
Performance evaluation of a novel intelligent distributed mounting system for marine mechanical equipment,10.1177/1729881419883562
Exploiting null space potentials to control arm robots compliantly performing nonlinear tactile tasks,10.1177/1729881419885473
"Design and kinematics of a 3-D printed walking robot “Big Foot”, overcoming obstacles",10.1177/1729881419891329
Modeling and verification of contingency resolution strategies for multi-robot missions using temporal logic,10.1177/1729881419885697
Seizure control in a neural mass model by an active disturbance rejection approach,10.1177/1729881419890152
Output error of converse piezoelectric fiber voltage sensor caused by optical fiber factors,10.1177/1729881419881521
Robust improvement solution to perspective-n-point problem,10.1177/1729881419885700
Three-dimensional walking of a simulated muscle-driven quadruped robot with neuromorphic two-level central pattern generators,10.1177/1729881419885288
Design of compliant mechanism-based variable camber morphing wing with nonlinear large deformation,10.1177/1729881419886740
Time-efficient path planning using two virtual robots,10.1177/1729881419886742
Disturbance rejection of a class of discrete-time multi-agent systems with pinning control,10.1177/1729881419881542
Design optimization of a lightweight rocker–bogie rover for ocean worlds applications,10.1177/1729881419885696
Evolving optimal learning strategies for robust locomotion in the spring-loaded inverted pendulum model,10.1177/1729881419885701
Research on a mixed prediction method to vehicle integrated navigation systems,10.1177/1729881419885258
Adaptive space debris capture approach based on origami principle,10.1177/1729881419885219
Flood-fill-based object segmentation and tracking for intelligent vehicles,10.1177/1729881419885206
Multiobjective model-free learning for robot pathfinding with environmental disturbances,10.1177/1729881419885703
A sensor-less contact torque estimation and haptic feedback method in minimally invasive surgery,10.1177/1729881419882201
Vol15_2018
"The Internet of Robotic Things: A review of concept, added value and applications",10.1177/1729881418759424
Bioinspired sprawling robotic leg and a path-planning procedure,10.1177/1729881418759888
An enhanced anti-disturbance guidance scheme for powered descent phase of Mars landing under actuator fault,10.1177/1729881418759889
Backward sequential approach for dynamic parameter identification of robot manipulators,10.1177/1729881418758578
Kinematic reliability and sensitivity analysis of the modified Delta parallel mechanism,10.1177/1729881418759106
A laser-based multi-robot collision avoidance approach in unknown environments,10.1177/1729881418759107
Real-time fast moving object tracking in severely degraded videos captured by unmanned aerial vehicle,10.1177/1729881418759108
Nonlinear model predictive control for trajectory tracking of nonholonomic mobile robots: A modified approach,10.1177/1729881418760461
Optimal tracking control of a trajectory planned via fuzzy reactive approach for an autonomous mobile robot,10.1177/1729881418760624
Tree-based search of the next best view/state for three-dimensional object reconstruction,10.1177/1729881418754575
Fast road obstacle detection method based on maximally stable extremal regions,10.1177/1729881418759118
Parametric L-systems-based modeling self-reconfiguration of modular robots in obstacle environments,10.1177/1729881418754477
Nonanthropomorphic exoskeleton with legs based on eight-bar linkages,10.1177/1729881418755770
Human experience–inspired path planning for robots,10.1177/1729881418757046
"Cargo blocking failure analysis, simulation, and safety control of transport aircraft with continuous heavy airdrop",10.1177/1729881418757047
Toward optimal mapping of human dual-arm motion to humanoid motion for tasks involving contact with the environment,10.1177/1729881418757377
Influence of the ground effect on airdrop mission performance analysis,10.1177/1729881418758473
A line segment extraction algorithm using laser data based on seeded region growing,10.1177/1729881418755245
A fuzzy logic navigation controller implemented in hardware for an electric wheelchair,10.1177/1729881418755768
Visual tracking via improving motion model and model updater,10.1177/1729881418756238
Simultaneous convergence of position and orientation of wheeled mobile robots using trajectory planning and robust controllers,10.1177/1729881418754574
Kinect v2 infrared images correction,10.1177/1729881418755780
A mutual-selecting market-based mechanism for dynamic coalition formation,10.1177/1729881418755840
Multi-objective pose optimal distribution method for the feed support system of Five-hundred-meter Aperture Spherical radio Telescope,10.1177/1729881418756695
Chemical plume tracing: A three-dimensional technique for quadrotors by considering the altitude control of the robot in the casting stage,10.1177/1729881418755877
Algorithmic approach to geometric solution of generalized Paden–Kahan subproblem and its extension,10.1177/1729881418755157
Analysis of control and correction options of mobile robot trajectory by an inertial navigation system,10.1177/1729881418755165
Neural network–based nonaffine control of air-breathing hypersonic vehicles with prescribed performance,10.1177/1729881418755246
Analytical research on energy harvesting systems for fluidic soft actuators,10.1177/1729881418755876
Power-minimization and energy-reduction autonomous navigation of an omnidirectional Mecanum robot via the dynamic window approach local trajectory planning,10.1177/1729881418754563
Innovative design method of the metamorphic hand,10.1177/1729881417754154
Active 6-D position-pose estimation of a spatial circle using monocular eye-in-hand system,10.1177/1729881417753692
Dynamic performance improvement of direct image-based visual servoing in contour following,10.1177/1729881417753859
Scheduling unmanned aerial vehicle and automated guided vehicle operations in an indoor manufacturing environment using differential evolution-fused particle swarm optimization,10.1177/1729881417754145
Application of optimization algorithms for robot systems designing,10.1177/1729881417754152
A probabilistic robust mixed H2/H∞ fuzzy control method for hypersonic vehicles based on reliability theory,10.1177/1729881417754153
Vision-based autonomous navigation approach for unmanned aerial vehicle transmission-line inspection,10.1177/1729881417752821
Development of a robust attitude control for nonidentical rotor quadrotors using sliding mode control,10.1177/1729881417753554
SutureHap: Use of a physics engine to enable force feedback generation on deformable surfaces simulations,10.1177/1729881417753928
Inverse kinematics of mobile manipulators based on differential evolution,10.1177/1729881417752738
A nighttime image enhancement method based on Retinex and guided filter for object recognition of apple harvesting robot,10.1177/1729881417753871
The synthesis of a segmented stair-climbing wheel,10.1177/1729881417749470
Leg placement algorithm for foot impact force minimization,10.1177/1729881417751512
Event-based stereo matching using semiglobal matching,10.1177/1729881417752759
A PCA–CCA network for RGB-D object recognition,10.1177/1729881417752820
Handrail detection and pose estimation for a free-flying robot,10.1177/1729881417753691
Underactuated tracking control of underwater vehicles using control moment gyros,10.1177/1729881417750759
Synergistic exploration and navigation of mobile robots under pose uncertainty in unknown environments,10.1177/1729881417750785
Methodology for the navigation optimization of a terrain-adaptive unmanned ground vehicle,10.1177/1729881417752726
Study on structural modeling and kinematics analysis of a novel wheel-legged rescue robot,10.1177/1729881417752758
Wheeled hopping robot with combustion-powered actuator,10.1177/1729881417745608
Motion mapping of the heterogeneous master–slave system for intuitive telemanipulation,10.1177/1729881417748134
Dynamic walking control of humanoid robots combining linear inverted pendulum mode with parameter optimization,10.1177/1729881417749672
Real-time vehicle detection and tracking using improved histogram of gradient features and Kalman filters,10.1177/1729881417749949
A terrain description method for traversability analysis based on elevation grid map,10.1177/1729881417751530
Moving obstacles detection based on laser range finder measurements,10.1177/1729881417748132
Reactor nozzle inspection based on the laser-guided mobile robot,10.1177/1729881417748443
A compressed multiple feature and adaptive scale estimation method for correlation filter-based visual tracking,10.1177/1729881417751511
Improving stereo matching algorithm with adaptive cross-scale cost aggregation,10.1177/1729881417751544
Application of virtual reality in teleoperation of the military mobile robotic system TAROS,10.1177/1729881417751545
Kalman smoothing with soft inequality constraints for space robot teleoperation,10.1177/1729881417746024
An efficient optimization algorithm for quadratic programming problem and its applications to mobile robot path planning,10.1177/1729881417748445
How depth estimation in light fields can benefit from super-resolution?,10.1177/1729881417748446
Backstepping control based on L1 adaptive theory for large transport aircraft heavy load airdrop,10.1177/1729881417749483
Multiple instance learning tracking based on Fisher linear discriminant with incorporated priors,10.1177/1729881417750724
Path planning for coal mine robot to avoid obstacle in gas distribution area,10.1177/1729881417751505
Design and kinematics analysis of a novel six-degree-of-freedom serial humanoid torso,10.1177/1729881417748126
A new action recognition method by distinguishing ambiguous postures,10.1177/1729881417749482
Turning characteristics of biomimetic robotic fish driven by two degrees of freedom of pectoral fins and flexible body/caudal fin,10.1177/1729881417749950
Cooperation between an unmanned aerial vehicle and an unmanned ground vehicle in highly accurate localization of gamma radiation hotspots,10.1177/1729881417750787
Semantic isometry for 3-D shape correspondence,10.1177/1729881417750805
Development of a self-balancing robot with a control moment gyroscope,10.1177/1729881418770865
Accurate calculation of aerodynamic coefficients of parafoil airdrop system based on computational fluid dynamic,10.1177/1729881418766190
Prototyping and evaluation of interactive and customized interface and control algorithms for robotic assistive devices using Kinect and infrared sensor,10.1177/1729881418769521
Vehicle detection framework for challenging lighting driving environment based on feature fusion method using adaptive neuro-fuzzy inference system,10.1177/1729881418770545
Fault isolation of thrusters under redundancy in frame-structure unmanned underwater vehicles,10.1177/1729881418770876
Distributed event-triggered synchronization for robotic teleoperation systems with randomly occurring gain fluctuations,10.1177/1729881418770881
Chain formation control for a platoon of robots using time-gap separation,10.1177/1729881418770858
"Time-variable, event-based walking control for biped robots",10.1177/1729881418768918
Research on vertical air–water trans-media control of Hybrid Unmanned Aerial Underwater Vehicles based on adaptive sliding mode dynamical surface control,10.1177/1729881418770531
Modeling the dynamics and control of rehabilitative exoskeleton with robotic crutches,10.1177/1729881418761137
RETRACTED: A decentralized multi-agent control approach for robust robot plan execution,10.1177/1729881418769000
An improved graph-based visual localization system for indoor mobile robot using newly designed markers,10.1177/1729881418769191
Research on the visual/inertial integrated carrier landing guidance algorithm,10.1177/1729881418764728
A novel second subproblem for two arbitrary axes of robots,10.1177/1729881418769194
Multi-exposure image fusion based on wavelet transform,10.1177/1729881418768939
Micro converter with a high step-up ratio to drive a piezoelectric bimorph actuator applied in mobile robots,10.1177/1729881418763458
Hydrodynamics study and simulation of a bionic fish tail driving system based on linear hypocycloid,10.1177/1729881417746950
Structure singular value theory based robust motion control of live maintenance robot with reconfigurable terminal function for high voltage transmission line,10.1177/1729881418762278
Relative posture-based kinematic calibration of a 6-RSS parallel robot by optical coordinate measurement machine,10.1177/1729881418765861
Research on adaptive grasping with object pose uncertainty by multi-fingered robot hand,10.1177/1729881418766783
A neural network–based synchronized computed torque controller for three degree-of-freedom planar parallel manipulators with uncertainties compensation,10.1177/1729881418767307
A noninvasive brain–computer interface approach for predicting motion intention of activities of daily living tasks for an upper-limb wearable robot,10.1177/1729881418767310
Simple nonlinear control of quadcopter for collision avoidance based on geometric approach in static environment,10.1177/1729881418767575
The maximum output force controller and its application to a virtual surgery system,10.1177/1729881418765884
Shape detection of object behind thin medium using ultrasonic sensors,10.1177/1729881418764638
Epipolar geometry and stereo matching algorithm for underwater fish-eye images,10.1177/1729881418764715
An optimized approach for automatic material distribution operations of bulldozers,10.1177/1729881418764716
A novel three-dimensional object detection with the modified You Only Look Once method,10.1177/1729881418765507
Advances in sensing and processing methods for three-dimensional robot vision,10.1177/1729881418760623
Model-mediated teleoperation with improved stability,10.1177/1729881418761136
Onboard visual-based navigation system for power line following with UAV,10.1177/1729881418763452
Modeling and control of two-link snake,10.1177/1729881418760638
Correspondence matching among stereo images with object flow and minimum spanning tree aggregation,10.1177/1729881418760986
Modeling of Bernoulli gripping device orientation when manipulating objects along the arc,10.1177/1729881418762670
Range image-based density-based spatial clustering of application with noise clustering method of three-dimensional point clouds,10.1177/1729881418762302
Motion control of multiple autonomous ships to approach a target without being detected,10.1177/1729881418763184
A rapidly exploring random tree optimization algorithm for space robotic manipulators guided by obstacle avoidance independent potential field,10.1177/1729881418782240
An improved nonlocal sparse regularization-based image deblurring via novel similarity criteria,10.1177/1729881418783119
An active contour model for brain magnetic resonance image segmentation based on multiple descriptors,10.1177/1729881418783413
Grouping-based adaptive spatial formation of swarm robots in a dynamic environment,10.1177/1729881418782359
Path planning for mobile robot based on modified rapidly exploring random tree method and neural network,10.1177/1729881418784221
Distributed and collaborative monocular simultaneous localization and mapping for multi-robot systems in large-scale environments,10.1177/1729881418780178
Combining a hierarchical task network planner with a constraint satisfaction solver for assembly operations involving routing problems in a multi-robot context,10.1177/1729881418782088
Optimal adaptive higher order controllers subject to sliding modes for a carrier system,10.1177/1729881418782097
Control of a nonanthropomorphic exoskeleton for multi-joint assistance by contact force generation,10.1177/1729881418782098
Multimodal fusion for robotics,10.1177/1729881418782832
Stepwise fusion algorithm with dual correction for multi-sensor navigation,10.1177/1729881418779931
"Application of modified Asimov’s laws to the agent of home service robot using state, operator, and result (Soar)",10.1177/1729881418780822
Corrigendum,10.1177/1729881418783138
Corrigendum,10.1177/1729881418783139
Memory-based reinforcement learning algorithm for autonomous exploration in unknown environment,10.1177/1729881418775849
A fast template matching algorithm based on principal orientation difference,10.1177/1729881418778223
Formation control for car-like mobile robots using front-wheel driving and steering,10.1177/1729881418778228
Design of active disturbance rejection controller for compass-like biped walking,10.1177/1729881418776845
Toward navigation ability for autonomous mobile robots with learning from demonstration paradigm: A view of hierarchical temporal memory,10.1177/1729881418777939
Extended rapidly exploring random tree–based dynamic path planning and replanning for mobile robots,10.1177/1729881418773874
Mobile robot path planning based on social interaction space in social environment,10.1177/1729881418776183
Improved kernelized correlation filter algorithm and application in the optoelectronic tracking system,10.1177/1729881418776582
Adaptive human-in-the-loop multi-target recognition improved by learning,10.1177/1729881418774222
Mechanical design and trajectory planning of a lower limb rehabilitation robot with a variable workspace,10.1177/1729881418776855
Sensorless control system for assistive robotic ankle-foot,10.1177/1729881418775854
New approach of sliding mode control for nonlinear uncertain pneumatic artificial muscle manipulator enhanced with adaptive fuzzy estimator,10.1177/1729881418773204
Influence of pipe geometric deviation on bristled in-pipe mobile robot locomotion,10.1177/1729881418775808
The kinematics modeling and parameter optimization of six-wheel lunar exploration robot,10.1177/1729881418770005
Strategies of traversing obstacles and the simulation for a forestry chassis,10.1177/1729881418773903
Corrigendum,10.1177/1729881418772383
Thanks to Reviewers,10.1177/1729881418764489
A robot for non-destructive testing weld inspection of offshore mooring chains,10.1177/1729881418770532
Computer vision–based automatic rod-insulator defect detection in high-speed railway catenary system,10.1177/1729881418773943
Motion planning with dynamics awareness for long reach manipulation in aerial robotic systems with two arms,10.1177/1729881418770525
Springback mechanism analysis and experimentation of orthodontic archwire bending considering slip warping phenomenon,10.1177/1729881418774221
Robot Operating System 2: The need for a holistic security approach to robotic architectures,10.1177/1729881418770011
Motion planning of rigid chain for rigid–flexible coupled robot,10.1177/1729881418772815
Mobile robot path planning using an improved ant colony optimization,10.1177/1729881418774673
Collision-free planning algorithm of motion path for the robot belt grinding system,10.1177/1729881418793778
Inverse kinematics solution for robotic manipulator based on extreme learning machine and sequential mutation genetic algorithm,10.1177/1729881418792992
Analysis of flexible supported industrial robot on terminal accuracy,10.1177/1729881418793022
Workspace exploration and protection with multiple robots assisted by sensor networks,10.1177/1729881418792170
Applying coordinate fixed Denavit–Hartenberg method to solve the workspace of drilling robot arm,10.1177/1729881418793283
Weight-perception-based fixed and variable admittance control algorithms for unimanual and bimanual lifting of objects with a power assist robotic system,10.1177/1729881416678131
Calibrating intuitive and natural human–robot interaction and performance for power-assisted heavy object manipulation using cognition-based intelligent admittance control schemes,10.1177/1729881418773190
HeritageBot platform for service in Cultural Heritage frames,10.1177/1729881418790692
Fuzzy extended VIKOR-based mobile robot selection model for hospital pharmacy,10.1177/1729881418787315
Development of kinematic simulation system for high-speed press line automated feeding robot,10.1177/1729881418790716
Collision detection algorithm for collaborative robots considering joint friction,10.1177/1729881418788992
Online pose correction of an industrial robot using an optical coordinate measure machine system,10.1177/1729881418787915
Locomotion analysis and optimization of actinomorphic robots with soft arms actuated by shape memory alloy wires,10.1177/1729881418787943
Verification of visibility-based properties on multiple moving robots in an environment with obstacles,10.1177/1729881418786657
Information geometry-based action decision-making for target tracking by fixed-wing unmanned aerial vehicle: From algorithm design to theory analysis,10.1177/1729881418787061
A new optimization particle filtering navigation location method for aquatic plants cleaning workboat in crab farming,10.1177/1729881418787911
Robust composite neural dynamic surface control for the path following of unmanned marine surface vessels with unknown disturbances,10.1177/1729881418786646
A novel non-collision trajectory planning algorithm based on velocity potential field for robotic manipulator,10.1177/1729881418787075
Using nonlocal filtering and feature extraction approaches in three-dimensional face recognition by Kinect,10.1177/1729881418787743
An unmanned aircraft system for maritime operations: The sense and avoid subsystem with software-in-the-loop evaluation,10.1177/1729881418786338
"A low-cost, human-like, high-resolution, tactile sensor based on optical fibers and an image sensor",10.1177/1729881418783631
A multi-agent framework for cloud-based management of collaborative robots,10.1177/1729881418785073
"Design, path planning improvement and test of a portable massage robot on human back",10.1177/1729881418786631
Optimal randomized path planning for redundant manipulators based on Memory-Goal-Biasing,10.1177/1729881418787049
The influence of dynamics and speech on understanding humanoid facial expressions,10.1177/1729881418783158
A block-wise frame difference method for real-time video motion detection,10.1177/1729881418783633
A new robotic horseback-riding simulator for riding lessons and equine-assisted therapy,10.1177/1729881418784433
Robot vision ultra-wideband wireless sensor in non-cooperative industrial environments,10.1177/1729881418795767
Hexapod with legs based on Peaucellier–Lipkin mechanisms: A mathematical structure used in reconfiguration for path planning,10.1177/1729881418795929
Trajectory tracking control of unmanned surface vessels with input saturation and full-state constraints,10.1177/1729881418808113
Torso height optimization for bipedal locomotion,10.1177/1729881418804442
Three-dimensional trajectory tracking control of an underactuated autonomous underwater vehicle based on ocean current observer,10.1177/1729881418806811
Distributed algorithm for painting by a swarm of randomly deployed robots under limited visibility model,10.1177/1729881418804508
Laser simulator: A novel search graph-based path planning approach,10.1177/1729881418804726
Robust trajectory tracking control for an underactuated autonomous underwater vehicle based on bioinspired neurodynamics,10.1177/1729881418806745
Metaheuristic techniques comparison to optimize robotic end-effector behavior and its workspace,10.1177/1729881418801132
An improved fuzzy model predictive control algorithm based on the force/position control structure of the five-degree of freedom redundant actuation parallel robot,10.1177/1729881418804979
Pattern recognition and bionic manipulator driving by surface electromyography signals using convolutional neural network,10.1177/1729881418802138
Path optimization algorithm and its robustness for bevel tip flexible needle,10.1177/1729881418801166
Distributed adaptive model-free cooperative control for a network of generic unknown nonlinear systems,10.1177/1729881418801481
Kinematic analysis of the X4 translational–rotational parallel robot,10.1177/1729881418803849
Model-free control of a quadrotor using adaptive proportional derivative-sliding mode control and robust integral of the signum of the error,10.1177/1729881418800885
"A model-based velocity controller for chaotization of flexible joint robot manipulators: Synthesis, analysis, and experimental evaluations",10.1177/1729881418802528
Using synthetic basis feature descriptor for motion estimation,10.1177/1729881418803839
Design and implementation of a multi-degrees-of-freedom cable-driven parallel robot with gripper,10.1177/1729881418803845
Paracatadioptric camera calibration based on properties of polar line of infinity point with respect to circle and line,10.1177/1729881418803856
Simultaneous path planning and trajectory optimization for high-speed sorting system,10.1177/1729881418797870
A novel mode controllable hybrid valve pressure control method for soft robotic gripper,10.1177/1729881418802140
Model-assisted extended state observer-based computed torque control for trajectory tracking of uncertain robotic manipulator systems,10.1177/1729881418801738
A single acoustic beacon-based positioning method for underwater mobile recovery of an AUV,10.1177/1729881418801739
An improved artificial potential field method of trajectory planning and obstacle avoidance for redundant manipulators,10.1177/1729881418799562
Navigation risk assessment scheme based on fuzzy Dempster–Shafer evidence theory,10.1177/1729881418799572
Distributed area coverage control with imprecise robot localization: Simulation and experimental studies,10.1177/1729881418797494
Inverse kinematic solution of 6R robot manipulators based on screw theory and the Paden–Kahan subproblem,10.1177/1729881418818297
Attitude reactionless and vibration control in space flexible robot grasping operation,10.1177/1729881418818302
Shadow verification–based waterline detection for unmanned surface vehicles deployed in complicated natural environment,10.1177/1729881418818732
Inverse kinematics of asymmetric octahedral variable geometry truss manipulator with obstacle avoidance through inexact interior point optimization,10.1177/1729881418817182
Stability and nonlinear controllability analysis of a quadrotor-like autonomous underwater vehicle considering variety of cases,10.1177/1729881418819401
Steering-angle computation for the multibody modelling of differential-driving mobile robots with a caster,10.1177/1729881418820166
Path planning method with obstacle avoidance for manipulators in dynamic environment,10.1177/1729881418820223
PiROB: Vision-based pipe-climbing robot for spray-pipe inspection in nuclear plants,10.1177/1729881418817974
Coupling minimization with obstacles avoidance of free-floating space robots based on hybrid map in configuration space,10.1177/1729881418816557
"A new novel six-degree of freedom two-link manipulator using active magnetic bearing: Design, kinematics, and control",10.1177/1729881418817634
Robot-assisted pedestrian flow control of a controlled pedestrian corridor,10.1177/1729881418814694
Autonomous feature type selection based on environment using expectation maximization in self-localization,10.1177/1729881418814701
Car-following method based on inverse reinforcement learning for autonomous vehicle decision-making,10.1177/1729881418817162
Active control of hydropneumatic suspension parameters of wheel loaders based on road condition identification,10.1177/1729881418817425
An adaptive approach to compensate seam tracking error in robotic welding process by a moving fixture,10.1177/1729881418816209
Online human-like redundancy optimization for tele-operated anthropomorphic manipulators,10.1177/1729881418814695
Finite-time predictor line-of-sight–based adaptive neural network path following for unmanned surface vessels with unknown dynamics and input saturation,10.1177/1729881418814699
Design and analysis of a six degrees of freedom serial–parallel robotic mechanism with multi-degree of freedom legs,10.1177/1729881418812643
Fault diagnosis in autonomous underwater vehicle propeller in the transition stage based on GP-RPF,10.1177/1729881418814683
Competency adjustment and workload balancing framework in multirobot task allocation,10.1177/1729881418812960
Compliant control for wearable exoskeleton robot based on human inverse kinematics,10.1177/1729881418812133
A compliant control method for robust trot motion of hydraulic actuated quadruped robot,10.1177/1729881418813235
Route optimizing and following for autonomous underwater vehicle ladder surveys,10.1177/1729881418813271
Trajectory planning method of robot sorting system based on S-shaped acceleration/deceleration algorithm,10.1177/1729881418813805
A novel track initialization algorithm based on random sample consensus in dense clutter,10.1177/1729881418812632
Minimum control effort–based path planning and nonlinear guidance for autonomous mobile robots,10.1177/1729881418812635
Visual detection and feature recognition of underwater target using a novel model-based method,10.1177/1729881418808991
Collaborative robot zero moment control for direct teaching based on self-measured gravity and friction,10.1177/1729881418808711
Hybrid visual natural landmark–based localization for indoor mobile robots,10.1177/1729881418810143
Adaptive robust control for free-floating space robot with unknown uncertainty based on neural network,10.1177/1729881418811518
Collaboration calibration and three-dimensional localization in multi-view system,10.1177/1729881418813778
A multi-responsibility–oriented coalition formation framework for dynamic task allocation in mobile–distributed multi-agent systems,10.1177/1729881418813037
Control algorithms for the emergence of self-organized behaviours in swarms of differential-traction wheeled mobile robots,10.1177/1729881418806435
Anxiety detection and training task adaptation in robot-assisted active stroke rehabilitation,10.1177/1729881418806433
Vol14_2017
Feature points selection with flocks of features constraint for visual simultaneous localization and mapping,10.1177/1729881416666784
Robot manipulator identification based on adaptive multiple-input and multiple-output neural model optimized by advanced differential evolution algorithm,10.1177/1729881416677695
Forward kinematics analysis for a class of asymmetrical parallel manipulators,10.1177/1729881416678132
A use case of an adaptive cognitive architecture for the operation of humanoid robots in real environments,10.1177/1729881416678133
A topological navigation system for indoor environments based on perception events,10.1177/1729881416678134
An automatic shoe-groove feature extraction method based on robot and structural laser scanning,10.1177/1729881416678135
Adaptive fuzzy tracking control for non-affine nonlinear yaw channel of unmanned aerial vehicle helicopter,10.1177/1729881416678137
Model-free adaptive optimal controller design for aeroelastic system with input constraints,10.1177/1729881416678138
Tracking performance and global stability guaranteed neural control of uncertain hypersonic flight vehicle,10.1177/1729881416678140
Control and flight test of a tilt-rotor unmanned aerial vehicle,10.1177/1729881416678141
Differential-drive mobile robot control using a cloud of particles approach,10.1177/1729881416680551
Capturing intruders based on Voronoi diagrams assisted by information networks,10.1177/1729881416682693
Graph representation for two-dimensional scene understanding by the cognitive vision module,10.1177/1729881416682694
Robotics research in Chile: Addressing the needs of the local mining industry at the Advanced Mining Technology Center,10.1177/1729881416682695
A novel image zooming method based on sparse representation of Weber’s law descriptor,10.1177/1729881416682699
Bidirectional scale-invariant feature transform feature matching algorithms based on priority k-d tree search,10.1177/1729881416682700
Effects of upper body parameters on biped walking efficiency studied by dynamic optimization,10.1177/1729881416682702
Precision contouring control of five degree of freedom robot manipulators with uncertainty,10.1177/1729881416682703
Tracking error constrained robust adaptive neural prescribed performance control for flexible hypersonic flight vehicle,10.1177/1729881416682704
Real-time object tracking system based on field-programmable gate array and convolution neural network,10.1177/1729881416682705
Deep vision networks for real-time robotic grasp detection,10.1177/1729881416682706
Polymer filament–based in situ microrobot fabrication using magnetic guidance,10.1177/1729881416682707
A central pattern generator approach to footstep transition for biped navigation,10.1177/1729881416682708
Adaptive variable structure control of input delay non-minimum phase hypersonic flight vehicles,10.1177/1729881416685614
Determining next best view based on occlusion information in a single depth image of visual object,10.1177/1729881416685672
Random sampling and model competition for guaranteed multiple consensus sets estimation,10.1177/1729881416685673
Tree-based indexing for real-time ConvNet landmark-based visual place recognition,10.1177/1729881416686951
Flight control law of unmanned aerial vehicles based on robust servo linear quadratic regulator and Kalman filtering,10.1177/1729881416686952
Unidirectional variable stiffness hydraulic actuator for load-carrying knee exoskeleton,10.1177/1729881416686955
Target tracking control and semi-physical simulation of Qball-X4 quad-rotor unmanned aerial vehicle,10.1177/1729881416686956
Collision avoidance for multiple Lagrangian dynamical systems with gyroscopic forces,10.1177/1729881416687109
The random exploration graph for optimal exploration of unknown environments,10.1177/1729881416687110
Test bed for applications of heterogeneous unmanned vehicles,10.1177/1729881416687111
Modeling and PDC fuzzy control of planar parallel robot: A differential–algebraic equations approach,10.1177/1729881416687112
Real-time altitude control for a quadrotor helicopter using a super-twisting controller based on high-order sliding mode observer,10.1177/1729881416687113
Passive impedance-based second-order sliding mode control for non-linear teleoperators,10.1177/1729881416687127
Nonlinear hybrid control design of three-joint dual finger robots,10.1177/1729881416687129
A dynamic zone estimation method using cumulative voxels for autonomous driving,10.1177/1729881416687130
Hybrid methodological approach to context-dependent speech recognition,10.1177/1729881416687131
Backstepping control for a 3DOF model helicopter with input and output constraints,10.1177/1729881416687133
Optimal grasp planning for a dexterous robotic hand using the volume of a generalized force ellipsoid during accepted flattening,10.1177/1729881416687134
Design of a transformable mobile robot for enhancing mobility,10.1177/1729881416687135
Adaptive fault tolerant control for hypersonic vehicle with external disturbance,10.1177/1729881416687136
Robust entry guidance using linear covariance-based model predictive control,10.1177/1729881416687503
Pedestrian detection algorithm in traffic scene based on weakly supervised hierarchical deep model,10.1177/1729881417692311
Multi-camera networks for motion parameter estimation of an aircraft,10.1177/1729881417692312
Remember like humans: Visual tracking with cognitive psychological memory model,10.1177/1729881417692313
Design and recognition of artificial landmarks for reliable indoor self-localization of mobile robots,10.1177/1729881417693489
Introducing MultiScale technique with CACM-RL,10.1177/1729881417694289
Lateral control strategy for a hypersonic cruise missile,10.1177/1729881417699147
Mixed control scheme for accurate control of robotic flexible endoscope,10.1177/1729881417702506
Towards the development of a soft manipulator as an assistive robot for personal care of elderly people,10.1177/1729881416687132
Adaptive control of two-wheeled mobile balance robot capable to adapt different surfaces using a novel artificial neural network–based real-time switching dynamic controller,10.1177/1729881417700893
Design and performance analysis of global path planning techniques for autonomous mobile robots in grid environments,10.1177/1729881416663663
Efficient adaptive constrained control with time-varying predefined performance for a hypersonic flight vehicle,10.1177/1729881416687504
Fractional-order sliding mode control for a class of uncertain nonlinear systems based on LQR,10.1177/1729881417694290
Saturation-based quality assessment for colorful multi-exposure image fusion,10.1177/1729881417694627
Real-time RGB-D image stitching using multiple Kinects for improved field of view,10.1177/1729881417695560
Combined of Lyapunov-stable and active disturbance rejection control for the path following of a small unmanned aerial vehicle,10.1177/1729881417699150
Disturbance observer–based control of flexible hypersonic flight vehicle,10.1177/1729881416686953
Multiple-step fault estimation for interval type-II T-S fuzzy system of hypersonic vehicle with time-varying elevator faults,10.1177/1729881417699149
Eliminating drift of the head gesture reference to enhance Google Glass-based control of an NAO humanoid robot,10.1177/1729881417692583
Disturbance observer-based control for nonlinear systems subject to mismatched disturbances with application to hypersonic flight vehicles,10.1177/1729881417699148
