pName,doi
Older Adults Physical Activity and Exergames: A Systematic Review,10.1080/10447318.2018.1441253
Reflecting on the Design Process for Virtual Reality Applications,10.1080/10447318.2018.1443898
MotionDisplay Gain: A New ControlDisplay Mapping Reflecting Natural Human Pointing Gesture to Enhance Interaction with Large Displays at a Distance,10.1080/10447318.2018.1447422
Erratum,10.1080/10447318.2018.1514171
Towards a Hybrid BCI Gaming Paradigm Based on Motor Imagery and SSVEP,10.1080/10447318.2018.1445068
The Impact of Interrupting Nurses on Mental Workload in Emergency Departments,10.1080/10447318.2018.1447421
Do Individual Characteristics Influence the Types of Technostress Reported by Workers?,10.1080/10447318.2018.1449713
A Clustered-Based Categorization of Millennials in their Technology Behavior,10.1080/10447318.2018.1451429
Using Variable Dwell Time to Accelerate Gaze-Based Web Browsing with Two-Step Selection,10.1080/10447318.2018.1452351
Argumentation Models for Usability Problem Analysis in Individual and Collaborative Settings,10.1080/10447318.2018.1454142
EduGene: A UIDP-Based Educational App Generator for Multiple Devices and Platforms,10.1080/10447318.2018.1459347
Human Factors and Personalized Digital Learning: An Editorial,10.1080/10447318.2018.1542891
Differences between EFL Beginners and Intermediate Level Readers When Reading Onscreen Narrative Text with Pictures: A Study of Eye Movements as a Guide to Personalization,10.1080/10447318.2018.1543089
Exploring the Relationships between Reading Behavior Patterns and Learning Outcomes Based on Log Data from E-Books: A Human Factor Approach,10.1080/10447318.2018.1543077
Influence of an Interactive e-Book on the Reading Comprehension of Different Ethnic Groups Using Indigenous Culture as Content,10.1080/10447318.2018.1543079
Impacts of Different Smartphone Caption/Subtitle Mechanisms on English Listening Performance and Perceptions of Students with Different Learning Styles,10.1080/10447318.2018.1543091
Strategies for Multimedia Learning Object Recommendation in a Language Learning Support System: Verbal Learners Vs. Visual Learners,10.1080/10447318.2018.1543085
Supporting Self-Regulated Learning in Online Learning Environments and MOOCs: A Systematic Review,10.1080/10447318.2018.1543084
Effects of Childrens Trait Emotional Intelligence on Digital Game-Based Learning,10.1080/10447318.2018.1543088
The Effects of Human Factors on the Use of Avatars in Game-Based Learning: Customization vs. Non-Customization,10.1080/10447318.2018.1543090
"The Relationships among Gender, Cognitive Styles, Learning Strategies, and Learning Performance in the Flipped Classroom",10.1080/10447318.2018.1543082
Personalized Wearable Guides or Audio Guides: An Evaluation of Personalized Museum Guides for Improving Learning Achievement and Cognitive Load,10.1080/10447318.2018.1543078
"Effect of Prior Knowledge on Attitudes, Behavior, and Learning Performance in Video Lecture Viewing",10.1080/10447318.2018.1543086
An Investigation of 3D Human Pose Estimation for Learning Tai Chi: A Human Factor Perspective,10.1080/10447318.2018.1543081
Adaptation and Validation of the Temple Presence Inventory in a Portuguese Population,10.1080/10447318.2018.1454143
I Know My Professor: Teacher Self-Disclosure in Online Education and a Mediating Role of Social Presence,10.1080/10447318.2018.1455126
A Personal Resource for Technology Interaction: Development and Validation of the Affinity for Technology Interaction (ATI) Scale,10.1080/10447318.2018.1456150
Optimization of Split Keyboard Design for Touchscreen Devices,10.1080/10447318.2018.1464255
"Understanding the Effect of Handedness on Both-Handed Task Performance: An Experimental Study based on a Haptic-Controlled, Simulation-Based Surgical Skill Training Scenario",10.1080/10447318.2018.1464283
Exploring Relationships Between Eye Tracking and Traditional Usability Testing Data,10.1080/10447318.2018.1464776
User Roles in Online Communities and Their Moderating Effect on Online Community Usage Intention: An Integrated Approach,10.1080/10447318.2018.1465325
Computational Modeling of Touchscreen Drag Gestures Using a Cognitive Architecture and Motion Tracking,10.1080/10447318.2018.1466858
Exploring Preservice Teachers Emotional Experiences in an Immersive Virtual Teaching Simulation through Facial Expression Recognition,10.1080/10447318.2018.1469710
An Empirical Study of Home IoT Services in South Korea: The Moderating Effect of the Usage Experience,10.1080/10447318.2018.1480121
How Social Network Site Users Motives Predict Their Online Network Sizes: A Quantile Regression Approach to Japanese Twitter Usage,10.1080/10447318.2018.1471838
An Tactile ERP-Based BrainComputer Interface for Communication,10.1080/10447318.2018.1471839
Inclusive Web Empirical Studies in Remote and In-Situ Settings: A User Evaluation of the RemoTest Platform,10.1080/10447318.2018.1473941
Enhancing Employee Job satisfaction via E-learning: The Mediating Role of an Organizational Learning Culture,10.1080/10447318.2018.1480694
Reliving my Childhood Dream of being a Pokémon Trainer: An Exploratory Study of College Student Uses and Gratifications Related to Pokémon Go,10.1080/10447318.2018.1480911
Evaluating the Use of Daily Care Notes Software for Older People with Dementia,10.1080/10447318.2018.1482052
Comparison of Gaze Cursor Input Methods for Virtual Reality Devices,10.1080/10447318.2018.1484054
Cybersecurity for Android Applications: Permissions in Android 5 and 6,10.1080/10447318.2018.1489580
Special Issue on Designing With and For Users on the Autism Spectrum,10.1080/10447318.2018.1550181
A Tablet Computer-Assisted Motor and Language Skills Training Program to Promote Communication Development in Children with Autism: Development and Pilot Study,10.1080/10447318.2018.1550176
Thinking OutsideTheBox - Designing Smart Things with Autistic Children,10.1080/10447318.2018.1550177
Today I Tell A Comics and Story Creation App for People with Autism Spectrum Condition,10.1080/10447318.2018.1550178
Collaborative Virtual Environment to Facilitate Game Design Evaluation with Children with ASC,10.1080/10447318.2018.1550179
Participatory Design of a Hybrid Kinect Game to Promote Collaboration between Autistic Players and Their Peers,10.1080/10447318.2018.1550180
Using Semantic Context to Rank the Results of Keyword Search,10.1080/10447318.2018.1485263
Dashboards to Support Operational Decision Making in Health Centers: A Case for Role-Specific Design,10.1080/10447318.2018.1488418
"Applying Spatial Augmented Reality to Anti-Smoking Message: Focusing on Spatial Presence, Negative Emotions, and Threat Appraisal",10.1080/10447318.2018.1489581
"Investigating the Effect of System Reliability, Risk, and Role on Users' Emotions and Attitudes toward a Safety-Critical Drone System",10.1080/10447318.2018.1491665
Investigating the User Behaviors of Sharing Health- and Fitness-Related Information Generated by Mi Band on Weibo,10.1080/10447318.2018.1496968
Development and Application of a Classification System for Voice Intelligent Agents,10.1080/10447318.2018.1496969
Head-up Display Graphic Warning System Facilitates Simulated Driving Performance,10.1080/10447318.2018.1496970
Uses and Gratifications of Pokémon Go: Why do People Play Mobile Location-Based Augmented Reality Games?,10.1080/10447318.2018.1497115
A MORF-Vision Method for Strategic Creation of IoT Solution Opportunities,10.1080/10447318.2018.1497896
Amphitheater Layout with Egocentric Distance-Based Item Sizing and Landmarks for Browsing in Virtual Reality,10.1080/10447318.2018.1498654
Toward Brain-Actuated Mobile Platform,10.1080/10447318.2018.1502000
Determinants of Mobile Wallet Intentions to Use: The Mental Cost Perspective,10.1080/10447318.2018.1505697
HealthSit: Designing Posture-Based Interaction to Promote Exercise during Fitness Breaks,10.1080/10447318.2018.1506641
An Empirical Study of the Impacts of Perceived Security and Knowledge on Continuous Intention to Use Mobile Fintech Payment Services,10.1080/10447318.2018.1507132
m-Government Security Response System: Predicting Citizens Adoption Behavior,10.1080/10447318.2018.1516844
Correction,10.1080/10447318.2018.1518796
Human - System Cooperation in Automated Driving,10.1080/10447318.2018.1561793
Evaluating Initial Public Acceptance of Highly and Fully Autonomous Vehicles,10.1080/10447318.2018.1561791
HumanVehicle Cooperation in Automated Driving: A Multidisciplinary Review and Appraisal,10.1080/10447318.2018.1561792
A Hidden Markov Framework to Capture HumanMachine Interaction in Automated Vehicles,10.1080/10447318.2018.1561789
Human Problems in Semi-Autonomous Vehicles: Understanding Drivers Reactions to Off-Nominal Scenarios,10.1080/10447318.2018.1561784
System Attributes that Influence Reported Improvement in Drivers Experiences with Adaptive Cruise Control and Active Lane Keeping after Daily Use in Five Production Vehicles,10.1080/10447318.2018.1561786
Announcing Automated Lane Changes: Active Vehicle Roll Motions as Feedback for the Driver,10.1080/10447318.2018.1561790
Drivers Performance Examination using a Personalized Adaptive Curve Speed Warning: Driving Simulator Study,10.1080/10447318.2018.1561785
Highly Automated Driving Impact on Drivers Gaze Behaviors during a Car-Following Task,10.1080/10447318.2018.1561788
An Open Road Evaluation of a Self-Driving Vehicle HumanMachine Interface Designed for Visually Impaired Users,10.1080/10447318.2018.1561787
Lost at the Edge of Uncertainty: Measuring Player Uncertainty in Digital Games,10.1080/10447318.2018.1507161
Digital Piracy: Factors that Influence the Intention to Pirate  A Structural Equation Model Approach,10.1080/10447318.2018.1507783
Proposal of an Index for the Operators Haptic Sensation in a Master-Slave System with Force-Feedback Function,10.1080/10447318.2018.1509499
The Impact of Flow Experience and Personality Type on the Intention to Use Virtual World,10.1080/10447318.2018.1509500
TANGAEON: Tangible Interaction to Support People in a Mindfulness Practice,10.1080/10447318.2018.1509540
The Gesture Disagreement Problem in Free-hand Gesture Interaction,10.1080/10447318.2018.1510607
Employing Emotion Regulation Strategies in Tracking Personal Fitness Progress,10.1080/10447318.2018.1511024
"Segmented Animation, User-Control Strategy and Cognition",10.1080/10447318.2018.1511180
An Empirical Evaluation of Factors Influencing Patients Reactions to the Implementation of Health Information Exchanges (HIEs),10.1080/10447318.2018.1511181
Effects of Switchable DOF for Mid-Air Manipulation in Immersive Virtual Environments,10.1080/10447318.2018.1514163
Private Self-Awareness and Aggression in Computer-Mediated Communication: Abusive User Comments on Online News Articles,10.1080/10447318.2018.1514822
Exploring Design Guidelines of Using User-Centered Design in Gamification Development: A Delphi Study,10.1080/10447318.2018.1514823
Interactive Behavior of an Immigrant Group on Mobile Instant Messenger-Based SNS: Textual Research on Topic-Centered Interactivity,10.1080/10447318.2018.1516342
The Effect of Webpage Complexity and Banner Animation on Banner Effectiveness in a Free Browsing Task,10.1080/10447318.2018.1516843
Application of Object-Based Metrics for Recognition of Well-Designed Dashboards,10.1080/10447318.2018.1518004
"Understanding Continuance Intention to Use Social Media in China: The Roles of Personality Drivers, Hedonic Value, and Utilitarian Value",10.1080/10447318.2018.1519145
Seven HCI Grand Challenges,10.1080/10447318.2019.1619259
Effects of Travel Modes on Performances and User Comfort: A Comparison between ArmSwinger and Teleporting,10.1080/10447318.2018.1519164
With a View to the Side: YouTubes Sidebar and YouTubers Linguistic Style as Hints for Trust-Related Evaluations,10.1080/10447318.2018.1519165
Does False and Missed Lane Departure Warnings Impact Driving Performances Differently?,10.1080/10447318.2018.1519166
"The Reciprocal Influences among Motivation, Personality Traits, and Game Habits for Playing Pokémon GO",10.1080/10447318.2018.1519167
"An Integrated Success Factor Model of Professional Virtual Communities: Incorporation of the Operators, Members, and Life Cycle Perspectives",10.1080/10447318.2018.1519977
The Role of HCI in the Age of AI,10.1080/10447318.2019.1631527
Prolonged Aftereffect of Visuomotor Adaptation to Gradually Distorted Reality Displayed on a See-Through Head-Mounted Device,10.1080/10447318.2018.1524649
Measuring Workload in a Multitasking Environment Using Fractal Dimension of Pupil Dilation,10.1080/10447318.2018.1525022
An Integrated Model of Voice-User Interface Continuance Intention: The Gender Effect,10.1080/10447318.2018.1525023
Analyzing Social Media to Assess User Satisfaction with Transport for Londons Oyster,10.1080/10447318.2018.1526442
User Perceptions of Sound Quality: Implications for the Design and Use of Audio-Based Mobile Applications,10.1080/10447318.2018.1532195
The Underlying Reasons of the Navigation Control Effect on Performance in a Virtual Reality Endoscopic Surgery Training Simulator,10.1080/10447318.2018.1533151
"Measuring Perceived Usability: SUS, UMUX, and CSUQ Ratings for Four Everyday Products",10.1080/10447318.2018.1533152
How to Help Older Adults Move the Focus on a Smart TV? Exploring the Effects of Arrow Hints and Element Size Consistency,10.1080/10447318.2018.1534346
Validation of an Adaptive Alarm Interface Design for Digital Control Panels,10.1080/10447318.2018.1539380
"Influence of Expectation Confirmation, Network Externalities, and Flow on Use of Mobile Shopping Apps",10.1080/10447318.2018.1540383
A Systematic Mapping Study of HCI Practice Research,10.1080/10447318.2018.1541544
"Navigating the Online World: Gaze, Fixations, and Performance Differences between Younger and Older Users",10.1080/10447318.2018.1541545
Selecting Menu Items in Mobile Head-Mounted Displays: Effects of Selection Technique and Active Area,10.1080/10447318.2018.1541546
The Engagement of Website Initial Aesthetic Impressions: An Experimental Investigation,10.1080/10447318.2018.1554319
Investigating Smartphone Touch Area with One-Handed Interaction: Effects of Target Distance and Direction on Touch Behaviors,10.1080/10447318.2018.1554320
Establishing Social Dialog between Buildings and Their Users,10.1080/10447318.2018.1555346
"Examining Game Transfer Phenomena in the Hybrid Reality Game, Ingress",10.1080/10447318.2018.1555735
The Effect of Head Tracking on the Degree of Presence in Virtual Reality,10.1080/10447318.2018.1555736
Response Times for Auditory and Vibrotactile Directional Cues in Different Immersive Displays,10.1080/10447318.2018.1555743
Prosody of Text Communication? How to Induce Synchronization and Coherence in Chat Conversations,10.1080/10447318.2018.1556894
LIA: A Virtual Assistant that Can Be Taught New Commands by Speech,10.1080/10447318.2018.1557972
Accessible Ubiquitous Services for Supporting Daily Activities: A Case Study with Young Adults with Intellectual Disabilities,10.1080/10447318.2018.1559534
Examining the Effects of Passive WeChat Use in China,10.1080/10447318.2018.1559535
Improving Usability Perception of Error-Prone AI Speakers: Elaborated Feedback Mitigates Negative Consequences of Errors,10.1080/10447318.2018.1561069
Correction,10.1080/10447318.2019.1653622
A Multimodal Interface for Virtual Character Animation Based on Live Performance and Natural Language Processing,10.1080/10447318.2018.1561068
"Why Do People Watch Multiscreen Videos and Use Dual Screening? Investigating Users Polychronicity, Media Multitasking Motivation, and Media Repertoire",10.1080/10447318.2018.1561813
Handing over the Keys: A Qualitative Study of the Experience of Automation in Driving,10.1080/10447318.2019.1565482
Shared Gaze in Collaborative Visual Search,10.1080/10447318.2019.1565746
Designing for Raressential Functions: Usage Patterns and UI Guidelines for Infrequent but Essential Tasks,10.1080/10447318.2019.1565747
The Design of Hand Gestures for Selecting Virtual Objects,10.1080/10447318.2019.1571783
"How Motion-Control Influences a VR-Supported Technology for Mental Rotation Learning: From the Perspectives of Playfulness, Gender Difference and Technology Acceptance Model",10.1080/10447318.2019.1571784
Empirical Research in Mid-Air Interaction: A Systematic Review,10.1080/10447318.2019.1572352
"In Automatic We Trust: Investigating the Impact of Trust, Control, Personality Characteristics, and Extrinsic and Intrinsic Motivations on the Acceptance of Autonomous Vehicles",10.1080/10447318.2019.1572353
Facilitating Students Interaction in MOOCs through Timeline-Anchored Discussion,10.1080/10447318.2019.1574056
A Human-Cognitive Perspective of Users Password Choices in Recognition-Based Graphical Authentication,10.1080/10447318.2019.1574057
"A Comparison of Engagement between the Attention Network Test and a Videogame-Like Version, Called the AttentionTrip",10.1080/10447318.2019.1574058
Workload Management in Teleoperation of Unmanned Ground Vehicles: Effects of a Delay Compensation Aid on Human Operators Workload and Teleoperation Performance,10.1080/10447318.2019.1574059
"Predictors for Human Performance in Information Seeking, Information Integration, and Overall Process in Diagnostic Tasks",10.1080/10447318.2019.1574097
Translating Tourist Requirements into Mobile AR Application Engineering Through QFD,10.1080/10447318.2019.1574099
The Dating and Domestic Violence App Rubric: Synthesizing Clinical Best Practices and Digital Health App Standards for Relationship Violence Prevention Smartphone Apps,10.1080/10447318.2019.1574100
"The Role of Visual Feedback and Age When Grasping, Transferring and Passing Objects in Virtual Environments",10.1080/10447318.2019.1574101
Toward Better Understanding of Task Difficulty during Physicians Interaction with Electronic Health Record System (EHRs),10.1080/10447318.2019.1575081
Beyond Leaders and Followers: Understanding Participation Dynamics in Event-Based Social Networks,10.1080/10447318.2019.1578548
I-Portrait: An Interactive Photograph System for Enhancing Social Presence,10.1080/10447318.2019.1580858
Determinants for Successful Agile Collaboration between UX Designers and Software Developers in a Complex Organisation,10.1080/10447318.2019.1587856
A Study on User Experience of Automotive HUD Systems: Contexts of Information Use and User-Perceived Design Improvement Points,10.1080/10447318.2019.1587857
The Effect of a Humanoid Robots Emotional Behaviors on Users Emotional Responses: Evidence from Pupillometry and Electroencephalography Measures,10.1080/10447318.2019.1587938
Towards an Online Continuous Adaptation Mechanism (OCAM) for Enhanced Engagement: An EEG Study,10.1080/10447318.2019.1595303
Eliciting Public Display Awareness and Engagement: An Experimental Study and Semantic Strategy,10.1080/10447318.2019.1597572
Vol34_2018,
Developing Predictive Equations to Model the Visual Demand of In-Vehicle Touchscreen HMIs,10.1080/10447318.2017.1306940
Using an Eye-Tracking Approach to Explore Gender Differences in Visual Attention and Shopping Attitudes in an Online Shopping Environment,10.1080/10447318.2017.1314611
The User Affective Experience Scale: A Measure of Emotions Anticipated in Response to Pop-Up Computer Warnings,10.1080/10447318.2017.1314612
A Measurement and Structural Model for Usability Evaluation of Shared Workspace Groupware,10.1080/10447318.2017.1326578
Adoption and Use of Software in Land Use Planning Practice: A Multiple-Country Study,10.1080/10447318.2017.1327213
How a Retailers Website Quality Fosters Relationship Quality: The Mediating Effects of Parasocial Interaction and Psychological Distance,10.1080/10447318.2017.1328006
Using Personas to Support Augmentative Alternative Communication Device Design: A Validation and Evaluation Study,10.1080/10447318.2017.1330802
Acceptance of Health-Related ICT among Elderly People Living in the Community: A Systematic Review of Qualitative Evidence,10.1080/10447318.2017.1328024
Choosing a Physician on Social Media: Comments and Ratings of Users are More Important than the Qualification of a Physician,10.1080/10447318.2017.1330803
A Study on New Virtual Reality System in Maze Terrain,10.1080/10447318.2017.1331535
Monitoring for Awareness and Reflection in Ubiquitous Learning Environments,10.1080/10447318.2017.1331536
How Seniors in Taiwan Use Information Technology: Computer and Cell Phones,10.1080/10447318.2017.1335445
The Impact of Personality on the Subjective Assessment of Usability,10.1080/10447318.2017.1336317
Sense of Immersion in Computer Games Using Single and Stereoscopic Augmented Reality,10.1080/10447318.2017.1340229
A Heuristic Evaluation for Deaf Web User Experience (HE4DWUX),10.1080/10447318.2017.1339940
StretchArms: Promoting Stretching Exercise with a Smartwatch,10.1080/10447318.2017.1342408
An EEG BrainComputer Interface Approach for Classifying Vigilance States in Humans: A Gamma Band Focus Supports Low Misclassification Rates,10.1080/10447318.2017.1342942
User-Defined Gestures for Gestural Interaction: Extending from Hands to Other Body Parts,10.1080/10447318.2017.1342943
Design of Mobile Phones for Older Adults: An Empirical Analysis of Design Guidelines and Checklists for Feature Phones and Smartphones,10.1080/10447318.2017.1345142
Too Much of a Good Thing: Investigating the Association between Actual Smartphone Use and Individual Well-Being,10.1080/10447318.2017.1349250
Editorial of the Special Issue on Social Media in Crisis Management,10.1080/10447318.2018.1427833
Social Media in Crisis Management: An Evaluation and Analysis of Crisis Informatics Research,10.1080/10447318.2018.1427832
The Crowd is the Territory: Assessing Quality in Peer-Produced Spatial Data During Disasters,10.1080/10447318.2018.1427828
Processing Social Media Images by Combining Human and Machine Computing during Crises,10.1080/10447318.2018.1427831
Social Positions and Collective Sense-Making in Crisis Communication,10.1080/10447318.2018.1427830
Understanding WeChat Users Behavior of Sharing Social Crisis Information,10.1080/10447318.2018.1427826
Software Innovations to Support the Use of Social Media by Emergency Managers,10.1080/10447318.2018.1427825
Increasing Recognition of Wrong-Patient Errors through Improved Interface Design of a Computerized Provider Order Entry System,10.1080/10447318.2017.1349249
Factors Influencing the Adoption of Smart Wearable Devices,10.1080/10447318.2017.1357902
"The Social Value of Snapchat: An Exploration of Affiliation Motivation, the Technology Acceptance Model, and Relational Maintenance in Snapchat Use",10.1080/10447318.2017.1357903
Exploring Explanation Effects on Consumers Trust in Online Recommender Agents,10.1080/10447318.2017.1357904
Towards the Use of BrainComputer Interface and Gestural Technologies as a Potential Alternative to PIN Authentication,10.1080/10447318.2017.1357905
Adapting Information Search Tools for use by Health Consumers: Challenges and Lessons for Software Designers,10.1080/10447318.2017.1358546
Subliminal Techniques: Considerations and Recommendations for Analyzing Feasibility,10.1080/10447318.2017.1358973
"Relating Task Demand, Mental Effort and Task Difficulty with Physicians Performance during Interactions with Electronic Health Records (EHRs)",10.1080/10447318.2017.1365459
A Review of Alarm System Design for Advanced Control Rooms of Nuclear Power Plants,10.1080/10447318.2017.1371950
"Semi-Automated, Large-Scale Evaluation of Public Displays",10.1080/10447318.2017.1367905
Information-Seeking Strategies in Medicine Queries: A Clinical Eye-Tracking Study with Gaze-Cued Retrospective Think-Aloud Protocol,10.1080/10447318.2017.1368949
Effects of Users Hand Orientation and Spatial Movements on Free Hand Interactions with Large Displays,10.1080/10447318.2017.1370811
How does Parallax Scrolling Influence User Experience? A Test of TIME (Theory of Interactive Media Effects),10.1080/10447318.2017.1373457
Modeling and Predicting Mobile Phone Touchscreen Transcription Typing Using an Integrated Cognitive Architecture,10.1080/10447318.2017.1373463
Balancing the Fluency-Consistency Tradeoff in Collaborative Information Search with a Recommender Approach,10.1080/10447318.2017.1379240
"The System Usability Scale: Past, Present, and Future",10.1080/10447318.2018.1455307
Gender Differences in Motivations for Identity Reconstruction on Social Network Sites,10.1080/10447318.2017.1383061
The Effect of Stimulus Size and Position on the Task Performance of an Eye Mouse: Comparing Blink and Dwell Methods in a Click Task,10.1080/10447318.2017.1385174
B2B E-Commerce Adoption in Iranian Manufacturing Companies: Analyzing the Moderating Role of Organizational Culture,10.1080/10447318.2017.1385212
A Human Factors Approach to Exploring the Experience of Group Trip Planning from the Perspective of Intragroup Interaction,10.1080/10447318.2017.1387425
Head Movement Based Interaction in Mobility,10.1080/10447318.2017.1392078
Mobile Technology in the Classroom: What Drives Student-Lecturer Interactions?,10.1080/10447318.2017.1380970
Games and HCI,10.1080/10447318.2018.1461766
What Makes a Champion: The Behavioral and Neural Correlates of Expertise in Multiplayer Online Battle Arena Games,10.1080/10447318.2018.1461761
Evaluating Photoplethysmogram as a Real-Time Cognitive Load Assessment during Game Playing,10.1080/10447318.2018.1461763
Approaches to Measuring the Difficulty of Games in Dynamic Difficulty Adjustment Systems,10.1080/10447318.2018.1461764
Multi-Device Classification Model for Game Interaction Techniques,10.1080/10447318.2018.1461762
Towards a Trait Model of Video Game Preferences,10.1080/10447318.2018.1461765
The Influence of Affect on the Decision-Making Process in Virtual Simulation,10.1080/10447318.2018.1461759
"Social Game Elements in World of Warcraft: Interpersonal Relations, Groups, and Organizations for Gamification Design",10.1080/10447318.2018.1461760
Addiction by Design: Using Netnography for User Experiences in Female Online Gambling Game,10.1080/10447318.2018.1461758
Understanding Online Game Cheating: Unpacking the Ethical Dimension,10.1080/10447318.2018.1461757
Towards a Standard Arabic System Usability Scale: Psychometric Evaluation using Communication Disorder App,10.1080/10447318.2017.1388099
Understanding the Role of Conscious and Automatic Mechanisms in Social Networking Services: A Longitudinal Study,10.1080/10447318.2017.1392079
Marker versus Markerless Augmented Reality. Which Has More Impact on Users?,10.1080/10447318.2017.1393974
Exploration of Assistive Technologies Used by People with Quadriplegia Caused by Degenerative Neurological Diseases,10.1080/10447318.2017.1395572
The Ten Shades of Silver: Segmentation of Older Adults in the Mobile Phone Market,10.1080/10447318.2017.1399328
Using Distributable User Interfaces in CSCL In-Situ Classrooms,10.1080/10447318.2017.1399625
"Expanding the Technology Acceptance Model with the Inclusion of Trust, Social Influence, and Health Valuation to Determine the Predictors of German Users Willingness to Continue using a Fitness App: A Structural Equation Modeling Approach",10.1080/10447318.2017.1403220
Editorial of the Special Issue on Following User Pathways: Key Contributions and Future Directions in Cross-Platform Social Media Research,10.1080/10447318.2018.1471575
"Validity, Reliability, and the Case for Participant-Centered Research: Reflections on a Multi-Platform Social Media Study",10.1080/10447318.2018.1471570
Complementing or Substituting? News in an Era of Multiple Platforms and Second Screens,10.1080/10447318.2018.1471571
Facebook and Moodle Integration into Instructional Media Design Courses: A Comparative Analysis of Students Learning Experiences using the Community of Inquiry (CoI) Model,10.1080/10447318.2018.1471574
"The Generativity of Social Media: Opportunities, Challenges, and Guidelines for Conducting Experimental Research",10.1080/10447318.2018.1471573
Exploring User Experience of Smartphones in Social Media: A Mixed-Method Analysis,10.1080/10447318.2018.1471572
One-Handed Input Through Rotational Motion for Smartwatches,10.1080/10447318.2017.1331534
The Effects of Vibration Patterns of Take-Over Request and Non-Driving Tasks on Taking-Over Control of Automated Vehicles,10.1080/10447318.2017.1404778
Watch It! Factors Driving Continued Feature Use of the Smartwatch,10.1080/10447318.2017.1404779
Spatialized Vibrotactile Feedback Improves Goal-Directed Movements in Cluttered Virtual Environments,10.1080/10447318.2017.1411665
Usability Study of Two In-Vehicle Information Systems Using Finger Tracking and Facial Expression Recognition Technology,10.1080/10447318.2017.1411674
Body Movement Reduces Pain Intensity in Virtual RealityBased Analgesia,10.1080/10447318.2017.1412144
Ergonomics To Go: Designing The Mobile Workspace,10.1080/10447318.2017.1413057
Cultural Effects on Use of Online Social Media for Health-Related Information Acquisition and Sharing in Taiwan,10.1080/10447318.2017.1413790
Designing Warnings to Reduce Identity Disclosure,10.1080/10447318.2017.1413792
PolyMorph: Increasing the Spelling Efficiency of P300 by Selection Matrix PolyMorphism and Sentence-Based Predictions,10.1080/10447318.2017.1413791
Effects of Quantity and Size of Buttons of In-Vehicle Touch Screen on Drivers Eye Glance Behavior,10.1080/10447318.2017.1415688
What Works in Facebook Content Versus Relational Communication: A Study of their Effectiveness in the Context of Museums,10.1080/10447318.2017.1418475
Rethinking the Mini-Map: A Navigational Aid to Support Spatial Learning in Urban Game Environments,10.1080/10447318.2017.1418804
"Measuring Perceived Usability: The CSUQ, SUS, and UMUX",10.1080/10447318.2017.1418805
Affective Communication through Air Jet Stimulation: Evidence from Event-Related Potentials,10.1080/10447318.2018.1424065
A Systematic and Generalizable Approach to the Heuristic Evaluation of User Interfaces,10.1080/10447318.2018.1424101
Understanding the Intention of Using Mobile Social Networking Apps Across Cultures,10.1080/10447318.2018.1428262
Vol33_2017,
Introduction to Special Issue: Foundations of Cognitive Science for the Design of HumanComputer Interactive Systems,10.1080/10447318.2016.1239482
How Cognitive Linguistics Inspires HCI: Image Schemas and Image-Schematic Metaphors,10.1080/10447318.2016.1232227
Hand- and Foot-Controlled Dual-Tracking Task Performance Together with a Discrete Spatial Stimulus-Response Compatibility Task,10.1080/10447318.2016.1232226
Theory-based Models of Attention in Visual Workspaces,10.1080/10447318.2016.1232228
Human Subtlety Proofs: Using Computer Games to Model Cognitive Processes for Cybersecurity,10.1080/10447318.2016.1232229
Measuring Situation Awareness of Student Air Traffic Controllers with Online Probe Queries: Are We Asking the Right Questions?,10.1080/10447318.2016.1232231
Use of PC-based Simulators to Train Basic Control Functions of a Hydraulic Excavator: Audiovisual Instruction Contrasted with Hands-On Exploration,10.1080/10447318.2016.1232230
Corrigendum,10.1080/10447318.2016.1236612
Corrigendum,10.1080/10447318.2016.1236614
Escaping the Trough: Towards Real-World Impact of Tabletop Research,10.1080/10447318.2016.1206764
Supporting Creativity through the Interactive Exploratory Search Paradigm,10.1080/10447318.2016.1220104
Effects of Stereoscopic Display on Learning and User Experience in an Educational Virtual Environment,10.1080/10447318.2016.1220105
Using GOMS and NASA-TLX to Evaluate HumanComputer Interaction Process in Interactive Segmentation,10.1080/10447318.2016.1220729
Click Like on Facebook: The Effect of Customer-to-customer Interaction on Customer Voluntary Performance for Social Networking Sites,10.1080/10447318.2016.1221203
Text Input on a Smartwatch QWERTY Keyboard: Tap vs. Trace,10.1080/10447318.2016.1223265
Uncertainty Visualization for Mobile and Wearable Devices Based Activity Recognition Systems,10.1080/10447318.2016.1224527
Interacting with Context Factors in Music Recommendation and Discovery,10.1080/10447318.2016.1225881
Exploring Performance of Gendered Identities through Language in World of Warcraft,10.1080/10447318.2016.1230965
Are Two Better Than One? A Comparison Between Single- and Dual-Monitor Work Stations in Productivity and Users Windows Management Style,10.1080/10447318.2016.1231392
Why Do Some People Become Addicted to Digital Games More Easily? A Study of Digital Game Addiction from a Psychosocial Health Perspective,10.1080/10447318.2016.1232908
Expert Sources in Warnings May Reduce the Extent of Identity Disclosure in Cyber Contexts,10.1080/10447318.2016.1232909
Analyzing the Role of Interactivity in User Experience,10.1080/10447318.2016.1239797
Developing Playability Heuristics Based on Nouns and Adjectives from Online Game Reviews,10.1080/10447318.2016.1240283
Erratum,10.1080/10447318.2016.1272945
Human Factors of Health Information TechnologyChallenges and Opportunities,10.1080/10447318.2017.1282755
