pName,doi
Information-Pooling Bias in Collaborative Security Incident Correlation Analysis,10.1177/0018720818769249
Near Misses in Financial Trading: Skills for Capturing and Averting Error,10.1177/0018720818769598
Integrating Visual Mnemonics and Input Feedback With Passphrases to Improve the Usability and Security of Digital Authentication,10.1177/0018720818767683
Modeling Human Steering Behavior During Path Following in Teleoperation of Unmanned Ground Vehicles,10.1177/0018720818769260
“Experience Isn’t Everything”: How Emotion Affects the Relationship Between Experience and Cue Utilization,10.1177/0018720818765800
Examining Cybersecurity of Cyberphysical Systems for Critical Infrastructures Through Work Domain Analysis,10.1177/0018720818769250
Steering Control in a Low-Cost Driving Simulator: A Case for the Role of Virtual Vehicle Cab,10.1177/0018720818769253
Whither Replication?,10.1177/0018720818790933
Validation of a Driving Simulator Study on Driver Behavior at Passive Rail Level Crossings,10.1177/0018720818783507
Single Pilot Operations in Domestic Commercial Aviation,10.1177/0018720818791372
Understanding Human Error in Naval Aviation Mishaps,10.1177/0018720818771904
Performance of an Additional Task During Level 2 Automated Driving: An On-Road Study Comparing Drivers With and Without Experience With Partial Automation,10.1177/0018720818773636
Training Pilots for Unexpected Events: A Simulator Study on the Advantage of Unpredictable and Variable Scenarios,10.1177/0018720818779928
Muscular and Vascular Issues Induced by Prolonged Standing With Different Work–Rest Cycles With Active or Passive Breaks,10.1177/0018720818769261
Independent Coactors May Improve Performance and Lower Workload: Viewing Vigilance Under Social Facilitation,10.1177/0018720818769268
Harnessing Vehicle-to-Pedestrian (V2P) Communication Technology: Sending Traffic Warnings to Texting Pedestrians,10.1177/0018720818781365
Perceptual Thresholds for Vibration Transmitted to Road Cyclists,10.1177/0018720818780107
The Effects of Cognitive and Visual Workload on Peripheral Detection in the Detection Response Task,10.1177/0018720818776880
Effects of Non-Driving Related Task Modalities on Takeover Performance in Highly Automated Driving,10.1177/0018720818768199
Corrigendum,10.1177/0018720818791823
Drivers’ Visual Search Behavior Toward Vulnerable Road Users at Junctions as a Function of Cycling Experience,10.1177/0018720818778960
"Redundant Automation Monitoring: Four Eyes Don’t See More Than Two, if Everyone Turns a Blind Eye",10.1177/0018720818781192
Assessment of Ocular and Physiological Metrics to Discriminate Flight Phases in Real Light Aircraft,10.1177/0018720818787135
Time-Interval Emphasis in an Aeronautical Dual-Task Context: A Countermeasure to Task Absorption,10.1177/0018720818783946
Musculoskeletal and Cognitive Effects of a Movement Intervention During Prolonged Standing for Office Work,10.1177/0018720818783945
Measuring and Mitigating the Costs of Attentional Switches in Active Network Monitoring for Cybersecurity,10.1177/0018720818784107
Using Situation Awareness and Workload to Predict Performance in Submarine Track Management: A Multilevel Approach,10.1177/0018720818784803
Developing a 3D Gestural Interface for Anesthesia-Related Human-Computer Interaction Tasks Using Both Experts and Novices,10.1177/0018720818780544
The Effect of Cognitive Load and Task Complexity on Automation Bias in Electronic Prescribing,10.1177/0018720818781224
"Neuroergonomics: Quantitative Modeling of Individual, Shared, and Team Neurodynamic Information",10.1177/0018720818781623
Human Performance Deterioration Due to Prolonged Wakefulness Can Be Accurately Detected Using Time-Varying Spectral Analysis of Electrodermal Activity,10.1177/0018720818781196
Preventing Emergency Vehicle Crashes: Status and Challenges of Human Factors Issues,10.1177/0018720818786132
Combating Information Attacks in the Age of the Internet: New Challenges for Cognitive Engineering,10.1177/0018720818807357
Automation Expectation Mismatch: Incorrect Prediction Despite Eyes on Threat and Hands on Wheel,10.1177/0018720818788164
"Effects of Touch, Voice, and Multimodal Input, and Task Load on Multiple-UAV Monitoring Performance During Simulated Manned-Unmanned Teaming in a Military Helicopter",10.1177/0018720818788995
Lumbar Facet Joint Kinematics and Load Effects During Dynamic Lifting,10.1177/0018720818790719
An Upper Extremity Risk Assessment Tool Based on Material Fatigue Failure Theory: The Distal Upper Extremity Tool (DUET),10.1177/0018720818789319
The Triad of Risk-Related Behaviors (TriRB): A Three-Dimensional Model of Cyber Risk Taking,10.1177/0018720818783953
Signal Detection Theory (SDT) Is Effective for Modeling User Behavior Toward Phishing and Spear-Phishing Attacks,10.1177/0018720818789818
Crowdsourced Measurement of Reaction Times to Audiovisual Stimuli With Various Degrees of Asynchrony,10.1177/0018720818787126
Under Pressure: Examining Social Conformity With Computer and Robot Groups,10.1177/0018720818788473
Fixation Differences in Visual Search of Accident Scenes by Novices and Expert Emergency Responders,10.1177/0018720818788142
Which Attribute of Ceiling Color Influences Perceived Room Height?,10.1177/0018720818789524
Acknowledgments,10.1177/0018720818810762
Vol59_2017
From Here to Autonomy: Lessons Learned From Human–Automation Research,10.1177/0018720816681350
Between Two Worlds: Discourse on the Vigilant and Sustained Contributions of Raja Parasuraman,10.1177/0018720816688604
On the Nature of Vigilance,10.1177/0018720816655240
Task Engagement and Attentional Resources: Multivariate Models for Individual Differences and Stress Factors in Vigilance,10.1177/0018720816673782
The Neuroergonomics of Vigilance: Effects of Spatial Uncertainty on Cerebral Blood Flow Velocity and Oculomotor Fatigue,10.1177/0018720816683121
Measuring Sustained Attention and Perceived Workload: A Test With Children,10.1177/0018720816684063
Rest Is Still Best: The Role of the Qualitative and Quantitative Load of Interruptions on Vigilance,10.1177/0018720816683509
Intuitive Cognition and Models of Human–Automation Interaction,10.1177/0018720816659796
"A Little Anthropomorphism Goes a Long Way: Effects of Oxytocin on Trust, Compliance, and Team Performance With Automated Agents",10.1177/0018720816687205
Assessing Continuous Operator Workload With a Hybrid Scaffolded Neuroergonomic Modeling Approach,10.1177/0018720816672308
Prefrontal Hemodynamics of Physical Activity and Environmental Complexity During Cognitive Work,10.1177/0018720816675053
Acknowledgments,10.1177/0018720816682482
Measuring Safety and Performance in Human–Automation Systems: Special Issue Commentary,10.1177/0018720817696300
A Framework to Guide the Assessment of Human–Machine Systems,10.1177/0018720817695077
Implementing Lumberjacks and Black Swans Into Model-Based Tools to Support Human–Automation Interaction,10.1177/0018720816665201
The Automation-by-Expertise-by-Training Interaction: Why Automation-Related Accidents Continue to Occur in Sociotechnical Systems,10.1177/0018720816665459
"A Closed-Loop Model of Operator Visual Attention, Situation Awareness, and Performance Across Automation Mode Transitions",10.1177/0018720816665759
Target Detection and Identification Performance Using an Automatic Target Detection System,10.1177/0018720816670768
"The Effect of Soldier Marching, Rucksack Load, and Heart Rate on Marksmanship",10.1177/0018720816671604
Using a Sequence of Earcons to Monitor Multiple Simulated Patients,10.1177/0018720816670986
Effects of Rest-Break Intention on Rest-Break Frequency and Work-Related Fatigue,10.1177/0018720816671605
Determination of the Proper Rest Time for a Cyclic Mental Task Using ACT-R Architecture,10.1177/0018720816670767
The Role of Interaction Patterns with Hybrid Electric Vehicle Eco-Features for Drivers’ Eco-Driving Performance,10.1177/0018720816670819
"Trust and the Compliance–Reliance Paradigm: The Effects of Risk, Error Bias, and Reliability on Trust and Dependence",10.1177/0018720816682648
Effects of Accumulating Work Shifts on Performance-Based Fatigue Using Multiple Strength Measurements in Day and Night Shift Nurses and Aides,10.1177/0018720816677814
Assessing Mental Models of Emergencies Through Two Knowledge Elicitation Tasks,10.1177/0018720816672117
Human Error as an Emergent Property of Action Selection and Task Place-Holding,10.1177/0018720816672529
Running Memory for Clinical Handoffs: A Look at Active and Passive Processing,10.1177/0018720816672514
"Sequential Revision of Belief, Trust Type, and the Order Effect",10.1177/0018720816678322
Effects of Motivation: Rewarding Hackers for Undetected Attacks Cause Analysts to Perform Poorly,10.1177/0018720816681888
Overall Preference of Running Shoes Can Be Predicted by Suitable Perception Factors Using a Multiple Regression Model,10.1177/0018720816681147
Can We Study Autonomous Driving Comfort in Moving-Base Driving Simulators? A Validation Study,10.1177/0018720816682647
Prior Familiarization With Takeover Requests Affects Drivers’ Takeover Performance and Automation Trust,10.1177/0018720816678714
Minimum Required Attention: A Human-Centered Approach to Driver Inattention,10.1177/0018720816672756
Reflective Tape Applied to Bicycle Frame and Conspicuity Enhancement at Night,10.1177/0018720816677145
Sentinels of Breach: Lexical Choice as a Measure of Urgency in Social Media,10.1177/0018720817691612
Visualization of Large-Scale Narrative Data Describing Human Error,10.1177/0018720817709374
Determination of Orientation and Practice Requirements When Using an Obstacle Course for Mobility Performance Assessment,10.1177/0018720816686611
Effects of Dual Monitor Computer Work Versus Laptop Work on Cervical Muscular and Proprioceptive Characteristics of Males and Females,10.1177/0018720816684690
Measuring Resilience,10.1177/0018720816686248
Designing Visual Aids That Promote Risk Literacy: A Systematic Review of Health Research and Evidence-Based Design Heuristics,10.1177/0018720817690634
Effects of Nested Interruptions on Task Resumption: A Laboratory Study With Intensive Care Nurses,10.1177/0018720816689513
Is Domain Highlighting Actually Helpful in Identifying Phishing Web Pages?,10.1177/0018720816684064
Evaluation of a Psychomotor Vigilance Task for Touch Screen Devices,10.1177/0018720816688394
Driving While Interacting With Google Glass: Investigating the Combined Effect of Head-Up Display and Hands-Free Input on Driving Safety and Multitask Performance,10.1177/0018720817691406
Takeover Time in Highly Automated Vehicles: Noncritical Transitions to and From Manual Control,10.1177/0018720816685832
Dynamic Decision Making: Learning Processes and New Research Directions,10.1177/0018720817710347
Relationship Between BMI and Fatigability Is Task Dependent,10.1177/0018720817695194
Effects of Cognitive Load on Driving Performance: The Cognitive Control Hypothesis,10.1177/0018720817690639
Spearcons for Patient Monitoring: Laboratory Investigation Comparing Earcons and Spearcons,10.1177/0018720817697536
Comparison of Sedentary Behaviors in Office Workers Using Sit-Stand Tables With and Without Semiautomated Position Changes,10.1177/0018720817695771
Measuring Memory and Attention to Preview in Motion,10.1177/0018720817695193
The Influence of Hand Immersion Duration on Manual Performance,10.1177/0018720817695192
Positive Affect Is Associated With Reduced Fixation in a Realistic Medical Simulation,10.1177/0018720817695191
The Importance of Team Sex Composition in Team-Training Research Employing Complex Psychomotor Tasks,10.1177/0018720816689744
Driver Movement Patterns Indicate Distraction and Engagement,10.1177/0018720817696496
Enhanced Hazard Analysis and Risk Assessment for Human-in-the-Loop Systems,10.1177/0018720817693357
Benchmarking Aided Decision Making in a Signal Detection Task,10.1177/0018720817700258
The Intricacies of User Adjustments of Alerting Thresholds,10.1177/0018720817698616
"Evaluating the Ergonomic Benefit of a Wrist Brace on Wrist Posture, Muscle Activity, Rotational Stiffness, and Peak Shovel-Ground Impact Force During a Simulated Tree-Planting Task",10.1177/0018720817708084
Four Night Shifts Have a Degree of Performance Adaptation,10.1177/0018720817711285
Decision Making on the Labor and Delivery Unit: An Investigation of Influencing Factors,10.1177/0018720817703740
Implementing Recommendations From Web Accessibility Guidelines: A Comparative Study of Nondisabled Users and Users With Visual Impairments,10.1177/0018720817708397
Shooter–System Performance Variability as a Function of Recoil Dynamics,10.1177/0018720817700537
Head Rotation Movement Times,10.1177/0018720817701000
Fatigue in Younger and Older Drivers: Effectiveness of an Alertness-Maintaining Task,10.1177/0018720817706811
The Role of Social Cue Utilization and Closing-the-Loop Communication in the Performance of Ad Hoc Dyads,10.1177/0018720817699512
Exploring the Relationship of Task Performance and Physical and Cognitive Fatigue During a Daylong Light Precision Task,10.1177/0018720817717026
Ergonomic Benefits From a Laparoscopic Instrument With Rotatable Handle Piece Depend on the Area of the Operating Field and Working Height,10.1177/0018720817712597
Upper Extremity Muscle Activity During In-Phase and Anti-Phase Continuous Pushing Tasks,10.1177/0018720817714367
Energy Expenditure of Standing Compared to Sitting While Conducting Office Tasks,10.1177/0018720817719167
Grip Type Alters Maximal Pinch Forces in Syringe Use,10.1177/0018720817720339
Searching for Affective and Cognitive Restoration: Examining the Restorative Effects of Casual Video Game Play,10.1177/0018720817715360
The Recognizability and Localizability of Auditory Alarms: Setting Global Medical Device Standards,10.1177/0018720817712004
Slant Perception Under Stereomicroscopy,10.1177/0018720817722871
Training Techniques for Visual Search in Complex Task Environments,10.1177/0018720817712307
Dealing With Unexpected Events on the Flight Deck: A Conceptual Model of Startle and Surprise,10.1177/0018720817723428
Errors Using Observational Methods for Ergonomics Assessment in Real Practice,10.1177/0018720817723496
Analyzing Decision Logs to Understand Decision Making in Serious Crime Investigations,10.1177/0018720817727899
Impact of Frequent Interruption on Nurses’ Patient-Controlled Analgesia Programming Performance,10.1177/0018720817732605
The Effect of a Backpack Hip Strap on Energy Expenditure While Walking,10.1177/0018720817730179
The Effect of Person Order on Egress Time: A Simulation Model of Evacuation From a Neolithic Visitor Attraction,10.1177/0018720817729608
Driving Performance After Self-Regulated Control Transitions in Highly Automated Vehicles,10.1177/0018720817728774
Development of a Seating Comfort Questionnaire for Motorcycles,10.1177/0018720817735929
Land Ahoy! Understanding Submarine Command and Control During the Completion of Inshore Operations,10.1177/0018720817731678
Acknowledgments,10.1177/0018720817740838
Vol58_2016
SPIDER: A Framework for Understanding Driver Distraction,10.1177/0018720815619074
Which Factors Can Protect Against Range Stress in Everyday Usage of Battery Electric Vehicles? Toward Enhancing Sustainability of Electric Mobility Systems,10.1177/0018720815614702
Cultural Influences in Women-Friendly Labor-Saving Hand Tool Designs: The Milk Churner Case,10.1177/0018720815623146
"People-Technology-Ecosystem Integration: A Framework to Ensure Regional Interoperability for Safety, Sustainability, and Resilience of Interdependent Energy, Water, and Seafood Sources in the (Persian) Gulf",10.1177/0018720815623143
Analysis of Food Hub Commerce and Participation Using Agent-Based Modeling: Integrating Financial and Social Drivers,10.1177/0018720815621173
"Individual Markers of Resilience in Train Traffic Control: The Role of Operators’ Goals and Strategic Mental Models and Implications for Variation, Expertise, and Performance",10.1177/0018720815622357
Expertise Development With Different Types of Automation: A Function of Different Cognitive Abilities,10.1177/0018720815604441
Influence of Input Hardware and Work Surface Angle on Upper Limb Posture in a Hybrid Computer Workstation,10.1177/0018720815607317
The Influence of Hand Location and Force Direction on Shoulder Muscular Activity in Females During Nonsagittal Multidirectional Overhead Exertions,10.1177/0018720815623523
Effect of Standing or Walking at a Workstation on Cognitive Function: A Randomized Counterbalanced Trial,10.1177/0018720815605446
The Effects of Cell Phone and Text Message Conversations on Simulated Street Crossing,10.1177/0018720815609501
The Attentional Demand of Automobile Driving Revisited: Occlusion Distance as a Function of Task-Relevant Event Density in Realistic Driving Scenarios,10.1177/0018720815595901
Cross-Level Effects Between Neurophysiology and Communication During Team Training,10.1177/0018720815602575
Can Link Analysis Be Applied to Identify Behavioral Patterns in Train Recorder Data?,10.1177/0018720815613183
When and Why Threats Go Undetected: Impacts of Event Rate and Shift Length on Threat Detection Accuracy During Airport Baggage Screening,10.1177/0018720815616306
Fully Automated Driving: Impact of Trust and Practice on Manual Control Recovery,10.1177/0018720815612319
"The Effect of Incorrect Reliability Information on Expectations, Perceptions, and Use of Automation",10.1177/0018720815610271
Statistical Models for Predicting Automobile Driving Postures for Men and Women Including Effects of Age,10.1177/0018720815610249
Boredom in the Workplace: A New Look at an Old Problem,10.1177/0018720815609503
"Effects of Information Availability on Command-and-Control Decision Making: Performance, Trust, and Situation Awareness",10.1177/0018720815619515
Time Sharing Between Robotics and Process Control: Validating a Model of Attention Switching,10.1177/0018720815622761
Novel Pulse Oximetry Sonifications for Neonatal Oxygen Saturation Monitoring: A Laboratory Study,10.1177/0018720815617406
Do Tele-Operators Learn to Better Judge Whether a Robot Can Pass Through an Aperture?,10.1177/0018720815617849
A Meta-Analysis of Factors Influencing the Development of Trust in Automation: Implications for Understanding Autonomy in Future Systems,10.1177/0018720816634228
Intelligent Agent Transparency in Human–Agent Teaming for Multi-UxV Management,10.1177/0018720815621206
Speech Auditory Alerts Promote Memory for Alerted Events in a Video-Simulated Self-Driving Car Ride,10.1177/0018720816629279
Evaluation of Simulated Clinical Breast Exam Motion Patterns Using Marker-Less Video Tracking,10.1177/0018720815613919
Image Size Influences Visual Search and Perception of Hemorrhages When Reading Cranial CT: An Eye-Tracking Study,10.1177/0018720816630450
Climbing With a Head-Mounted Display: Dual-Task Costs,10.1177/0018720815623431
Workload Capacity: A Response Time–Based Measure of Automation Dependence,10.1177/0018720815621172
The Effects of Varying Break Length on Attention and Time on Task,10.1177/0018720815617395
The Development and Evaluation of Countermeasures to Tactile Change Blindness,10.1177/0018720815625739
Haptic Communication in Collaborative Virtual Environments,10.1177/0018720815618808
Keep Your Scanners Peeled: Gaze Behavior as a Measure of Automation Trust During Highly Automated Driving,10.1177/0018720815625744
Human–Robot Interaction: Status and Challenges,10.1177/0018720816644364
Flying the Needles: Flight Deck Automation Erodes Fine-Motor Flying Skills Among Airline Pilots,10.1177/0018720816640394
The Effectiveness of Simulator Motion in the Transfer of Performance on a Tracking Task Is Influenced by Vision and Motion Disturbance Cues,10.1177/0018720816639776
Predicting Air Traffic Controller Workload: Trajectory Uncertainty as the Moderator of the Indirect Effect of Traffic Density on Controller Workload Through Traffic Conflict,10.1177/0018720816639418
A Psychophysical Protocol to Develop Ergonomic Recommendations for Sitting and Standing Workstations,10.1177/0018720816639788
Perceived Risk of Low-Back Injury Among Four Occupations,10.1177/0018720816640142
Implicit Coordination Strategies for Effective Team Communication,10.1177/0018720816639712
Implementing Recommendations From Web Accessibility Guidelines: Would They Also Provide Benefits to Nondisabled Users,10.1177/0018720816640962
Measuring the Useful Field of View During Simulated Driving With Gaze-Contingent Displays,10.1177/0018720816642092
Taking Over Control From Highly Automated Vehicles in Complex Traffic Situations: The Role of Traffic Density,10.1177/0018720816634226
Sustainable Sizing,10.1177/0018720816649091
Preface to the Special Section on the Impact of Thomas Waters on the Field of Ergonomics,10.1177/0018720816652150
Evaluation of the Impact of the Revised National Institute for Occupational Safety and Health Lifting Equation,10.1177/0018720815623894
The Cumulative Lifting Index (CULI) for the Revised NIOSH Lifting Equation: Quantifying Risk for Workers With Job Rotation,10.1177/0018720815627405
Variable Lifting Index (VLI): A New Method for Evaluating Variable Lifting Tasks,10.1177/0018720815612256
Variable Lifting Index for Manual-Lifting Risk Assessment: A Preliminary Validation Study,10.1177/0018720816637538
Health Care Ergonomics: Contributions of Thomas Waters,10.1177/0018720816648553
Biomechanical Evaluation of a Bed Feature to Assist in Turning and Laterally Repositioning Patients,10.1177/0018720815612625
Development and Evaluation of Ergonomic Interventions for Bucket Handling on Farms,10.1177/0018720816631902
"Ergonomics and Beyond: Understanding How Chemical and Heat Exposures and Physical Exertions at Work Affect Functional Ability, Injury, and Long-Term Health",10.1177/0018720816645457
Multidimensional Profiling of Task Stress States for Human Factors: A Brief Review,10.1177/0018720816653688
Human Factors in Financial Trading: An Analysis of Trading Incidents,10.1177/0018720816644872
Modeling Driving Performance Using In-Vehicle Speech Data From a Naturalistic Driving Study,10.1177/0018720816650565
Cooperation in Human-Agent Systems to Support Resilience: A Microworld Experiment,10.1177/0018720816649094
Portable Weather Applications for General Aviation Pilots,10.1177/0018720816641783
Physiological Motion Axis for the Seat of a Dynamic Office Chair,10.1177/0018720816646508
Overconfidence in Projecting Uncertain Spatial Trajectories,10.1177/0018720816645259
"The Independence and Interdependence of Coacting Observers in Regard to Performance Efficiency, Workload, and Stress in a Vigilance Task",10.1177/0018720816646657
External Hand Forces Exerted by Long-Term Care Staff to Push Floor-Based Lifts: Effects of Flooring System and Resident Weight,10.1177/0018720816644083
Evaluation of Strategies for Integrated Classification of Visual-Manual and Cognitive Distractions in Driving,10.1177/0018720816647607
The Contribution of Biomechanical-Biological Interactions of the Spine to Low Back Pain,10.1177/0018720816657235
Electroluminescent Materials Can Further Enhance the Nighttime Conspicuity of Pedestrians Wearing Retroreflective Materials,10.1177/0018720816651535
The Development and Deployment of a Maintenance Operations Safety Survey,10.1177/0018720816656085
Benefits of Imperfect Conflict Resolution Advisory Aids for Future Air Traffic Control,10.1177/0018720816655941
Effects of Epinephrine Auto-Injector Shape and Size on Human Factors Influencing Drug Delivery,10.1177/0018720816651536
Auditory Attention and Comprehension During a Simulated Night Shift: Effects of Task Characteristics,10.1177/0018720816654377
Do Learned Alarm Sounds Interfere With Working Memory?,10.1177/0018720816662733
The Impact of Uncertain Contact Location on Situation Awareness and Performance in Simulated Submarine Track Management,10.1177/0018720816652754
Perceived Spaciousness and Preference in Sequential Experience,10.1177/0018720816650068
Leveraging Health Care Simulation Technology for Human Factors Research: Closing the Gap Between Lab and Bedside,10.1177/0018720816650781
Effects of Adjacent Vehicles on Judgments of a Lead Car During Car Following,10.1177/0018720816652270
Long-Lasting Changes in Muscle Twitch Force During Simulated Work While Standing or Walking,10.1177/0018720816669444
Differences in Multitask Resource Reallocation After Change in Task Values,10.1177/0018720816662543
Hysteresis in Mental Workload and Task Performance: The Influence of Demand Transitions and Task Prioritization,10.1177/0018720816669271
Quantifying Phishing Susceptibility for Detection and Behavior Decisions,10.1177/0018720816665025
The Psychological Cost of Making Control Responses in the Nonstereotype Direction,10.1177/0018720816659000
"Meta-Analyses of the Effects of Standardized Handoff Protocols on Patient, Provider, and Organizational Outcomes",10.1177/0018720816672309
Package Design Affects Accuracy Recognition for Medications,10.1177/0018720816664824
The Development and Validation of the Game User Experience Satisfaction Scale (GUESS),10.1177/0018720816669646
Reaction Times to Consecutive Automation Failures: A Function of Working Memory and Sustained Attention,10.1177/0018720816662374
Validation of the Attention-Related Driving Errors Scale (ARDES) in an English-Speaking Sample,10.1177/0018720816657927
"Team Training for Dynamic Cross-Functional Teams in Aviation: Behavioral, Cognitive, and Performance Outcomes",10.1177/0018720816665200
Vol57_2015
Should Drivers Be Operating Within an Automation-Free Bandwidth? Evaluating Haptic Steering Support Systems With Different Levels of Authority,10.1177/0018720814563602
Analyzing the Effects of Human-Aware Motion Planning on Close-Proximity Human–Robot Collaboration,10.1177/0018720814565188
Are Well-Calibrated Users Effective Users? Associations Between Calibration of Trust and Performance on an Automation-Aided Task,10.1177/0018720814561675
Match Between Classroom Dimensions and Students’ Anthropometry: Re-Equipment According to European Educational Furniture Standard,10.1177/0018720814533991
Display Clutter: A Review of Definitions and Measurement Techniques,10.1177/0018720814541145
Thinking Aloud Influences Perceived Time,10.1177/0018720814540208
Predictive Displays for a Process-Control Schematic Interface,10.1177/0018720814542104
The Psychometrics of Mental Workload: Multiple Measures Are Sensitive but Divergent,10.1177/0018720814539505
Motion-Cuing Algorithms: Characterization of Users’ Perception,10.1177/0018720814538281
Team Members’ Interaction Anxiety and Team-Training Effectiveness: A Catastrophic Relationship?,10.1177/0018720814538814
Understanding the Impact of Electric Vehicle Driving Experience on Range Anxiety,10.1177/0018720814546372
Measuring Individual Differences in Driver Inattention: Further Validation of the Attention-Related Driving Errors Scale,10.1177/0018720814546530
A Comparison of Abdominal Muscle Thickness Changes After a Lifting Task in Subjects With and Without Chronic Low-Back Pain,10.1177/0018720814544213
Effects of Carrying a Backpack in an Asymmetrical Manner on the Asymmetries of the Trunk and Parameters Defining Lateral Flexion of the Spine,10.1177/0018720814546531
Multiaxis Grip Characteristics for Varying Handle Diameters and Effort,10.1177/0018720814544212
Arm and Neck Pain in Ultrasonographers,10.1177/0018720814547872
Sideways Camera Rotations of 90° and 135° Result in Poorer Performance of Laparoscopic Tasks for Novices,10.1177/0018720814553027
Musculoskeletal Disorder Symptoms in Correction Officers: Why Do They Increase Rapidly With Job Tenure?,10.1177/0018720814547569
Visual Information Processing From Multiple Displays,10.1177/0018720814545974
Situation Awareness Measures for Simulated Submarine Track Management,10.1177/0018720814545515
Driving Speed of Young Novice and Experienced Drivers in Simulated Hazard Anticipation Scenes,10.1177/0018720814548220
Dynamic Vibrotactile Signals for Forward Collision Avoidance Warning Systems,10.1177/0018720814542651
Reading Text While Driving: Understanding Drivers’ Strategic and Tactical Adaptation to Distraction,10.1177/0018720814542974
Measuring Team Cohesion: Observations from the Science,10.1177/0018720815578267
STAMP-Based HRA Considering Causality Within a Sociotechnical System: A Case of Minuteman III Missile Accident,10.1177/0018720814551555
Exploring Relationships of Human-Automation Interaction Consequences on Pilots: Uncovering Subsystems,10.1177/0018720814552296
Trust in Automation: Integrating Empirical Evidence on Factors That Influence Trust,10.1177/0018720814547570
Effects of Task Precision Demands on Behavioral and Physiological Changes During a Repetitive Asymmetric Lifting Activity,10.1177/0018720814551556
Static Anthropometric Dimensions in a Population of Iranian High School Students: Considering Ethnic Differences,10.1177/0018720814549579
The Effect of Contralateral Submaximal Contraction on the Development of Biceps Brachii Muscle Fatigue,10.1177/0018720814550034
Toward a Tactile Language for Human–Robot Interaction: Two Studies of Tacton Learning and Performance,10.1177/0018720814548063
The Usability of Electronic Personal Health Record Systems for an Underserved Adult Population,10.1177/0018720814549238
Individual Differences in Verbal-Spatial Conflict in Rapid Spatial-Orientation Tasks,10.1177/0018720814553792
Psychophysical Evaluation of Haptic Perception Under Augmentation by a Handheld Device,10.1177/0018720814551414
Individual Differences in the Calibration of Trust in Automation,10.1177/0018720814564422
Head and Trunk Moments of Inertia of Able-Bodied and Unbraced Scoliotic Girls,10.1177/0018720814555401
Sequential In-Vehicle Glance Distributions: An Alternative Approach for Analyzing Glance Data,10.1177/0018720814560225
Staying in the Zone: Offshore Drillers’ Situation Awareness,10.1177/0018720814562643
Clutter in Electronic Medical Records: Examining Its Performance and Attentional Costs Using Eye Tracking,10.1177/0018720814564594
A User-Developed 3-D Hand Gesture Set for Human–Computer Interaction,10.1177/0018720814559307
MSSQ-Short Norms May Underestimate Highly Susceptible Individuals: Updating the MSSQ-Short Norms,10.1177/0018720814555862
An Estimation of Finger-Tapping Rates and Load Capacities and the Effects of Various Factors,10.1177/0018720814563976
Alleviating Simulator Sickness with Galvanic Cutaneous Stimulation,10.1177/0018720814554948
Virtual Exertions: Evoking the Sense of Exerting Forces in Virtual Reality Using Gestures and Muscle Activity,10.1177/0018720814562231
Assessment of Naturalistic Use Patterns of Advanced Infotainment Systems,10.1177/0018720814564184
The Effectiveness of a Rearview Camera and Parking Sensor System Alone and Combined for Preventing a Collision With an Unexpected Stationary or Moving Object,10.1177/0018720814553028
Perceptual Load in Different Regions of the Visual Scene and Its Relevance for Driving,10.1177/0018720814556309
The Role of Human Factors/Ergonomics in the Science of Security: Decision Making and Action Selection in Cyberspace,10.1177/0018720815585906
Complacency and Automation Bias in the Use of Imperfect Automation,10.1177/0018720815581940
Measuring Individual Differences in the Perfect Automation Schema,10.1177/0018720815581247
"Prevalence of Musculoskeletal Disorders for Nurses in Hospitals, Long-Term Care Facilities, and Home Health Care: A Comprehensive Review",10.1177/0018720815581933
An Investigation of Operational Decision Making in Situ: Incident Command in the U.K. Fire and Rescue Service,10.1177/0018720815578266
Usability and Safety in Electronic Medical Records Interface Design: A Review of Recent Literature and Guideline Formulation,10.1177/0018720815576827
Examining the Usability of Touch Screen Gestures for Older and Younger Adults,10.1177/0018720815581293
Comparison of Two Watch Schedules for Personnel at the White House Military Office President’s Emergency Operations Center,10.1177/0018720815576434
High- and Low-Order Overtaking-Ability Affordances: Drivers Rely on the Maximum Velocity and Acceleration of Their Cars to Perform Overtaking Maneuvers,10.1177/0018720815583581
"Trusting a Virtual Driver That Looks, Acts, and Thinks Like You",10.1177/0018720815580749
A Behavioral Intervention for Reducing Postcompletion Errors in a Safety-Critical System,10.1177/0018720815584232
The Impact of Sleep Disruption on Complex Cognitive Tasks: A Meta-Analysis,10.1177/0018720815571935
The Role of Trust as a Mediator Between System Characteristics and Response Behaviors,10.1177/0018720815582261
Using Modeling and Simulation to Predict Operator Performance and Automation-Induced Complacency With Robotic Automation: A Case Study and Empirical Validation,10.1177/0018720814566454
Spine Posture and Discomfort During Prolonged Simulated Driving With Self-Selected Lumbar Support Prominence,10.1177/0018720815584866
The Effect of Pressure Glove Tightness on Forearm Muscle Activity and Psychophysical Responses,10.1177/0018720815583398
Comparing the Effectiveness of Alerts and Dynamically Annotated Visualizations (DAVs) in Improving Clinical Decision Making,10.1177/0018720815585666
"Smartphone Text Input Method Performance, Usability, and Preference With Younger and Older Adults",10.1177/0018720815575644
Visual Performance With Small Concave and Convex Displays,10.1177/0018720815570090
Reducing the Disruptive Effects of Interruptions With Noninvasive Brain Stimulation,10.1177/0018720814565189
