pName,doi
Accomplishing high-level tasks with modular robots,10.1007/s10514-018-9738-1
"Representing, learning, and controlling complex object interactions",10.1007/s10514-018-9740-7
Going with the flow: a graph based approach to optimal path planning in general flows,10.1007/s10514-018-9741-6
On the relationship between dynamics and complexity in multi-agent collision avoidance,10.1007/s10514-018-9743-4
Planning for cars that coordinate with people: leveraging effects on human actions for planning and active information gathering over human internal state,10.1007/s10514-018-9746-1
Routing autonomous vehicles in congested transportation networks: structural properties and coordination algorithms,10.1007/s10514-018-9750-5
"Integrated proximity, contact and force sensing using elastomer-embedded commodity proximity sensors",10.1007/s10514-018-9751-4
Four aspects of building robotic systems: lessons from the Amazon Picking Challenge 2015,10.1007/s10514-018-9761-2
Solving the task variant allocation problem in distributed robotics,10.1007/s10514-018-9742-5
Probabilistic approaches to the \( AXB = YCZ \) calibration problem in multi-robot systems,10.1007/s10514-018-9744-3
Guest editorial: Special issue on distributed robotics—from fundamentals to applications,10.1007/s10514-018-9803-9
A distributed control and parameter estimation protocol with prescribed performance for homogeneous lagrangian multi-agent systems,10.1007/s10514-018-9700-2
ALAN: adaptive learning for multi-agent navigation,10.1007/s10514-018-9719-4
"Bound to help: cooperative manipulation of objects via compliant, unactuated tails",10.1007/s10514-018-9718-5
Decentralized navigation method for a robotic swarm with nonhomogeneous abilities,10.1007/s10514-018-9774-x
Decentralized planning and control for UAV–UGV cooperative teams,10.1007/s10514-018-9712-y
Designing a quasi-spherical module for a huge modular robot to create programmable matter,10.1007/s10514-018-9710-0
Distributed camouflage for swarm robotics and smart materials,10.1007/s10514-018-9717-6
Distributed inference-based multi-robot exploration,10.1007/s10514-018-9708-7
Distributed system of autonomous buoys for scalable deployment and monitoring of large waterbodies,10.1007/s10514-018-9702-0
Dynamic teams of robots as ad hoc distributed computers: reducing the complexity of multi-robot motion planning via subspace selection,10.1007/s10514-018-9714-9
Information-sharing and decision-making in networks of radiation detectors,10.1007/s10514-018-9716-7
Limited range spatial load balancing in non-convex environments using sampling-based motion planners,10.1007/s10514-018-9713-x
Multi robot collision avoidance in a shared workspace,10.1007/s10514-018-9726-5
Online planning for human–multi-robot interactive theatrical performance,10.1007/s10514-018-9755-0
On-board communication-based relative localization for collision avoidance in Micro Air Vehicle teams,10.1007/s10514-018-9760-3
Robust rendezvous for multi-robot system with random node failures: an optimization approach,10.1007/s10514-018-9715-8
Teleoperation of a platoon of distributed wheeled mobile robots with predictive display,10.1007/s10514-018-9747-0
Vol41_2017
Unsupervised learning to detect loops using deep neural networks for visual SLAM system,10.1007/s10514-015-9516-2
Finite-time obstacle avoidance for unicycle-like robot subject to additive input disturbances,10.1007/s10514-015-9526-0
A real-time method for depth enhanced visual odometry,10.1007/s10514-015-9525-1
Learning potential functions from human demonstrations with encapsulated dynamic and compliant behaviors,10.1007/s10514-015-9528-y
A sliding mode controller with a nonlinear disturbance observer for a farm vehicle operating in the presence of wheel slip,10.1007/s10514-015-9530-4
View/state planning for three-dimensional object reconstruction under uncertainty,10.1007/s10514-015-9531-3
Localization aware sampling and connection strategies for incremental motion planning under uncertainty,10.1007/s10514-015-9536-y
Selective visual odometry for accurate AUV localization,10.1007/s10514-015-9541-1
An analysis of grasp quality measures for the application of sheet metal parts grasping,10.1007/s10514-015-9535-z
Active target search for high dimensional robotic systems,10.1007/s10514-015-9539-8
Combining temporal planning with probabilistic reasoning for autonomous surveillance missions,10.1007/s10514-015-9534-0
Near-optimal probabilistic search via submodularity and sparse regression,10.1007/s10514-015-9521-5
Physics-inspired motion planning for information-theoretic target detection using multiple aerial robots,10.1007/s10514-015-9542-0
A whole-body rescue motion control with task-priority strategy for a rescue robot,10.1007/s10514-016-9562-4
High-slope terrain locomotion for torque-controlled quadruped robots,10.1007/s10514-016-9573-1
Spatio-temporal stiffness optimization with switching dynamics,10.1007/s10514-015-9537-x
Vision-based maze navigation for humanoid robots,10.1007/s10514-015-9533-1
Stochastic mobility prediction of ground vehicles over large spatial regions: a geostatistical approach,10.1007/s10514-015-9527-z
Learning autonomous behaviours for the body of a flexible surgical robot,10.1007/s10514-016-9544-6
Head stabilization in a humanoid robot: models and implementations,10.1007/s10514-016-9583-z
Making sense of words: a robotic model for language abstraction,10.1007/s10514-016-9587-8
The speed graph method: pseudo time optimal navigation among obstacles subject to uniform braking safety constraints,10.1007/s10514-015-9538-9
Low-drift and real-time lidar odometry and mapping,10.1007/s10514-016-9548-2
Underwater map-based localization using flow features,10.1007/s10514-016-9558-0
Spinal joint compliance and actuation in a simulated bounding quadruped robot,10.1007/s10514-015-9540-2
"Dynamically feasible, energy efficient motion planning for skid-steered vehicles",10.1007/s10514-016-9550-8
An accurate and efficient navigation system for omnidirectional robots in industrial environments,10.1007/s10514-016-9557-1
RBDL: an efficient rigid-body dynamics library using recursive algorithms,10.1007/s10514-016-9574-0
Special Issue on Assistive and Rehabilitation Robotics,10.1007/s10514-017-9627-z
A smart wheelchair ecosystem for autonomous navigation in urban environments,10.1007/s10514-016-9549-1
"Intelligent wheelchair control strategies for older adults with cognitive impairment: user attitudes, needs, and preferences",10.1007/s10514-016-9568-y
Navigating blind people with walking impairments using a smart walker,10.1007/s10514-016-9595-8
Human sit-to-stand transfer modeling towards intuitive and biologically-inspired robot assistance,10.1007/s10514-016-9553-5
Probabilistic movement primitives for coordination of multiple human–robot collaborative tasks,10.1007/s10514-016-9556-2
"Impact of sensory preferences of individuals with autism on the recognition of emotions expressed by two robots, an avatar, and a human",10.1007/s10514-016-9575-z
A low-cost socially assistive robot and robot-assisted intervention for children with autism spectrum disorder: field trials and lessons learned,10.1007/s10514-016-9554-4
An autonomous robotic exercise tutor for elderly people,10.1007/s10514-016-9598-5
ROREAS: robot coach for walking and orientation training in clinical post-stroke rehabilitation—prototype implementation and evaluation in field trials,10.1007/s10514-016-9552-6
Design of a cloud robotic system to support senior citizens: the KuBo experience,10.1007/s10514-016-9569-x
SCRIPT passive orthosis: design of interactive hand and wrist exoskeleton for rehabilitation at home after stroke,10.1007/s10514-016-9589-6
First steps toward translating robotic walking to prostheses: a nonlinear optimization based control approach,10.1007/s10514-016-9565-1
"Assist
On-Ankle: a reconfigurable ankle exoskeleton with series-elastic actuation",10.1007/s10514-016-9551-7
An oscillator-based smooth real-time estimate of gait phase for wearable robotics,10.1007/s10514-016-9566-0
Robot social-aware navigation framework to accompany people walking side-by-side,10.1007/s10514-016-9584-y
An incremental nonparametric Bayesian clustering-based traversable region detection method,10.1007/s10514-016-9588-7
Hark! Who goes there? Concurrent association of communication channels for multiple mobile robots,10.1007/s10514-016-9570-4
Inverse dynamics with rigid contact and friction,10.1007/s10514-016-9608-7
A method of classifying crumpled clothing based on image features derived from clothing fabrics and wrinkles,10.1007/s10514-016-9559-z
Monocular vision-based real-time target recognition and tracking for autonomously landing an UAV in a cluttered shipboard environment,10.1007/s10514-016-9564-2
Vision-based and IMU-aided scale factor-free linear velocity estimator,10.1007/s10514-016-9561-5
System for deployment of groups of unmanned micro aerial vehicles in GPS-denied environments using onboard visual relative localization,10.1007/s10514-016-9567-z
Towards a learnt neural body schema for dexterous coordination of action in humanoid and industrial robots,10.1007/s10514-016-9563-3
Multi-resolution map building and loop closure with omnidirectional images,10.1007/s10514-016-9560-6
Decentralized simultaneous multi-target exploration using a connected network of multiple robots,10.1007/s10514-016-9578-9
A confidence-based roadmap using Gaussian process regression,10.1007/s10514-016-9604-y
Inferring and monitoring invariants in robotic systems,10.1007/s10514-016-9576-y
Binding human spatial interactions with mapping for enhanced mobility in dynamic environments,10.1007/s10514-016-9581-1
Learning modular and transferable forward models of the motions of push manipulated objects,10.1007/s10514-016-9571-3
Energy-aware fault-mitigation architecture for underwater vehicles,10.1007/s10514-016-9585-x
A bionic autonomous navigation system by using polarization navigation sensor and stereo camera,10.1007/s10514-016-9596-7
Symmetry in legged locomotion: a new method for designing stable periodic gaits,10.1007/s10514-016-9593-x
Optimal transition from hovering to level-flight of a quadrotor tail-sitter UAV,10.1007/s10514-016-9599-4
Dynamic Bayesian network for semantic place classification in mobile robotics,10.1007/s10514-016-9600-2
Robot life-long task learning from human demonstrations: a Bayesian approach,10.1007/s10514-016-9601-1
Autonomous human–robot proxemics: socially aware navigation based on interaction potential,10.1007/s10514-016-9572-2
Behavioral control of unmanned aerial vehicle manipulator systems,10.1007/s10514-016-9590-0
Low stiffness design and hysteresis compensation torque control of SEA for active exercise rehabilitation robots,10.1007/s10514-016-9591-z
Erratum to: Low stiffness design and hysteresis compensation torque control of SEA for active exercise rehabilitation robots,10.1007/s10514-016-9611-z
Detecting perceived quality of interaction with a robot using contextual features,10.1007/s10514-016-9592-y
Enabling personalised medical support for chronic disease management through a hybrid robot-cloud approach,10.1007/s10514-016-9586-9
Orbital stabilization of an underactuated bipedal gait via nonlinear \({{\mathcal H}}_{\infty }\)-control using measurement feedback,10.1007/s10514-015-9543-z
Avoiding target congestion on the navigation of robotic swarms,10.1007/s10514-016-9577-x
Distributed on-line dynamic task assignment for multi-robot patrolling,10.1007/s10514-016-9579-8
Velocity obstacle based local collision avoidance for a holonomic elliptic robot,10.1007/s10514-016-9580-2
"Editor’s note: Special Issue on Robotics: Science and Systems, 2015",10.1007/s10514-017-9647-8
Multipolicy decision-making for autonomous driving via changepoint-based behavior prediction: Theory and experiment,10.1007/s10514-017-9619-z
Guaranteeing spoof-resilient multi-robot networks,10.1007/s10514-017-9621-5
Autonomy infused teleoperation with application to brain computer interface controlled manipulation,10.1007/s10514-017-9622-4
"Large-scale, real-time 3D scene reconstruction on a mobile device",10.1007/s10514-017-9624-2
Robust trajectory optimization under frictional contact with iterative learning,10.1007/s10514-017-9629-x
Event-based automated refereeing for robot soccer,10.1007/s10514-016-9607-8
A cable-driven robot for architectural constructions: a visual-guided approach for motion control and path-planning,10.1007/s10514-016-9609-6
B-SHOT: a binary 3D feature descriptor for fast Keypoint matching on 3D point clouds,10.1007/s10514-016-9612-y
Autonomous exploration of motor skills by skill babbling,10.1007/s10514-016-9613-x
On-board model-based automatic collision avoidance: application in remotely-piloted unmanned aerial vehicles,10.1007/s10514-017-9614-4
"Stabilizing air dampers for hovering aerial robotics: design, insect-scale flight tests, and scaling",10.1007/s10514-017-9623-3
Tracking attracting manifolds in flows,10.1007/s10514-017-9628-y
Planning using hierarchical constrained Markov decision processes,10.1007/s10514-017-9630-4
Simultaneous area partitioning and allocation for complete coverage by multiple autonomous industrial robots,10.1007/s10514-017-9631-3
"Cable-suspended load lifting by a quadrotor UAV: hybrid model, trajectory generation, and control",10.1007/s10514-017-9632-2
Vol40_2016
Time-variant gas distribution mapping with obstacle information,10.1007/s10514-015-9437-0
Generalized hierarchical control,10.1007/s10514-015-9436-1
From passive to interactive object learning and recognition through self-identification on a humanoid robot,10.1007/s10514-015-9445-0
Generation of human walking paths,10.1007/s10514-015-9443-2
An optimal data association method based on the minimum weighted bipartite perfect matching,10.1007/s10514-015-9439-y
Angular momentum based balance controller for an under-actuated planar robot,10.1007/s10514-015-9446-z
Learning to plan for constrained manipulation from demonstrations,10.1007/s10514-015-9440-5
Ellipsoid SLAM: a novel set membership method for simultaneous localization and mapping,10.1007/s10514-015-9447-y
Soldercubes: a self-soldering self-reconfiguring modular robot system,10.1007/s10514-015-9441-4
Spatial adaption of robot trajectories based on laplacian trajectory editing,10.1007/s10514-015-9442-3
Construction of a 3D object recognition and manipulation database from grasp demonstrations,10.1007/s10514-015-9451-2
Towards an intelligent system for generating an adapted verbal and nonverbal combined behavior in human–robot interaction,10.1007/s10514-015-9444-1
Simultaneously learning actions and goals from demonstration,10.1007/s10514-015-9448-x
Application of systems identification to the implementation of motion camouflage in mobile robots,10.1007/s10514-015-9449-9
Decentralized multi-robot encirclement of a 3D target with guaranteed collision avoidance,10.1007/s10514-015-9450-3
Closed-loop safety assessment of uncertain roadmaps,10.1007/s10514-015-9452-1
Ceiling vision-based active SLAM framework for dynamic and wide-open environments,10.1007/s10514-015-9453-0
Full-body collision detection and reaction with omnidirectional mobile platforms: a step towards safe human–robot interaction,10.1007/s10514-015-9464-x
Estimation of a nonvisible field-of-view mobile target incorporating optical and acoustic sensors,10.1007/s10514-015-9473-9
Probabilistic stable motion planning with stability uncertainty for articulated vehicles on challenging terrains,10.1007/s10514-015-9474-8
Fault detection for service mobile robots using model-based method,10.1007/s10514-015-9475-7
Maintaining strong mutual visibility of an evader moving over the reduced visibility graph,10.1007/s10514-015-9477-5
Special issue on whole-body control of contacts and dynamics for humanoid robots,10.1007/s10514-016-9545-5
"Optimization-based locomotion planning, estimation, and control design for the atlas humanoid robot",10.1007/s10514-015-9479-3
Balancing of humanoid robot using contact force/moment control by task-oriented whole body control framework,10.1007/s10514-015-9509-1
Momentum control with hierarchical inverse dynamics on a torque-controlled humanoid,10.1007/s10514-015-9476-6
Whole-body hierarchical motion and force control for humanoid robots,10.1007/s10514-015-9513-5
Whole-body impedance control of wheeled mobile manipulators,10.1007/s10514-015-9438-z
Knowledge-enabled parameterization of whole-body control strategies for compliant service robots,10.1007/s10514-015-9523-3
Model predictive control for fast reaching in clutter,10.1007/s10514-015-9492-6
Multi-contact vertical ladder climbing with an HRP-2 humanoid,10.1007/s10514-016-9546-4
A semantically-informed multirobot system for exploration of relevant areas in search and rescue settings,10.1007/s10514-015-9480-x
Punctual versus continuous auction coordination for multi-robot and multi-task topological navigation,10.1007/s10514-015-9483-7
Assistance networks for dynamic multirobot tasks,10.1007/s10514-015-9484-6
Aerial robotic contact-based inspection: planning and control,10.1007/s10514-015-9485-5
Incremental statistical learning for integrating motion primitives and language in humanoid robots,10.1007/s10514-015-9486-4
A variant of cyclic pursuit for target tracking applications: theory and implementation,10.1007/s10514-015-9487-3
Implementation of a Gaussian process-based machine learning grasp predictor,10.1007/s10514-015-9488-2
An admittance shaping controller for exoskeleton assistance of the lower extremities,10.1007/s10514-015-9490-8
Multi-robot target detection and tracking: taxonomy and survey,10.1007/s10514-015-9491-7
Map evaluation using matched topology graphs,10.1007/s10514-015-9493-5
A method for ego-motion estimation in micro-hovering platforms flying in very cluttered environments,10.1007/s10514-015-9494-4
Unsupervised segmentation of unknown objects in complex environments,10.1007/s10514-015-9495-3
Design and integration of a spatio-temporal memory with emotional influences to categorize and recall the experiences of an autonomous mobile robot,10.1007/s10514-015-9496-2
Algorithms for finding gaits of locomotive mechanisms: case studies for Gorilla robot brachiation,10.1007/s10514-015-9497-1
"Humanoid odometric localization integrating kinematic, inertial and visual information",10.1007/s10514-015-9498-0
Simultaneous localization and mapping for aerial vehicles: a 3-D sensor-based GAS filter,10.1007/s10514-015-9499-z
A modular approach to learning manipulation strategies from human demonstration,10.1007/s10514-015-9501-9
Cooperative multi-robot patrol with Bayesian learning,10.1007/s10514-015-9503-7
Compliance control for stabilizing the humanoid on the changing slope based on terrain inclination estimation,10.1007/s10514-015-9504-6
Feasibility study of a new energy scavenging system for an autonomous underwater vehicle,10.1007/s10514-015-9506-4
Real-time adaptive multi-robot exploration with application to underwater map construction,10.1007/s10514-015-9510-8
Real-time path planning for long-term information gathering with an aerial glider,10.1007/s10514-015-9515-3
Stabilization of bipedal walking based on compliance control,10.1007/s10514-015-9507-3
Three-dimensional coverage path planning via viewpoint resampling and tour optimization for aerial robots,10.1007/s10514-015-9517-1
Potential functions based sampling heuristic for optimal path planning,10.1007/s10514-015-9518-0
A robust loop-closure method for visual SLAM in unstructured seafloor environments,10.1007/s10514-015-9512-6
Guest editorial: special issue on long-term autonomy in marine robotics,10.1007/s10514-016-9606-9
Autonomy for underwater robots—a European perspective,10.1007/s10514-016-9605-x
Long duration autonomy for maritime systems: challenges and opportunities,10.1007/s10514-016-9582-0
Human–robot planning and learning for marine data collection,10.1007/s10514-015-9502-8
Resolution-adaptive risk-aware trajectory planning for surface vehicles operating in congested civilian traffic,10.1007/s10514-015-9529-x
Robust underwater obstacle detection and collision avoidance,10.1007/s10514-015-9532-2
Cooperative bathymetry-based localization using low-cost autonomous underwater vehicles,10.1007/s10514-015-9508-2
Mid-water current aided localization for autonomous underwater vehicles,10.1007/s10514-016-9547-3
Cooperative navigation of AUVs via acoustic communication networking: field experience with the Typhoon vehicles,10.1007/s10514-016-9594-9
Opportunistic sampling-based active visual SLAM for underwater inspection,10.1007/s10514-016-9597-6
Modeling curiosity in a mobile robot for long-term autonomous exploration and monitoring,10.1007/s10514-015-9500-x
Toward persistent autonomous intervention in a subsea panel,10.1007/s10514-015-9511-7
Energy optimal depth control for long range underwater vehicles with applications to a hybrid underwater glider,10.1007/s10514-016-9555-3
A multirobot platform based on autonomous surface and underwater vehicles with bio-inspired neurocontrollers for long-term oil spills monitoring,10.1007/s10514-016-9602-0
A distributed architecture for supervision of autonomous multi-robot missions,10.1007/s10514-016-9603-z
Persistent surveillance for unmanned aerial vehicles subject to charging and temporal logic constraints,10.1007/s10514-015-9519-z
An integrated model of autonomous topological spatial cognition,10.1007/s10514-015-9514-4
Global image signature for visual loop-closure detection,10.1007/s10514-015-9522-4
Planning non-holonomic stable trajectories on uneven terrain through non-linear time scaling,10.1007/s10514-015-9505-5
A robust approach to robot team learning,10.1007/s10514-015-9524-2
Study on optimal velocity selection using velocity obstacle (OVVO) in dynamic and crowded environment,10.1007/s10514-015-9520-6
Vol39_2015
A suboptimal and analytical solution to mobile robot trajectory generation amidst moving obstacles,10.1007/s10514-015-9424-5
Finger contact sensing and the application in dexterous hand manipulation,10.1007/s10514-015-9425-4
Simultaneous people tracking and robot localization in dynamic social spaces,10.1007/s10514-015-9426-3
A hierarchical and adaptive mobile manipulator planner with base pose uncertainty,10.1007/s10514-015-9427-2
An extendible reconfigurable robot based on hot melt adhesives,10.1007/s10514-015-9428-1
Collision avoidance for aerial vehicles in multi-agent scenarios,10.1007/s10514-015-9429-0
A vision based ensemble approach to velocity estimation for miniature rotorcraft,10.1007/s10514-015-9430-7
Improving multi-modal data fusion by anomaly detection,10.1007/s10514-015-9431-6
Real-time WiFi localization of heterogeneous robot teams using an online random forest,10.1007/s10514-015-9432-5
Biologically inspired gait transition control for a quadruped walking robot,10.1007/s10514-015-9433-4
Trajectory tracking control of an underactuated capsubot,10.1007/s10514-015-9434-3
Adaptation of manipulation skills in physical contact with the environment to reference force profiles,10.1007/s10514-015-9435-2
Editorial: special issue on the 2014 “Robotics: Science & Systems” conference,10.1007/s10514-015-9482-8
Batch nonlinear continuous-time trajectory estimation as exactly sparse Gaussian process regression,10.1007/s10514-015-9455-y
DART: dense articulated real-time tracking with consumer depth cameras,10.1007/s10514-015-9462-z
Self-calibration and visual SLAM with a multi-camera system on a micro aerial vehicle,10.1007/s10514-015-9466-8
Incorporating scene priors to dense monocular mapping,10.1007/s10514-015-9465-9
"Decision-making authority, team efficiency and human worker satisfaction in mixed human–robot teams",10.1007/s10514-015-9457-9
Effective task training strategies for human and robot instructors,10.1007/s10514-015-9461-0
"Deceptive robot motion: synthesis, analysis and experiments",10.1007/s10514-015-9458-8
Recovering from failure by asking for help,10.1007/s10514-015-9460-1
Learning place-dependant features for long-term vision-based localisation,10.1007/s10514-015-9463-y
Active reward learning with a novel acquisition function,10.1007/s10514-015-9454-z
Learning state representations with robotic priors,10.1007/s10514-015-9459-7
Communication constrained task allocation with optimized local task swaps,10.1007/s10514-015-9481-9
Vision-based landing site evaluation and informed optimal trajectory generation toward autonomous rooftop landing,10.1007/s10514-015-9456-x
Guest Editorial: Special issue on constrained decision-making in robotics,10.1007/s10514-015-9489-1
Cognitive robots learning failure contexts through real-world experimentation,10.1007/s10514-015-9471-y
A mechanism for real-time decision making and system maintenance for resource constrained robotic systems through ReFrESH,10.1007/s10514-015-9472-x
Computationally aware control of autonomous vehicles: a hybrid model predictive control approach,10.1007/s10514-015-9469-5
Constrained decision-making for low-count radiation detection by mobile sensors,10.1007/s10514-015-9468-6
Decentralized probabilistic density control of autonomous swarms with safety constraints,10.1007/s10514-015-9470-z
Chance-constrained dynamic programming with application to risk-aware robotic space exploration,10.1007/s10514-015-9467-7
Vol38_2015
Semi-task-dependent and uncertainty-driven world model maintenance,10.1007/s10514-014-9393-0
Representing the robot’s workspace through constrained manipulability analysis,10.1007/s10514-014-9394-z
Decentralized dynamic task planning for heterogeneous robotic networks,10.1007/s10514-014-9395-y
Comparing search algorithms for robotic underground chemical source location,10.1007/s10514-014-9396-x
Grasp quality measures: review and performance,10.1007/s10514-014-9402-3
Provably correct reactive control from natural language,10.1007/s10514-014-9418-8
Autonomous framework for segmenting robot trajectories of manipulation task,10.1007/s10514-014-9397-9
Incremental topological segmentation for semi-structured environments using discretized GVG,10.1007/s10514-014-9398-8
Decentralized trajectory optimization using virtual motion camouflage and particle swarm optimization,10.1007/s10514-014-9399-7
Coordinated landing of a quadrotor on a skid-steered ground vehicle in the presence of time delays,10.1007/s10514-014-9400-5
A template candidate for miniature legged robots in quasi-static motion,10.1007/s10514-014-9401-4
Virtual model control of lower extremity exoskeleton for load carriage inspired by human behavior,10.1007/s10514-014-9404-1
On hybrid modeling and control of a multi-propeller multifunction aerial robot with flying-walking locomotion,10.1007/s10514-014-9405-0
Feature-based map merging with dynamic consensus on information increments,10.1007/s10514-014-9406-z
Model-predictive asset guarding by team of autonomous surface vehicles in environment with civilian boats,10.1007/s10514-014-9409-9
Towards docking for small scale underwater robots,10.1007/s10514-014-9410-3
A force threshold-based position controller for legged locomotion,10.1007/s10514-014-9413-0
Push-manipulation of complex passive mobile objects using experimentally acquired motion models,10.1007/s10514-014-9414-z
Efficient policy search in low-dimensional embedding spaces by generalizing motion primitives with a parameterized skill memory,10.1007/s10514-014-9417-9
Precision navigation and mapping under bridges with an unmanned surface vehicle,10.1007/s10514-015-9419-2
Efficient recursive dynamics algorithms for operational-space control with application to legged locomotion,10.1007/s10514-015-9420-9
Distributed reconfiguration of 2D lattice-based modular robotic systems,10.1007/s10514-015-9421-8
Pattern generation and compliant feedback control for quadrupedal dynamic trot-walking locomotion: experiments on RoboCat-1 and HyQ,10.1007/s10514-015-9422-7
Spatially targeted communication in decentralized multirobot systems,10.1007/s10514-015-9423-6
Vol37_2014
Online decentralized information gathering with spatial–temporal constraints,10.1007/s10514-013-9369-5
Synthetic data generation for classification via uni-modal cluster interpolation,10.1007/s10514-013-9373-9
Policy learning for autonomous feature tracking,10.1007/s10514-013-9375-7
Design and implementation of a new teleoperation control mode for differential drive UGVs,10.1007/s10514-013-9376-6
Detection of robustly collision-free trajectories in unpredictable environments in real-time,10.1007/s10514-013-9377-5
A comparison of learning strategies for biologically constrained development of gaze control on an iCub robot,10.1007/s10514-013-9378-4
Object segmentation in cluttered and visually complex environments,10.1007/s10514-013-9381-9
Visual navigation of wheeled mobile robots using direct feedback of a geometric constraint,10.1007/s10514-014-9382-3
Autonomous robotic capture of non-cooperative target using visual servoing and motion predictive control,10.1007/s10514-014-9383-2
Discovering relevant task spaces using inverse feedback control,10.1007/s10514-014-9384-1
Sparse pose manifolds,10.1007/s10514-014-9388-x
Human-inspired force compliant grasping primitives,10.1007/s10514-014-9389-9
Fast RGB-D people tracking for service robots,10.1007/s10514-014-9385-0
Feature based graph-SLAM in structured environments,10.1007/s10514-014-9386-z
RMAP: a rectangular cuboid approximation framework for 3D environment mapping,10.1007/s10514-014-9387-y
Energy-optimal trajectory planning for car-like robots,10.1007/s10514-014-9390-3
Semantic grasping: planning task-specific stable robotic grasps,10.1007/s10514-014-9391-2
"Learning object, grasping and manipulation activities using hierarchical HMMs",10.1007/s10514-014-9392-1
Special issue on robotics: science and systems,10.1007/s10514-014-9416-x
Multivariate evaluation of interactive robot systems,10.1007/s10514-014-9415-y
Integrating human observer inferences into robot motion planning,10.1007/s10514-014-9408-x
"Perceiving, learning, and exploiting object affordances for autonomous pile manipulation",10.1007/s10514-014-9407-y
Approximate representations for multi-robot control policies that maximize mutual information,10.1007/s10514-014-9411-2
Goal assignment and trajectory planning for large teams of interchangeable robots,10.1007/s10514-014-9412-1
From selfish auctioning to incentivized marketing,10.1007/s10514-014-9403-2
Vol36_2014
Special issue on autonomous grasping and manipulation,10.1007/s10514-013-9379-3
Foreword to the special issue on autonomous grasping and manipulation,10.1007/s10514-013-9367-7
An autonomous manipulation system based on force control and optimization,10.1007/s10514-013-9365-9
"Model-based autonomous system for performing dexterous, human-level manipulation tasks",10.1007/s10514-013-9371-y
Learning of grasp selection based on shape-templates,10.1007/s10514-013-9366-8
Design and control of a three-fingered tendon-driven robotic hand with active and passive tendons,10.1007/s10514-013-9362-z
A compliant self-adaptive gripper with proprioceptive haptic feedback,10.1007/s10514-013-9360-1
"A variable compliance, soft gripper",10.1007/s10514-013-9374-8
An active sensing strategy for contact location without tactile sensors using robot geometry and kinematics,10.1007/s10514-013-9368-6
Teaching robots to cooperate with humans in dynamic manipulation tasks based on multi-modal human-in-the-loop approach,10.1007/s10514-013-9361-0
Autonomously learning to visually detect where manipulation will succeed,10.1007/s10514-013-9363-y
Object search by manipulation,10.1007/s10514-013-9372-x
Analyzing dexterous hands using a parallel robots framework,10.1007/s10514-013-9380-x
Scan matching SLAM in underwater environments,10.1007/s10514-013-9345-0
Direction-changing fall control of humanoid robots: theory and experiments,10.1007/s10514-013-9343-2
A saliency-driven robotic head with bio-inspired saccadic behaviors for social robotics,10.1007/s10514-013-9346-z
Anytime merging of appearance-based maps,10.1007/s10514-013-9352-1
Optimal coverage trajectories for a UGV with tradeoffs for energy and time,10.1007/s10514-013-9348-x
Socially guided intrinsic motivation for robot learning of motor skills,10.1007/s10514-013-9339-y
A robust and fast method for 6DoF motion estimation from generalized 3D data,10.1007/s10514-013-9354-z
Stable grasping under pose uncertainty using tactile feedback,10.1007/s10514-013-9355-y
Walking in the resonance with the COMAN robot with trajectories based on human kinematic motion primitives (kMPs),10.1007/s10514-013-9357-9
Intensity-based navigation with global guarantees,10.1007/s10514-013-9356-x
Efficient complete coverage of a known arbitrary environment with applications to aerial operations,10.1007/s10514-013-9364-x
Target following with motion prediction for unmanned surface vehicle operating in cluttered environments,10.1007/s10514-013-9370-z
Vol35_2013
Walking pattern generation for a humanoid robot with compliant joints,10.1007/s10514-013-9330-7
Adaptive splitbelt treadmill walking of a biped robot using nonlinear oscillators with phase resetting,10.1007/s10514-013-9331-6
Path planning for grasping operations using an adaptive PCA-based sampling method,10.1007/s10514-013-9332-5
"Observer based biped walking control, a sensor fusion approach",10.1007/s10514-013-9333-4
Probabilistically safe motion planning to avoid dynamic obstacles with uncertain motion patterns,10.1007/s10514-013-9334-3
A biologically constrained architecture for developmental learning of eye–head gaze control on a humanoid robot,10.1007/s10514-013-9335-2
Optimal spatial formation of swarm robotic gas sensors in odor plume finding,10.1007/s10514-013-9336-1
Analysis of adaptive sampling techniques for underwater vehicles,10.1007/s10514-013-9337-0
Enhanced maximum likelihood grid map with reprocessing incorrect sonar measurements,10.1007/s10514-013-9340-5
Improving robot manipulation with data-driven object-centric models of everyday forces,10.1007/s10514-013-9344-1
Centroidal dynamics of a humanoid robot,10.1007/s10514-013-9341-4
Photometric visual servoing for omnidirectional cameras,10.1007/s10514-013-9342-3
"Unifying microscopic flocking motion models for virtual, robotic, and biological flock members",10.1007/s10514-013-9338-z
Multi-observation sensor resetting localization with ambiguous landmarks,10.1007/s10514-013-9347-y
Special issue on Robotics: Science and Systems,10.1007/s10514-013-9359-7
"Recognition, prediction, and planning for assisted teleoperation of freeform tasks",10.1007/s10514-013-9350-3
Frequency-based underwater terrain segmentation,10.1007/s10514-013-9353-0
An anytime assignment algorithm: From local task swapping to global optimality,10.1007/s10514-013-9351-2
Towards a swarm of agile micro quadrotors,10.1007/s10514-013-9349-9
Implementation and stability analysis of prioritized whole-body compliant controllers on a wheeled humanoid robot in uneven terrains,10.1007/s10514-013-9358-8
Vol34_2013
Autonomous over-the-horizon navigation using LIDAR data,10.1007/s10514-012-9309-9
