pName,doi
On the Imitation of Goal Directed Movements of a Humanoid Robot,10.1007/s12369-017-0417-8
Robust Regression-Based Motion Perception for Online Imitation on Humanoid Robot,10.1007/s12369-017-0416-9
The Influence of Politeness Behavior on User Compliance with Social Robots in a Healthcare Service Setting,10.1007/s12369-017-0420-0
Don’t Stare at Me: The Impact of a Humanoid Robot’s Gaze upon Trust During a Cooperative Human–Robot Visual Task,10.1007/s12369-017-0422-y
The Sense of Commitment in Human–Robot Interaction,10.1007/s12369-016-0376-5
Learning Legible Motion from Human–Robot Interactions,10.1007/s12369-017-0400-4
Vol8_2016
Editorial,10.1007/s12369-015-0335-6
Priming as a Means to Reduce Ambiguity in Learning from Demonstration,10.1007/s12369-015-0292-0
Rapport–Expectation with a Robot Scale,10.1007/s12369-015-0293-z
People Interpret Robotic Non-linguistic Utterances Categorically,10.1007/s12369-015-0304-0
Socially Adaptive Path Planning in Human Environments Using Inverse Reinforcement Learning,10.1007/s12369-015-0310-2
Sociable Dining Table: Meaning Acquisition Exploration in Knock-Based Proto-Communication,10.1007/s12369-015-0314-y
Study of Scenarios and Technical Requirements of a Social Assistive Robot for Alzheimer’s Disease Patients and Their Caregivers,10.1007/s12369-015-0319-6
Evaluation of a Fuzzy-Based Impedance Control Strategy on a Powered Lower Exoskeleton,10.1007/s12369-015-0324-9
Synchrony and Reciprocity: Key Mechanisms for Social Companion Robots in Therapy and Care,10.1007/s12369-015-0325-8
What Effect Does an Animal Robot Called CuDDler Have on the Engagement and Emotional Response of Older People with Dementia? A Pilot Feasibility Study,10.1007/s12369-015-0326-7
Are Robots Ready to Deliver Autism Interventions? A Comprehensive Review,10.1007/s12369-016-0346-y
Development of a Socially Interactive System with Whole-Body Movements for BHR-4,10.1007/s12369-015-0330-y
The Development of a Scale to Evaluate Trust in Industrial Human-robot Collaboration,10.1007/s12369-015-0333-8
Robovie as a Mascot: A Qualitative Study for Long-Term Presence of Robots in a Shopping Mall,10.1007/s12369-015-0332-9
Optimisation of Reference Gait Trajectory of a Lower Limb Exoskeleton,10.1007/s12369-015-0334-7
R.U.R. Revisited: Perspectives and Reflections on Modern Robotics,10.1007/s12369-015-0327-6
Exploring the Entertainment Value of Playing Games with a Humanoid Robot,10.1007/s12369-015-0331-x
A Survey of Using Vocal Prosody to Convey Emotion in Robot Speech,10.1007/s12369-015-0329-4
Blurring Human–Machine Distinctions: Anthropomorphic Appearance in Social Robots as a Threat to Human Distinctiveness,10.1007/s12369-016-0338-y
Reciprocity in Human-Robot Interaction: A Quantitative Approach Through the Prisoner’s Dilemma and the Ultimatum Game,10.1007/s12369-015-0323-x
One-Therapist to Three-Patient Telerehabilitation Robot System for the Upper Limb after Stroke,10.1007/s12369-016-0343-1
Understanding Human Avoidance Behavior: Interaction-Aware Decision Making Based on Game Theory,10.1007/s12369-016-0342-2
New Frontiers of Service Robotics for Active and Healthy Ageing,10.1007/s12369-016-0350-2
Increasing the Acceptance of Assistive Robots for Older People Through Marketing Strategies Based on Stakeholder Needs,10.1007/s12369-015-0328-5
Enabling Global Robot Navigation Based on a Cloud Robotics Approach,10.1007/s12369-016-0349-8
On Robots and Insurance,10.1007/s12369-016-0345-z
A Cloud Robotics Solution to Improve Social Assistive Robots for Active and Healthy Aging,10.1007/s12369-016-0351-1
"Can a Service Robot Which Supports Independent Living of Older People Disobey a Command? The Views of Older People, Informal Carers and Professional Caregivers on the Acceptability of Robots",10.1007/s12369-016-0336-0
Long-Term Evaluation of a Telepresence Robot for the Elderly: Methodology and Ecological Case Study,10.1007/s12369-016-0337-z
New Friends: Social Robots in Therapy and Education,10.1007/s12369-016-0374-7
Matching Robot KASPAR to Autism Spectrum Disorder (ASD) Therapy and Educational Goals,10.1007/s12369-016-0369-4
Using Theatre to Study Interaction with Care Robots,10.1007/s12369-016-0370-y
Transitional Wearable Companions: A Novel Concept of Soft Interactive Social Robots to Improve Social Skills in Children with Autism Spectrum Disorder,10.1007/s12369-016-0373-8
Integrating Robot Support Functions into Varied Activities at Returning Hospital Visits,10.1007/s12369-016-0365-8
Hygiene and the Use of Robotic Animals in Hospitals: A Review of the Literature,10.1007/s12369-016-0367-6
Enhancing Emotional Facial Expressiveness on NAO,10.1007/s12369-016-0363-x
Making New “New AI” Friends: Designing a Social Robot for Diabetic Children from an Embodied AI Perspective,10.1007/s12369-016-0364-9
RAPP: A Robotic-Oriented Ecosystem for Delivering Smart User Empowering Applications for Older People,10.1007/s12369-016-0361-z
Understanding Therapists’ Needs and Attitudes Towards Robotic Support. The Roboterapia Project,10.1007/s12369-016-0372-9
Social and Assistive Robotics in Dementia Care: Ethical Recommendations for Research and Practice,10.1007/s12369-016-0366-7
Designing Commercial Therapeutic Robots for Privacy Preserving Systems and Ethical Research Practices Within the Home,10.1007/s12369-016-0362-y
An Ethical Evaluation of Human–Robot Relationships,10.1007/s12369-016-0368-5
A Motivational Approach to Support Healthy Habits in Long-term Child–Robot Interaction,10.1007/s12369-016-0356-9
An Improved Variable Spring Balance Position Impedance Control for a Complex Docking Structure,10.1007/s12369-016-0344-0
An Integrated Decision Making Approach for Adaptive Shared Control of Mobility Assistance Robots,10.1007/s12369-016-0353-z
Autonomous Robotic Choreography Creation via Semi-interactive Evolutionary Computation,10.1007/s12369-016-0355-x
Dynamic Social Zone based Mobile Robot Navigation for Human Comfortable Safety in Social Environments,10.1007/s12369-016-0352-0
Human Visual Attention Model Based on Analysis of Magic for Smooth Human–Robot Interaction,10.1007/s12369-016-0354-y
Human–Robot Gesture Analysis for Objective Assessment of Autism Spectrum Disorder,10.1007/s12369-016-0379-2
Learning Saliency Features for Face Detection and Recognition Using Multi-task Network,10.1007/s12369-016-0347-x
Measuring the Effectiveness of Readability for Mobile Robot Locomotion,10.1007/s12369-016-0358-7
Clinical Application of a Humanoid Robot in Pediatric Cancer Interventions,10.1007/s12369-015-0294-y
Erratum to: Clinical Application of a Humanoid Robot in Pediatric Cancer Interventions,10.1007/s12369-016-0382-7
Erratum to: On Robots and Insurance,10.1007/s12369-016-0360-0
Vol7_2015
Editorial,10.1007/s12369-014-0274-7
Artificial Empathy: An Interdisciplinary Investigation,10.1007/s12369-014-0259-6
Towards Human–Robot Affective Co-evolution Overcoming Oppositions in Constructing Emotions and Empathy,10.1007/s12369-014-0258-7
Towards Artificial Empathy,10.1007/s12369-014-0253-z
A Recipe for Empathy,10.1007/s12369-014-0262-y
Talking-Ally: The Influence of Robot Utterance Generation Mechanism on Hearer Behaviors,10.1007/s12369-014-0273-8
Can You Read My Face?,10.1007/s12369-014-0261-z
Towards Artificial Emotions to Assist Social Coordination in HRI,10.1007/s12369-014-0254-y
Evaluation of Unimodal and Multimodal Communication Cues for Attracting Attention in Human–Robot Interaction,10.1007/s12369-014-0271-x
Testing Empathy with Robots: A Model in Four Dimensions and Sixteen Items,10.1007/s12369-014-0268-5
"Empathy, Education and AI",10.1007/s12369-014-0272-9
Empathy for Artificial Agents,10.1007/s12369-014-0260-0
The Cognitive Bases of Anthropomorphism: From Relatedness to Empathy,10.1007/s12369-014-0263-x
The Art of Being Together with Robots: A Conversation with Professor Hiroshi Ishiguro,10.1007/s12369-014-0264-9
From Proxemics Theory to Socially-Aware Navigation: A Survey,10.1007/s12369-014-0251-1
Influences of Evaluation and Gaze from a Robot and Humans’ Fear of Negative Evaluation on Their Preferences of the Robot,10.1007/s12369-014-0270-y
Building a Model of the Environment from a Route Perspective for Human–Robot Interaction,10.1007/s12369-014-0265-8
Semi-Autonomous Domestic Service Robots: Evaluation of a User Interface for Remote Manipulation and Navigation With Focus on Effects of Stereoscopic Display,10.1007/s12369-014-0266-7
User-Centered Design and Evaluation of a Mobile Shopping Robot,10.1007/s12369-014-0257-8
Stress Game: The Role of Motivational Robotic Assistance in Reducing User’s Task Stress,10.1007/s12369-014-0256-9
Alignment to the Actions of a Robot,10.1007/s12369-014-0252-0
Lexical Entrainment in Human Robot Interaction,10.1007/s12369-014-0255-x
Using a Humanoid Robot to Elicit Body Awareness and Appropriate Physical Interaction in Children with Autism,10.1007/s12369-014-0250-2
Methodological Issues in Scenario-Based Evaluation of Human–Robot Interaction,10.1007/s12369-014-0248-9
Comparing Robot Embodiments in a Guided Discovery Learning Interaction with Children,10.1007/s12369-014-0277-4
Why Some Humanoid Faces Are Perceived More Positively Than Others: Effects of Human-Likeness and Task,10.1007/s12369-014-0269-4
"Special Issue of IJSR on Social Robots: Form, Content, Critique",10.1007/s12369-015-0291-1
Re-evaluating the Form and Communication of Social Robots,10.1007/s12369-014-0278-3
Anthropomorphism: Opportunities and Challenges in Human–Robot Interaction,10.1007/s12369-014-0267-6
The Social Robot as Fetish? Conceptual Affordances and Risks of Neo-Animistic Theory,10.1007/s12369-014-0275-6
A Neural Architecture for Performing Actual and Mentally Simulated Movements During Self-Intended and Observed Bimanual Arm Reaching Movements,10.1007/s12369-014-0276-5
Robot Caregiver or Robot-Supported Caregiving?,10.1007/s12369-015-0284-0
The Automation of Taste: A Theoretical Exploration of Mobile ICTs and Social Robots in the Context of Music Consumption,10.1007/s12369-015-0283-1
Developmental Social Robotics: An Applied Perspective,10.1007/s12369-015-0312-0
The Role of Functional Affordances in Socializing Robots,10.1007/s12369-015-0281-3
Learn Like Infants: A Strategy for Developmental Learning of Symbolic Skills Using Humanoid Robots,10.1007/s12369-015-0289-8
Inference of Human Beings’ Emotional States from Speech in Human–Robot Interactions,10.1007/s12369-015-0297-8
Evaluating the Engagement with Social Robots,10.1007/s12369-015-0298-7
Combining Robotic Persuasive Strategies: The Persuasive Power of a Storytelling Robot that Uses Gazing and Gestures,10.1007/s12369-015-0280-4
This Robot is Sociable: Close-up on the Gestures and Measured Motion of a Human Responding to a Proactive Robot,10.1007/s12369-015-0279-x
Why Should We Imitate Robots? Effect of Back Imitation on Judgment of Imitative Skill,10.1007/s12369-015-0282-2
"The Design, Development, and Deployment of RoboParrot for Screening Autistic Children",10.1007/s12369-015-0309-8
The Impact of Social Robotics on L2 Learners’ Anxiety and Attitude in English Vocabulary Acquisition,10.1007/s12369-015-0286-y
The Effect of Embodiment in Sign Language Tutoring with Assistive Humanoid Robots,10.1007/s12369-015-0311-1
A Literature Review on New Robotics: Automation from Love to War,10.1007/s12369-015-0295-x
A New Robotic Platform for Sign Language Tutoring,10.1007/s12369-015-0307-x
A Real-Time Human Imitation System Using Kinect,10.1007/s12369-015-0296-9
A Reference Architecture for Social Head Gaze Generation in Social Robotics,10.1007/s12369-015-0315-x
A Walking Assistant Robotic System for the Visually Impaired Based on Computer Vision and Tactile Perception,10.1007/s12369-015-0313-z
Are Children with ASD more Prone to Test the Intentions of the Robonova Robot Compared to a Human?,10.1007/s12369-015-0317-8
Can a Social Robot Stimulate Science Curiosity in Classrooms?,10.1007/s12369-015-0303-1
Capturing Expertise: Developing Interaction Content for a Robot Through Teleoperation by Domain Experts,10.1007/s12369-015-0288-9
"Care, Monitoring, and Companionship: Views on Care Robots from Older People and Their Carers",10.1007/s12369-015-0322-y
Children’s Knowledge and Imaginary About Robots,10.1007/s12369-015-0316-9
Designing Robot Embodiments for Social Interaction: Affordances Topple Realism and Aesthetics,10.1007/s12369-015-0301-3
Emotion-Age-Gender-Nationality Based Intention Understanding in Human–Robot Interaction Using Two-Layer Fuzzy Support Vector Regression,10.1007/s12369-015-0290-2
Gestures for Manually Controlling a Helping Hand Robot,10.1007/s12369-015-0302-2
How do People Expect Humanoids to Respond to Touch?,10.1007/s12369-015-0318-7
Humans are Well Tuned to Detecting Agents Among Non-agents: Examining the Sensitivity of Human Perception to Behavioral Characteristics of Intentional Systems,10.1007/s12369-015-0299-6
Impacts of Robot Head Gaze on Robot-to-Human Handovers,10.1007/s12369-015-0305-z
Individuals’ Evaluations of and Attitudes Towards Potentially Uncanny Robots,10.1007/s12369-015-0321-z
Institutional Robotics,10.1007/s12369-015-0300-4
"Intersection of “Tokku” Special Zone, Robots, and the Law: A Case Study on Legal Impacts to Humanoid Robots",10.1007/s12369-015-0287-x
Keyframe Selection Framework Based on Visual and Excitement Features for Lifelog Image Sequences,10.1007/s12369-015-0306-y
"Learning with Educational Companion Robots? Toward Attitudes on Education Robots, Predictors of Attitudes, and Application Potentials for Education Robots",10.1007/s12369-015-0308-9
Measuring Communication Participation to Initiate Conversation in Human–Robot Interaction,10.1007/s12369-015-0285-z
On the Reaction to Robot’s Speech in a Hotel Public Space,10.1007/s12369-015-0320-0
Vol6_2014
Editorial,10.1007/s12369-013-0222-y
Comparative Study of Human Behavior in Card Playing with a Humanoid Playmate,10.1007/s12369-013-0184-0
Does the Robot Have a Mind? Mind Perception and Attitudes Towards Robots Predict Use of an Eldercare Robot,10.1007/s12369-013-0186-y
Impressions of Humanoids: The Development of a Measure for Evaluating a Humanoid,10.1007/s12369-013-0187-x
A Pilot Study with a Novel Setup for Collaborative Play of the Humanoid Robot KASPAR with Children with Autism,10.1007/s12369-013-0195-x
The Uncanny in the Wild. Analysis of Unscripted Human–Android Interaction in the Field,10.1007/s12369-013-0198-7
A Survey on Perception Methods for Human–Robot Interaction in Social Robots,10.1007/s12369-013-0199-6
A Modeling Framework for User-Driven Iterative Design of Autonomous Systems,10.1007/s12369-013-0209-8
An Investigation of Responses to Robot-Initiated Touch in a Nursing Context,10.1007/s12369-013-0215-x
A Persuasive Robot to Stimulate Energy Conservation: The Influence of Positive and Negative Social Feedback and Task Similarity on Energy-Consumption Behavior,10.1007/s12369-013-0205-z
Designing Enjoyable Motion-Based Play Interactions with a Small Humanoid Robot,10.1007/s12369-013-0212-0
Socially Assistive Robots: A Comprehensive Approach to Extending Independent Living,10.1007/s12369-013-0217-8
Identifying the Potential for Robotics to Assist Older Adults in Different Living Environments,10.1007/s12369-013-0218-7
"Domestic Robots for Older Adults: Attitudes, Preferences, and Potential",10.1007/s12369-013-0220-0
The Five Robots—A Taxonomy for Roboethics,10.1007/s12369-013-0221-z
Recognizing Emotional Body Language Displayed by a Human-like Social Robot,10.1007/s12369-013-0226-7
Older People’s Prior Robot Attitudes Influence Evaluations of a Conversational Robot,10.1007/s12369-013-0224-9
Review: Seven Matters of Concern of Social Robots and Older People,10.1007/s12369-013-0225-8
When Robots Engage Humans,10.1007/s12369-014-0249-8
Manipulating Mental States Through Physical Action,10.1007/s12369-014-0234-2
Empathic Robots for Long-term Interaction,10.1007/s12369-014-0227-1
How Robots Can Affect Human Behavior: Investigating the Effects of Robotic Displays of Protest and Distress,10.1007/s12369-014-0235-1
Implications of Robot Actions for Human Perception. How Do We Represent Actions of the Observed Robots?,10.1007/s12369-014-0239-x
Deriving Minimal Features for Human-Like Facial Expressions in Robotic Faces,10.1007/s12369-014-0237-z
A Framework for User-Defined Body Gestures to Control a Humanoid Robot,10.1007/s12369-014-0233-3
Tactile Interactions with a Humanoid Robot: Novel Play Scenario Implementations with Children with Autism,10.1007/s12369-014-0228-0
Keep an Eye on the Task! How Gender Typicality of Tasks Influence Human–Robot Interactions,10.1007/s12369-014-0244-0
Acceptability of a Teleoperated Android by Senior Citizens in Danish Society,10.1007/s12369-014-0247-x
Towards a Socially Acceptable Collision Avoidance for a Mobile Robot Navigating Among Pedestrians Using a Pedestrian Model,10.1007/s12369-014-0238-y
Social Robots: Views of Staff of a Disability Service Organization,10.1007/s12369-014-0229-z
Social Roles and Baseline Proxemic Preferences for a Domestic Service Robot,10.1007/s12369-014-0232-4
Interpretation of Social Touch on an Artificial Arm Covered with an EIT-based Sensitive Skin,10.1007/s12369-013-0223-x
"Child’s Perception of Robot’s Emotions: Effects of Platform, Context and Experience",10.1007/s12369-014-0230-6
Do Robot Performance and Behavioral Style affect Human Trust?,10.1007/s12369-014-0231-5
An Attentional Approach to Human–Robot Interactive Manipulation,10.1007/s12369-014-0236-0
Design and Implementation of the Bio-inspired Facial Expressions for Medical Mannequin,10.1007/s12369-014-0240-4
The Role of Healthcare Robots for Older People at Home: A Review,10.1007/s12369-014-0242-2
"Towards Human-Level Semantics Understanding of Human-Centered Object Manipulation Tasks for HRI: Reasoning About Effect, Ability, Effort and Perspective Taking",10.1007/s12369-014-0246-y
Recognizing Emotions Conveyed by Human Gait,10.1007/s12369-014-0243-1
A Robot Learns the Facial Expressions Recognition and Face/Non-face Discrimination Through an Imitation Game,10.1007/s12369-014-0245-z
An Affordance Sensitive System for Robot to Human Object Handover,10.1007/s12369-014-0241-3
Vol5_2013
Editorial,10.1007/s12369-012-0176-5
Effect of Robot’s Whispering Behavior on People’s Motivation,10.1007/s12369-012-0141-3
An Experimental Study on Emotional Reactions Towards a Robot,10.1007/s12369-012-0173-8
Perception and Generation of Affective Hand Movements,10.1007/s12369-012-0169-4
Learning Macro Actions from Instructional Videos Through Integration of Multiple Modalities,10.1007/s12369-012-0167-6
Effects of Experience and Workplace Culture in Human-Robot Team Interaction in Robotic Surgery: A Case Study,10.1007/s12369-012-0170-y
Measuring the Quality of Interaction in Mobile Robotic Telepresence: A Pilot’s Perspective,10.1007/s12369-012-0166-7
Fault-Tolerant Force in Human and Robot Cooperation,10.1007/s12369-012-0151-1
A State Representation Model for Robots Unaffected by Environmental Changes,10.1007/s12369-012-0164-9
Socially Responsible Engineering Education Through Assistive Robotics Projects: The RoboWaiter Competition,10.1007/s12369-011-0137-4
Evaluating the Effect of Saliency Detection and Attention Manipulation in Human-Robot Interaction,10.1007/s12369-012-0174-7
Guidelines for Contextual Motion Design of a Humanoid Robot,10.1007/s12369-012-0175-6
"Making Social Robots More Attractive: The Effects of Voice Pitch, Humor and Empathy",10.1007/s12369-012-0171-x
Planning for Human–Robot Interaction in Socially Situated Tasks,10.1007/s12369-013-0185-z
Towards a Task-Aware Proactive Sociable Robot Based on Multi-state Perspective-Taking,10.1007/s12369-013-0181-3
EMYS—Emotive Head of a Social Robot,10.1007/s12369-013-0183-1
Recommendation Effects of a Social Robot for Advertisement-Use Context in a Shopping Mall,10.1007/s12369-013-0180-4
Quantifying the Human Likeness of a Humanoid Robot,10.1007/s12369-012-0177-4
Self-talk Discrimination in Human–Robot Interaction Situations for Supporting Social Awareness,10.1007/s12369-013-0179-x
Social Robots for Long-Term Interaction: A Survey,10.1007/s12369-013-0178-y
Robots Sing the Body Electric: Investigations of Body Language for Social and Spatial Interaction,10.1007/s12369-013-0203-1
To Err is Human(-like): Effects of Robot Gesture on Perceived Anthropomorphism and Likability,10.1007/s12369-013-0196-9
Interpretation of Emotional Body Language Displayed by a Humanoid Robot: A Case Study with Children,10.1007/s12369-013-0193-z
Easy Interface and Control of Tele-education Robots,10.1007/s12369-013-0192-0
Using Embodied Multimodal Fusion to Perform Supportive and Instructive Robot Roles in Human-Robot Interaction,10.1007/s12369-013-0194-y
Design of a Parametric Model of Personal Space for Robotic Social Navigation,10.1007/s12369-013-0188-9
Automated Proxemic Feature Extraction and Behavior Recognition: Applications in Human-Robot Interaction,10.1007/s12369-013-0189-8
BEHAVE-II: The Revised Set of Measures to Assess Users’ Attitudinal and Behavioral Responses to a Social Robot,10.1007/s12369-013-0191-1
Living with a Vacuum Cleaning Robot,10.1007/s12369-013-0190-2
When a Robot’s Group Membership Matters,10.1007/s12369-013-0197-8
Emotional Expression and Its Applications,10.1007/s12369-013-0216-9
Visualization of Facial Expression Deformation Applied to the Mechanism Improvement of Face Robot,10.1007/s12369-012-0168-5
Emotional Postures for the Humanoid-Robot Nao,10.1007/s12369-013-0200-4
Increasing Helpfulness towards a Robot by Emotional Adaption to the User,10.1007/s12369-013-0182-2
Assessing Interaction Dynamics in the Context of Robot Programming by Demonstration,10.1007/s12369-013-0204-0
Effects of Eye Contact and Iconic Gestures on Message Retention in Human-Robot Interaction,10.1007/s12369-013-0214-y
Imitating Human Emotions with Artificial Facial Expressions,10.1007/s12369-013-0211-1
Cross-Cultural Perspectives on Emotion Expressive Humanoid Robotic Head: Recognition of Facial Expressions and Symbols,10.1007/s12369-013-0213-z
"Social vs. Useful HRI: Experiencing the Familiar, Perceiving the Robot as a Sociable Partner and Responding to Its Actions",10.1007/s12369-013-0207-x
Human-Like Interaction Skills for the Mobile Communication Robot Robotinho,10.1007/s12369-013-0206-y
Teleoperated Android Robot as Emotion Regulation Media,10.1007/s12369-013-0201-3
Design and Technologies for Understanding Older Adults Social Interactions in Retirement Communities,10.1007/s12369-013-0219-6
Why Robots? A Survey on the Roles and Benefits of Social Robots in the Therapy of Children with Autism,10.1007/s12369-013-0202-2
Representing Affective Facial Expressions for Robots and Embodied Conversational Agents by Facial Landmarks,10.1007/s12369-013-0208-9
Effects of 3D Shape and Texture on Gender Identification for a Retro-Projected Face Screen,10.1007/s12369-013-0210-2
Vol4_2012
Editorial,10.1007/s12369-011-0135-6
Perception and Action as Two Sides of the Same Coin. A Review of the Importance of Action-Perception Links in Humans for Social Robot Design and Research,10.1007/s12369-011-0127-6
Regression Analysis of Multi-Rendezvous Recharging Route in Multi-Robot Environment,10.1007/s12369-011-0102-2
Visuo-auditory Multimodal Emotional Structure to Improve Human-Robot-Interaction,10.1007/s12369-011-0134-7
Investigation on People Living with Seal Robot at Home,10.1007/s12369-011-0111-1
Experiments on Stochastic Resonance Toward Human Mimetic Tactile Data Processing,10.1007/s12369-011-0095-x
Survey-Based Discussions on Morally Contentious Applications of Interactive Robotics,10.1007/s12369-011-0120-0
Two-Hand-Arm Manipulation Based on Tri-axial Tactile Data,10.1007/s12369-011-0131-x
"Expectations, Intentions, and Actions in Human-Robot Interaction",10.1007/s12369-012-0139-x
How Does the Difference Between Users’ Expectations and Perceptions About a Robotic Agent Affect Their Behavior?,10.1007/s12369-011-0122-y
Acquiring Accurate Human Responses to Robots’ Questions,10.1007/s12369-012-0138-y
Tutor Spotter: Proposing a Feature Set and Evaluating It in a Robotic System,10.1007/s12369-011-0125-8
Multi-cue Contingency Detection,10.1007/s12369-011-0136-5
The Role of Affective Touch in Human-Robot Interaction: Human Intent and Expectations in Touching the Haptic Creature,10.1007/s12369-011-0126-7
Grounding the Interaction: Anchoring Situated Discourse in Everyday Human-Robot Interaction,10.1007/s12369-011-0123-x
Generation and Evaluation of Communicative Robot Gesture,10.1007/s12369-011-0124-9
Measuring Human-Robots Interactions,10.1007/s12369-012-0150-2
Measuring Human-Robot Interaction Through Motor Resonance,10.1007/s12369-012-0143-1
You Want Me to Trust a ROBOT? The Development of a Human–Robot Interaction Trust Scale,10.1007/s12369-012-0144-0
Facial Communicative Signals,10.1007/s12369-012-0145-z
Telerobotic Pointing Gestures Shape Human Spatial Cognition,10.1007/s12369-012-0148-9
Evaluation of the Robot Assisted Sign Language Tutoring Using Video-Based Studies,10.1007/s12369-012-0142-2
Measuring the Improvement of the Interaction Comfort of a Wearable Exoskeleton,10.1007/s12369-012-0147-x
A Methodological Outline and Utility Assessment of Sensor-based Biosignal Measurement in Human-Robot Interaction,10.1007/s12369-012-0146-y
Special Issue on Interactive Robots and Sensor Systems,10.1007/s12369-012-0172-9
A Novel Evaluation Framework for Teleoperation and a Case Study on Natural Human-Arm-Imitation Through Motion Capture,10.1007/s12369-011-0117-8
Cooperative Enclosing and Grasping of an Object by Decentralized Mobile Robots Using Local Observation,10.1007/s12369-011-0118-7
Development of a New Robotic System for Assisting Visually Impaired People,10.1007/s12369-011-0103-1
Running Performance of Flexible Wheel for Lunar Rovers on Loose Soil,10.1007/s12369-011-0104-0
Response Analyses of Micro-Ultrasonic Sensor Devices for Underwater Robotic Applications,10.1007/s12369-012-0152-0
Design and Development of a Multifingered Prosthetic Hand,10.1007/s12369-011-0133-8
Directionality of Human Tactile Sense of Fingertip in Discriminating Fine Step-heights,10.1007/s12369-012-0149-8
Psychophysical Experiments on Velvet Hand Illusion Toward Presenting Virtual Feeling of Material,10.1007/s12369-012-0140-4
Characteristics of a New Optical Tactile Sensor for Interactive Robot Fingers,10.1007/s12369-011-0129-4
Hybrid Tactile Sensor System for a Robot Hand and Estimation of Fine Deformation Using the Sensor System,10.1007/s12369-011-0119-6
Millisecond High Resolution Gas Concentration Sensor for Detecting Human Breath in Disaster Scenes and Difference Between Male and Female Waveform,10.1007/s12369-011-0132-9
Stiffness and Impedance Control Using Lyapunov Theory for Robot-Aided Rehabilitation,10.1007/s12369-011-0128-5
Flexible Control System of a Robot Hand Using Micro Control Units and RT-middleware,10.1007/s12369-011-0130-y
Special Issue on Robot Learning from Demonstration,10.1007/s12369-012-0165-8
A Practical Comparison of Three Robot Learning from Demonstration Algorithm,10.1007/s12369-012-0158-7
Robot Learning from Failed Demonstrations,10.1007/s12369-012-0161-z
Keyframe-based Learning from Demonstration,10.1007/s12369-012-0160-0
Learning and Recognition of Hybrid Manipulation Motions in Variable Environments Using Probabilistic Flow Tubes,10.1007/s12369-012-0155-x
Fluid Imitation,10.1007/s12369-012-0153-z
Policy Feedback for the Refinement of Learned Motion Control on a Mobile Robot,10.1007/s12369-012-0156-9
A Tangible Interface for Transferring Skills,10.1007/s12369-012-0154-y
How Humans Teach Agents,10.1007/s12369-012-0163-x
Multi-resolution Corrective Demonstration for Efficient Task Execution and Refinement,10.1007/s12369-012-0159-6
Learning of Planning Models for Dexterous Manipulation Based on Human Demonstrations,10.1007/s12369-012-0162-y
Remote Robotic Laboratories for Learning from Demonstration,10.1007/s12369-012-0157-8
Vol3_2011
Editorial,10.1007/s12369-010-0085-4
Acting Deceptively: Providing Robots with the Capacity for Deception,10.1007/s12369-010-0073-8
Field Trial of a Networked Robot at a Train Station,10.1007/s12369-010-0077-4
The Benefits of Interactions with Physically Present Robots over Video-Displayed Agents,10.1007/s12369-010-0082-7
Evaluating Human-Robot Interaction,10.1007/s12369-010-0081-8
Multimodal Ecological Technology: From Child’s Social Behavior Assessment to Child-Robot Interaction Improvement,10.1007/s12369-010-0080-9
Would Children Help a Robot in Need?,10.1007/s12369-010-0074-7
Building Eye Contact in E-Learning Through Head-Eye Coordination,10.1007/s12369-010-0070-y
Understanding the Artificial,10.1007/s12369-011-0093-z
Looking Forward to a “Robotic Society”?,10.1007/s12369-010-0076-5
Communication of Emotion in Social Robots through Simple Head and Arm Movements,10.1007/s12369-010-0071-x
Effects of Observing Eye Contact between a Robot and Another Person,10.1007/s12369-010-0072-9
When Artificial Social Agents Try to Persuade People: The Role of Social Agency on the Occurrence of Psychological Reactance,10.1007/s12369-010-0088-1
Reliable People Detection Using Range and Intensity Data from Multiple Layers of Laser Range Finders on a Mobile Robot,10.1007/s12369-010-0086-3
Robot Vacuum Cleaner Personality and Behavior,10.1007/s12369-010-0084-5
"Humans, Animals, and Robots: A Phenomenological Approach to Human-Robot Relations",10.1007/s12369-010-0075-6
Human Body Pose Interpretation and Classification for Social Human-Robot Interaction,10.1007/s12369-011-0099-6
Mental Schemas of Robots as More Human-Like Are Associated with Higher Blood Pressure and Negative Emotions in a Human-Robot Interaction,10.1007/s12369-011-0096-9
The Social Role of Robots in the Future—Explorative Measurement of Hopes and Fears,10.1007/s12369-011-0094-y
Editorial,10.1007/s12369-011-0101-3
TAME: Time-Varying Affective Response for Humanoid Robots,10.1007/s12369-011-0090-2
How Humans Optimize Their Interaction with the Environment: The Impact of Action Context on Human Perception,10.1007/s12369-010-0078-3
Determination of Age and Gender Based on Features of Human Motion Using AdaBoost Algorithms,10.1007/s12369-010-0089-0
How Long Is a Moment: The Perception and Reality of Task-Related Absences,10.1007/s12369-011-0098-7
The Effects of Synthesized Voice Accents on User Perceptions of Robots,10.1007/s12369-011-0100-4
Towards Social Robots: Designing an Emotion-Based Architecture,10.1007/s12369-010-0087-2
Problems and Issues for Service Robots in New Applications,10.1007/s12369-011-0097-8
Towards an Effective Design of Social Robots,10.1007/s12369-011-0121-z
CHARLIE : An Adaptive Robot Design with Hand and Face Tracking for Use in Autism Therapy,10.1007/s12369-011-0110-2
Mimicking and Evaluating Human Motion to Improve the Imitation Skill of Children with Autism Through a Robot,10.1007/s12369-011-0116-9
