year,pname,doi
2018,Effects of Robot Facial Characteristics and Gender in Persuasive Human-Robot Interaction,10.3389/frobt.2018.00073
2018,DNN-Based Assistant in Laparoscopic Computer-Aided Palpation,10.3389/frobt.2018.00071
2018,Oncilla Robot: A Versatile Open-Source Quadruped Research Robot With Compliant Pantograph Legs,10.3389/frobt.2018.00067
2018,Efficiency and Power Limits of Electrical and Tendon-Sheath Transmissions for Surgical Robotics,10.3389/frobt.2018.00050
2018,"Modeling, Control, and Numerical Simulations of a Novel Binary-Controlled Variable Stiffness Actuator (BcVSA)",10.3389/frobt.2018.00068
2018,Active Viscoelasticity of Sarcomeres,10.3389/frobt.2018.00069
2018,Highly-Integrated Hydraulic Smart Actuators and Smart Manifolds for High-Bandwidth Force Control,10.3389/frobt.2018.00051
2018,Design of a Wearable Fingertip Haptic Device for Remote Palpation: Characterisation and Interface with a Virtual Environment,10.3389/frobt.2018.00062
2018,Markerless Eye-Hand Kinematic Calibration on the iCub Humanoid Robot,10.3389/frobt.2018.00046
2018,Inform: Efficient Information-Theoretic Analysis of Collective Behaviors,10.3389/frobt.2018.00060
2018,RenderGAN: Generating Realistic Labeled Data,10.3389/frobt.2018.00066
2018,Bootstrapping of Parameterized Skills Through Hybrid Optimization in Task and Policy Spaces,10.3389/frobt.2018.00049
2018,Information Exchange Design Patterns for Robot Swarm Foraging and Their Application in Robot Control Algorithms,10.3389/frobt.2018.00047
2018,Opinion Dynamics With Mobile Agents: Contrarian Effects by Spatial Correlations,10.3389/frobt.2018.00063
2018,Space Debris Removal: Learning to Cooperate and the Price of Anarchy,10.3389/frobt.2018.00054
2018,The Need for Combining Implicit and Explicit Communication in Cooperative Robotic Systems,10.3389/frobt.2018.00065
2018,"Integrated Mechanical, Thermal, Data, and Power Transfer Interfaces for Future Space Robotics",10.3389/frobt.2018.00064
2018,The BesMan Learning Platform for Automated Robot Skill Learning,10.3389/frobt.2018.00043
2018,Simulating Fine-Scale Marine Pollution Plumes for Autonomous Robotic Environmental Monitoring,10.3389/frobt.2018.00052
2018,"Rationale, Implementation and Evaluation of Assistive Strategies for an Active Back-Support Exoskeleton",10.3389/frobt.2018.00053
2018,Cooperative Object Transport in Multi-Robot Systems: A Review of the State-of-the-Art,10.3389/frobt.2018.00059
2018,Clustering of Directions Improves Goodness of Fit in Kinematic Data Collected in the Transverse Plane During Robot-Assisted Rehabilitation of Stroke Patients,10.3389/frobt.2018.00057
2018,Minimally Actuated Walking: Identifying Core Challenges to Economical Legged Locomotion Reveals Novel Solutions,10.3389/frobt.2018.00058
2018,Robot Collection and Transport of Objects: A Biomimetic Process,10.3389/frobt.2018.00048
2018,A Soft-Inflatable Exosuit for Knee Rehabilitation: Assisting Swing Phase During Walking,10.3389/frobt.2018.00044
2018,"Multi-Functional Sensing for Swarm Robots Using Time Sequence Classification: HoverBot, an Example",10.3389/frobt.2018.00055
2018,Equations of Motion of Free-Floating Spacecraft-Manipulator Systems: An Engineer's Tutorial,10.3389/frobt.2018.00041
2018,Good Old-Fashioned Artificial Consciousness and the Intermediate Level Fallacy,10.3389/frobt.2018.00039
2018,Resisting Influence: How the Strength of Predispositions to Resist Control Can Change Strategies for Optimal Opinion Control in the Voter Model,10.3389/frobt.2018.00034
2018,A Systematic Review of 10 Years of Augmented Reality Usability Studies: 2005 to 2014,10.3389/frobt.2018.00037
2018,Case Study: A Bio-Inspired Control Algorithm for a Robotic Foot-Ankle Prosthesis Provides Adaptive Control of Level Walking and Stair Ascent,10.3389/frobt.2018.00036
2018,Social Impact of Recharging Activity in Long-Term HRI and Verbal Strategies to Manage User Expectations During Recharge,10.3389/frobt.2018.00023
2018,Shift Aggregate Extract Networks,10.3389/frobt.2018.00042
2018,Design and Implementation of a YARP Device Driver Interface: The Depth-Sensor Case,10.3389/frobt.2018.00040
2018,Parameterization of Fuel-Optimal Synchronous Approach Trajectories to Tumbling Targets,10.3389/frobt.2018.00033
2018,A Physical Model Suggests That Hip-Localized Balance Sense in Birds Improves State Estimation in Perching: Implications for Bipedal Robots,10.3389/frobt.2018.00038
2018,Exploiting Three-Dimensional Gaze Tracking for Action Recognition During Bimanual Manipulation to Enhance HumanRobot Collaboration,10.3389/frobt.2018.00025
2018,Tracking All Members of a Honey Bee Colony Over Their Lifetime Using Learned Models of Correspondence,10.3389/frobt.2018.00035
2018,A Basic Architecture of an Autonomous Adaptive System With Conscious-Like Function for a Humanoid Robot,10.3389/frobt.2018.00030
2018,From Focused Thought to Reveries: A Memory System for a Conscious Robot,10.3389/frobt.2018.00029
2018,In Situ Representations and Access Consciousness in Neural Blackboard or Workspace Architectures,10.3389/frobt.2018.00032
2018,Optimization-Based Controllers for Robotics Applications (OCRA): The Case of iCubs Whole-Body Control,10.3389/frobt.2018.00024
2018,Modeling Uncertainty for the Double Standard Model Using a Fuzzy Inference System,10.3389/frobt.2018.00031
2018,Multi-Modal Detection and Mapping of Static and Dynamic Obstacles in Agriculture for Process Evaluation,10.3389/frobt.2018.00028
2018,A Hybrid Framework for Understanding and Predicting Human Reaching Motions,10.3389/frobt.2018.00027
2018,Learning Empathy Through Virtual Reality: Multiple Strategies for Training Empathy-Related Abilities Using Body Ownership Illusions in Embodied Virtual Reality,10.3389/frobt.2018.00026
2018,Toward Growing Robots: A Historical Evolution from Cellular to Plant-Inspired Robotics,10.3389/frobt.2018.00016
2018,"Self in NARS, an AGI System",10.3389/frobt.2018.00020
2018,iCub-HRI: A Software Framework for Complex HumanRobot Interaction Scenarios on the iCub Humanoid Robot,10.3389/frobt.2018.00022
2018,The Active Inference Approach to Ecological Perception: General Information Dynamics for Natural and Artificial Embodied Cognition,10.3389/frobt.2018.00021
2018,Clustering Using Boosted Constrained k-Means Algorithm,10.3389/frobt.2018.00018
2018,A Linear Objective Function-Based Heuristic for Robotic Exploration of Unknown Polygonal Environments,10.3389/frobt.2018.00019
2018,When Its Good to Feel Bad: An Evolutionary Model of Guilt and Apology,10.3389/frobt.2018.00009
2018,Is Anyone Home? A Way to Find Out If AI Has Become Self-Aware,10.3389/frobt.2018.00017
2018,Meaningful Human Control over Autonomous Systems: A Philosophical Account,10.3389/frobt.2018.00015
2018,Embodied Evolution in Collective Robotics: A Review,10.3389/frobt.2018.00012
2018,Assessing Human Judgment of Computationally Generated Swarming Behavior,10.3389/frobt.2018.00013
2018,A Two Teraflop Swarm,10.3389/frobt.2018.00011
2018,Bridging Weighted Rules and Graph Random Walks for Statistical Relational Models,10.3389/frobt.2018.00008
2018,Benchmark Datasets for Bilateral Lower-Limb Neuromechanical Signals from Wearable Sensors during Unassisted Locomotion in Able-Bodied Individuals,10.3389/frobt.2018.00014
2018,YARP-ROS Inter-Operation in a 2D Navigation Task,10.3389/frobt.2018.00005
2018,Directly Printable Flexible Strain Sensors for Bending and Contact Feedback of Soft Actuators,10.3389/frobt.2018.00002
2018,Modeling and Control of Adjustable Articulated Parallel Compliant Actuation Arrangements in Articulated Robots,10.3389/frobt.2018.00004
2018,Speech Recognition for the iCub Platform,10.3389/frobt.2018.00010
2018,SEAI: Social Emotional Artificial Intelligence Based on Damasios Theory of Mind,10.3389/frobt.2018.00006
2018,Virtual Reality for Non-Ordinary Consciousness,10.3389/frobt.2018.00007
2018,Insights into the Social Behavior of Surface and Cave-Dwelling Fish (Poecilia mexicana) in Light and Darkness through the Use of a Biomimetic Robot,10.3389/frobt.2018.00003
2018,Alife in the Clouds: A Short Review of Applications of Artificial Life to Cloud Computing and Back,10.3389/frobt.2017.00064
2018,Humanoid Cognitive Robots That Learn by Imitating: Implications for Consciousness Studies,10.3389/frobt.2018.00001
2018,The Event-Driven Software Library for YARPWith Algorithms and iCub Applications,10.3389/frobt.2017.00073
2018,A Review of Future and Ethical Perspectives of Robotics and AI,10.3389/frobt.2017.00075
2018,Simulation-Based Internal Models for Safer Robots,10.3389/frobt.2017.00074
2018,Constructive Preference Elicitation,10.3389/frobt.2017.00071
2018,Cognitive Components Predict Virtual Reality-Induced Analgesia: Repeated Measures in Healthy Subjects,10.3389/frobt.2017.00070
2019,Ionic Actuators as Manipulators for Microscopy,10.3389/frobt.2019.00140
2019,Exploiting Robot Hand Compliance and Environmental Constraints for Edge Grasps,10.3389/frobt.2019.00135
2019,Self-Sensing Control for Soft-Material Actuators Based on Dielectric Elastomers,10.3389/frobt.2019.00133
2019,Editorial: On-Orbit Servicing and Active Debris Removal: Enabling a Paradigm Shift in Spaceflight,10.3389/frobt.2019.00136
2019,Integrating Non-monotonic Logical Reasoning and Inductive Learning With Deep Learning for Explainable Visual Question Answering,10.3389/frobt.2019.00125
2019,Expectation Learning for Stimulus Prediction Across Modalities Improves Unisensory Classification,10.3389/frobt.2019.00137
2019,Symbol Emergence as an Interpersonal Multimodal Categorization,10.3389/frobt.2019.00134
2019,Editorial: Novel Technological and Methodological Tools for the Understanding of Collective Behaviors,10.3389/frobt.2019.00139
2019,Computational Commensality: From Theories to Computational Models for Social Food Preparation and Consumption in HCI,10.3389/frobt.2019.00119
2019,"A Compact Review of IPMC as Soft Actuator and Sensor: Current Trends, Challenges, and Potential Solutions From Our Recent Work",10.3389/frobt.2019.00129
2019,Integrated Cognitive Architecture for Robot Learning of Action and Language,10.3389/frobt.2019.00131
2019,Machine Learning to Study Social Interaction Difficulties in ASD,10.3389/frobt.2019.00132
2019,Pedestrian Trust in Automated Vehicles: Role of Traffic Signal and AV Driving Behavior,10.3389/frobt.2019.00117
2019,Toward Conductive Polymer-Based Soft Milli-Robots for Vacuum Applications,10.3389/frobt.2019.00122
2019,From Semantics to Execution: Integrating Action Planning With Reinforcement Learning for Robotic Causal Problem-Solving,10.3389/frobt.2019.00123
2019,Task Dependent Group Coupling and Territorial Behavior on Large Tiled Displays,10.3389/frobt.2019.00128
2019,Complexity Measures: Open Questions and Novel Opportunities in the Automatic Design and Analysis of Robot Swarms,10.3389/frobt.2019.00130
2019,Estimation of User-Applied Isometric Force/Torque Using Upper Extremity Force Myography,10.3389/frobt.2019.00120
2019,Sensitivity Improvement of Highly Stretchable Capacitive Strain Sensors by Hierarchical Auxetic Structures,10.3389/frobt.2019.00127
2019,Robust Cooperative Moving Path Following Control for Marine Robotic Vehicles,10.3389/frobt.2019.00121
2019,Tactile Signatures and Hand Motion Intent Recognition for Wearable Assistive Devices,10.3389/frobt.2019.00124
2019,Jellyfish-Inspired Soft Robot Driven by Fluid Electrode Dielectric Organic Robotic Actuators,10.3389/frobt.2019.00126
2019,HVGH: Unsupervised Segmentation for High-Dimensional Time Series Using Deep Neural Compression and Statistical Generative Model,10.3389/frobt.2019.00115
2019,PEDOT-Based Conducting Polymer Actuators,10.3389/frobt.2019.00114
2019,Help! I Need a Remote Guide in My Mixed Reality Collaborative Environment,10.3389/frobt.2019.00106
2019,Socio-Cognitive Engineering of a Robotic Partner for Child's Diabetes Self-Management,10.3389/frobt.2019.00118
2019,Guided Stochastic Optimization for Motion Planning,10.3389/frobt.2019.00105
2019,Iterative Learning Control for Motion Trajectory Tracking of a Circular Soft Crawling Robot,10.3389/frobt.2019.00113
2019,A Novel Robot-Aided Upper Limb Rehabilitation Training System Based on Multimodal Feedback,10.3389/frobt.2019.00102
2019,Synchronization in Interpersonal Speech,10.3389/frobt.2019.00116
2019,Long-Term Personalization of an In-Home Socially Assistive Robot for Children With Autism Spectrum Disorders,10.3389/frobt.2019.00110
2019,Advances and Perspectives in Applying Deep Learning for Drug Design and Discovery,10.3389/frobt.2019.00108
2019,Educators' Views on Using Humanoid Robots With Autistic Learners in Special Education Settings in England,10.3389/frobt.2019.00107
2019,Compact Shape Morphing Tensegrity Robots Capable of Locomotion,10.3389/frobt.2019.00111
2019,Design and Modeling of a New Biomimetic Soft Robotic Jellyfish Using IPMC-Based Electroactive Polymers,10.3389/frobt.2019.00112
2019,"An Increase in Kinematic Freedom in the Lokomat Is Related to the Ability to Elicit a Physiological Muscle Activity Pattern: A Secondary Data Analysis Investigating Differences Between Guidance Force, Path Control, and FreeD",10.3389/frobt.2019.00109
2019,Design and Evaluation of a Percutaneous Fragment Manipulation Device for Minimally Invasive Fracture Surgery,10.3389/frobt.2019.00103
2019,"How Foot Tracking Matters: The Impact of an Animated Self-Avatar on Interaction, Embodiment and Presence in Shared Virtual Environments",10.3389/frobt.2019.00104
2019,High-Level Teleoperation System for Aerial Exploration of Indoor Environments,10.3389/frobt.2019.00095
2019,AR DriveSim: An Immersive Driving Simulator for Augmented Reality Head-Up Display Research,10.3389/frobt.2019.00098
2019,Symbolic-Based Recognition of Contact States for Learning Assembly Skills,10.3389/frobt.2019.00099
2019,Virtual Reality Applications for Neurological Disease: A Review,10.3389/frobt.2019.00100
2019,A SWOT Analysis of the Field of Virtual Reality for Firefighter Training,10.3389/frobt.2019.00101
2019,"Mind the Gap: Gap Affordance Judgments of Children, Teens, and Adults in an Immersive Virtual Environment",10.3389/frobt.2019.00096
2019,Laypeople's Collaborative Immersive Virtual Reality Design Discourse in Neighborhood Design,10.3389/frobt.2019.00097
2019,Unsupervised Phoneme and Word Discovery From Multiple Speakers Using Double Articulation Analyzer and Neural Network With Parametric Bias,10.3389/frobt.2019.00092
2019,Introducing ACASS: An Annotated Character Animation Stimulus Set for Controlled (e)Motion Perception Studies,10.3389/frobt.2019.00094
2019,Learning Trajectory Distributions for Assisted Teleoperation and Path Planning,10.3389/frobt.2019.00089
2019,Robust Formation Control for Multiple Underwater Vehicles,10.3389/frobt.2019.00090
2019,A Comparison of Immersive Realities and Interaction Methods: Cultural Learning in Virtual Heritage,10.3389/frobt.2019.00091
2019,Managing an Agent's Self-Presentational Strategies During an Interaction,10.3389/frobt.2019.00093
2019,Handheld Active Add-On Control Unit for a Cable-Driven Flexible Endoscope,10.3389/frobt.2019.00087
2019,Android Pretending to Have Similar Traits of Imagination as Humans Evokes Stronger Perceived Capacity to Feel,10.3389/frobt.2019.00088
2019,Immersive Analytics: Theory and Research Agenda,10.3389/frobt.2019.00082
2019,That Robot Stared Back at Me!: Demonstrating Perceptual Ability Is Key to Successful HumanRobot Interactions,10.3389/frobt.2019.00085
2019,Combining Differential Kinematics and Optical Flow for Automatic Labeling of Continuum Robots in Minimally Invasive Surgery,10.3389/frobt.2019.00086
2019,Synchronous Rendezvous for Networks of Marine Robots in Large Scale Ocean Monitoring,10.3389/frobt.2019.00076
2019,Two-Stage Shape Memory Alloy Identification Based on the HammersteinWiener Model,10.3389/frobt.2019.00083
2019,Virtual Reality for Information Visualization Might Just Work This Time,10.3389/frobt.2019.00084
2019,"A Long-Term Study of Young Children's Rapport, Social Emulation, and Language Learning With a Peer-Like Robot Playmate in Preschool",10.3389/frobt.2019.00081
2019,KnobSlider: Design of a Shape-Changing Parameter Control UI and Study of User Preferences on Its Speed and Tangibility,10.3389/frobt.2019.00079
2019,3D Printed Deformable Surfaces for Shape-Changing Displays,10.3389/frobt.2019.00080
2019,Compositional Learning of Human Activities With a Self-Organizing Neural Architecture,10.3389/frobt.2019.00072
2019,Incremental and Parallel Machine Learning Algorithms With Automated Learning Rate Adjustments,10.3389/frobt.2019.00077
2019,Robotic Impedance Learning for Robot-Assisted Physical Training,10.3389/frobt.2019.00078
2019,Rowing Simulator Modulates Water Density to Foster Motor Learning,10.3389/frobt.2019.00074
2019,Assisting Operators in Heavy Industrial Tasks: On the Design of an Optimized Cooperative Impedance Fuzzy-Controller With Embedded Safety Rules,10.3389/frobt.2019.00075
2019,INTRApersonal Synchrony as Constituent of INTERpersonal Synchrony and Its Relevance for Autism Spectrum Disorder,10.3389/frobt.2019.00073
2019,Ethical and Statistical Considerations in Models of Moral Judgments,10.3389/frobt.2019.00039
2019,Stereoscopic Near-Infrared Fluorescence Imaging: A Proof of Concept Toward Real-Time Depth Perception in Surgical Robotics,10.3389/frobt.2019.00066
2019,A Comparison of Individual Learning and Social Learning in Zebrafish Through an Ethorobotics Approach,10.3389/frobt.2019.00071
2019,Automated Steerable Path Planning for Deep Brain Stimulation Safeguarding Fiber Tracts and Deep Gray Matter Nuclei,10.3389/frobt.2019.00070
2019,Natural Language Processing in Large-Scale Neural Models for Medical Screenings,10.3389/frobt.2019.00062
2019,Generating Spatial Referring Expressions in a Social Robot: Dynamic vs. Non-ambiguous,10.3389/frobt.2019.00067
2019,Can a Robot Catch You Lying? A Machine Learning System to Detect Lies During Interactions,10.3389/frobt.2019.00064
2019,Characterization of Flagellar Propulsion of Soft Microrobotic Sperm in a Viscous Heterogeneous Medium,10.3389/frobt.2019.00065
2019,Adaptation and Transfer of Robot Motion Policies for Close Proximity Human-Robot Interaction,10.3389/frobt.2019.00069
2019,Editorial: Statistical Relational Artificial Intelligence,10.3389/frobt.2019.00068
2019,Adaptivity of End Effector Motor Control Under Different Sensory Conditions: Experiments With Humans in Virtual Reality and Robotic Applications,10.3389/frobt.2019.00063
2019,Intermediated Reality: A Framework for Communication Through Tele-Puppetry,10.3389/frobt.2019.00060
2019,"Path Following, Obstacle Detection and Obstacle Avoidance for Thrusted Underwater Snake Robots",10.3389/frobt.2019.00057
2019,Bento Box: An Interactive and Zoomable Small Multiples Technique for Visualizing 4D Simulation Ensembles in Virtual Reality,10.3389/frobt.2019.00061
2019,Automatic Off-Line Design of Robot Swarms: A Manifesto,10.3389/frobt.2019.00059
2019,Design and Integration of Electrical Bio-impedance Sensing in Surgical Robotic Tools for Tissue Identification and Display,10.3389/frobt.2019.00055
2019,Sentiment Analysis for Words and Fiction Characters From the Perspective of Computational (Neuro-)Poetics,10.3389/frobt.2019.00053
2019,Estimation of Tool-Tissue Forces in Robot-Assisted Minimally Invasive Surgery Using Neural Networks,10.3389/frobt.2019.00056
2019,Human Motion Understanding for Selecting Action Timing in Collaborative Human-Robot Interaction,10.3389/frobt.2019.00058
2019,RUBIC: An Untethered Soft Robot With Discrete Path Following,10.3389/frobt.2019.00052
2019,Corrigendum: A Comparison Between Two Different Approaches for a Collaborative Mixed-Virtual Environment in Industrial Maintenance,10.3389/frobt.2019.00051
2019,"Exploring the Effects of a Social Robot's Speech Entrainment and Backstory on Young Children's Emotion, Rapport, Relationship, and Learning",10.3389/frobt.2019.00054
2019,Desktop VR Is Better Than Non-ambulatory HMD VR for Spatial Learning,10.3389/frobt.2019.00050
2019,An Adaptive Actuation Mechanism for Anthropomorphic Robot Hands,10.3389/frobt.2019.00047
2019,Investigating the Influence of Virtual Human Entourage Elements on Distance Judgments in Virtual Architectural Interiors,10.3389/frobt.2019.00044
2019,"Human Group Presence, Group Characteristics, and Group Norms Affect Human-Robot Interaction in Naturalistic Settings",10.3389/frobt.2019.00048
2019,What Can You See? Identifying Cues on Internal States From the Movements of Natural Social Interactions,10.3389/frobt.2019.00049
2019,Terrain Awareness Using a Tracked Skid-Steering Vehicle With Passive Independent Suspensions,10.3389/frobt.2019.00046
2019,Superimposed Skilled Performance in a Virtual Mirror Improves Motor Performance and Cognitive Representation of a Full Body Motor Action,10.3389/frobt.2019.00043
2019,Characterization of the Growing From the Tip as Robot Locomotion Strategy,10.3389/frobt.2019.00045
2019,An Adaptive Iterative Learning Based Impedance Control for Robot-Aided Upper-Limb Passive Rehabilitation,10.3389/frobt.2019.00041
2019,Zebrafish Adjust Their Behavior in Response to an Interactive Robotic Predator,10.3389/frobt.2019.00038
2019,Visual Pose Estimation of Rescue Unmanned Surface Vehicle From Unmanned Aerial System,10.3389/frobt.2019.00042
2019,Comparing Human Factors for Augmented Reality Supported Single-User and Collaborative Repair Operations of Industrial Robots,10.3389/frobt.2019.00037
2019,Semantic Mapping Based on Spatial Concepts for Grounding Words Related to Places in Daily Environments,10.3389/frobt.2019.00031
2019,Evaluation of 3D Printed Soft Robots in Radiation Environments and Comparison With Molded Counterparts,10.3389/frobt.2019.00040
2019,An Adaptable Human-Like Gait Pattern Generator Derived From a Lower Limb Exoskeleton,10.3389/frobt.2019.00036
2019,"PolyJet-Printed Bellows Actuators: Design, Structural Optimization, and Experimental Investigation",10.3389/frobt.2019.00034
2019,Self and Body Part Localization in Virtual Reality: Comparing a Headset and a Large-Screen Immersive Display,10.3389/frobt.2019.00033
2019,A Deep Learning Approach to Non-linearity in Wearable Stretch Sensors,10.3389/frobt.2019.00027
2019,Experimental Verification of a Coordinated Path-Following Strategy for Underactuated Marine Vehicles,10.3389/frobt.2019.00035
2019,"Design Considerations for 3D Printed, Soft, Multimaterial Resistive Sensors for Soft Robotics",10.3389/frobt.2019.00030
2019,Forecasting Climatic Trends Using Neural Networks: An Experimental Study Using Global Historical Data,10.3389/frobt.2019.00032
2019,An Opposite-Bending-and-Extension Soft Robotic Manipulator for Delicate Grasping in Shallow Water,10.3389/frobt.2019.00026
2019,Gait-Assist Wearable Robot Using Interactive Rhythmic Stimulation to the Upper Limbs,10.3389/frobt.2019.00025
2019,Ethics Guidelines for Immersive Journalism,10.3389/frobt.2019.00028
2019,Who Is Responsible for a Dialogue Breakdown? An Error Recovery Strategy That Promotes Cooperative Intentions From Humans by Mutual Attribution of Responsibility in Human-Robot Dialogues,10.3389/frobt.2019.00029
2019,"The Right Direction Needed to Develop White-Box Deep Learning in Radiology, Pathology, and Ophthalmology: A Short Review",10.3389/frobt.2019.00024
2019,Dynamic Morphological Computation Through Damping Design of Soft Continuum Robots,10.3389/frobt.2019.00023
2019,Model-Based Control of Soft Actuators Using Learned Non-linear Discrete-Time Models,10.3389/frobt.2019.00022
2019,National Stereotypes and Robots' Perception: The Made in Effect,10.3389/frobt.2019.00021
2019,Simulating Active Inference Processes by Message Passing,10.3389/frobt.2019.00020
2019,A Comparison Between Two Different Approaches for a Collaborative Mixed-Virtual Environment in Industrial Maintenance,10.3389/frobt.2019.00018
2019,Simultaneous Capture and Detumble of a Resident Space Object by a Free-Flying Spacecraft-Manipulator System,10.3389/frobt.2019.00014
2019,Editorial: Advances in Mechatronics and Biomechanics Towards Efficient Robot Actuation,10.3389/frobt.2019.00019
2019,The Neglected Pieces of Designing Collective Decision-Making Processes,10.3389/frobt.2019.00016
2019,Editorial: Consciousness in Humanoid Robots,10.3389/frobt.2019.00017
2019,VR Road and Construction Site Safety Conceptual Modeling Based on Hand Gestures,10.3389/frobt.2019.00015
2019,User Centered Design of Interaction Techniques for VR-Based Automotive Design Reviews,10.3389/frobt.2019.00013
2019,Toward a Variable Stiffness Surgical Manipulator Based on Fiber Jamming Transition,10.3389/frobt.2019.00012
2019,DarkSky Halos: Use-Based Exploration of Dark Matter Formation Data in a Hybrid Immersive Virtual Environment,10.3389/frobt.2019.00011
2019,Importance of Parameter Settings on the Benefits of Robot-to-Robot Learning in Evolutionary Robotics,10.3389/frobt.2019.00010
2019,From Robot to Virtual Doppelganger: Impact of Visual Fidelity of Avatars Controlled in Third-Person Perspective on Embodiment and Behavior in Immersive Virtual Environments,10.3389/frobt.2019.00008
2019,Lamarckian Evolution of Simulated Modular Robots,10.3389/frobt.2019.00009
2019,Attitude Stabilization of Spacecraft in Very Low Earth Orbit by Center-Of-Mass Shifting,10.3389/frobt.2019.00007
2019,Artificial Development by Reinforcement Learning Can Benefit From Multiple Motivations,10.3389/frobt.2019.00006
2019,The Effects of Sharing Awareness Cues in Collaborative Mixed Reality,10.3389/frobt.2019.00005
2019,A Deformable Motor Driven by Dielectric Elastomer Actuators and Flexible Mechanisms,10.3389/frobt.2019.00001
2019,Computing Pressure-Deformation Maps for Braided Continuum Robots,10.3389/frobt.2019.00004
2019,Inspiration From Games and Entertainment Artifacts: A Rising Paradigm for Designing Mechanisms and Algorithms in Robotics,10.3389/frobt.2019.00003
2019,Ostensive-Cue Sensitive Learning and Exclusive Evaluation of Policies: A Solution for Measuring Contingency of Experiences for Social Developmental Robot,10.3389/frobt.2019.00002
2019,Toward a Dielectric Elastomer Resonator Driven Flapping Wing Micro Air Vehicle,10.3389/frobt.2018.00137
2019,Opinion Mining From Social Media Short Texts: Does Collective Intelligence Beat Deep Learning?,10.3389/frobt.2018.00138
2019,Intentional Mindset Toward RobotsOpen Questions and Methodological Challenges,10.3389/frobt.2018.00139
2019,The Relationship Between Extroversion and the Tendency to Anthropomorphize Robots: A Bayesian Analysis,10.3389/frobt.2018.00135
2019,Modeling and Analysis of a High-Displacement Pneumatic Artificial Muscle With Integrated Sensing,10.3389/frobt.2018.00136
2020,Phormica: Photochromic Pheromone Release and Detection System for Stigmergic Coordination in Robot Swarms,10.3389/frobt.2020.591402
2020,Combining Self-Organizing and Graph Neural Networks for Modeling Deformable Objects in Robotic Manipulation,10.3389/frobt.2020.600584
2020,Genetic Fuzzy Based Scalable System of Distributed Robots for a Collaborative Task,10.3389/frobt.2020.601243
2020,Feature Guided Search for Creative Problem Solving Through Tool Construction,10.3389/frobt.2020.592382
2020,Crossmodal Pattern Discrimination in Humans and Robots: A Visuo-Tactile Case Study,10.3389/frobt.2020.540565
2020,Emotion Recognition for Human-Robot Interaction: Recent Advances and Future Perspectives,10.3389/frobt.2020.532279
2020,Variable Impedance Control and LearningA Review,10.3389/frobt.2020.590681
2020,The Eternal Robot: Anchoring Effects in Humans' Mental Models of Robots and Their Self,10.3389/frobt.2020.546724
2020,Relationship Between Muscular Activity and Assistance Magnitude for a Myoelectric Model Based Controlled Exosuit,10.3389/frobt.2020.595844
2020,Analysis of Compensatory Movements Using a Supernumerary Robotic Hand for Upper Limb Assistance,10.3389/frobt.2020.587759
2020,Machine Gaze: Self-Identification Through Play With a computer Vision-Based Projection and Robotics System,10.3389/frobt.2020.580835
2020,Evaluation of Motor Primitive-Based Adaptive Control for Lower Limb Exoskeletons,10.3389/frobt.2020.575217
2020,Erratum: Human Movement Representation on Multivariate Time Series for Recognition of Professional Gestures and Forecasting Their Trajectories,10.3389/frobt.2020.639181
2020,Dielectric Elastomer Actuator Driven Soft Robotic Structures With Bioinspired Skeletal and Muscular Reinforcement,10.3389/frobt.2020.510757
2020,A Brief Survey of Telerobotic Time Delay Mitigation,10.3389/frobt.2020.578805
2020,A Framework for Automatic Behavior Generation in Multi-Function Swarms,10.3389/frobt.2020.579403
2020,Editorial: Bridging the Gap Between the Lab and the Real World: Future Perspectives for Legged Robots,10.3389/frobt.2020.629002
2020,Control Protocols for Range-Based Navigation of a Networked Group of Underwater Vehicles,10.3389/frobt.2020.519985
2020,Applicability of an Active Back-Support Exoskeleton to Carrying Activities,10.3389/frobt.2020.579963
2020,Dynamic Margins of Stability During Robot-Assisted Walking in Able-Bodied Individuals: A Preliminary Study,10.3389/frobt.2020.574365
2020,"A Soft Five-Fingered Hand Actuated by Shape Memory Alloy Wires: Design, Manufacturing, and Evaluation",10.3389/frobt.2020.608841
2020,Optical See-Through Head-Mounted Displays With Short Focal Distance: Conditions for Mitigating Parallax-Related Registration Error,10.3389/frobt.2020.572001
2020,FMG- and RNN-Based Estimation of Motor Intention of Upper-Limb Motion in Human-Robot Collaboration,10.3389/frobt.2020.573096
2020,ExoNet Database: Wearable Camera Images of Human Locomotion Environments,10.3389/frobt.2020.562061
2020,Motion Planning and Iterative Learning Control of a Modular Soft Robotic Snake,10.3389/frobt.2020.599242
2020,"Editorial: Towards Real World Impacts: Design, Development, and Deployment of Social Robots in the Wild",10.3389/frobt.2020.600830
2020,Automatic Fracture Characterization Using Tactile and Proximity Optical Sensing,10.3389/frobt.2020.513004
2020,A Formal Account of Structuring Motor Actions With Sensory Prediction for a Naive Agent,10.3389/frobt.2020.561660
2020,End-to-End Automated Latent Fingerprint Identification With Improved DCNN-FFT Enhancement,10.3389/frobt.2020.594412
2020,Inertial-Robotic Motion Tracking in End-Effector-Based Rehabilitation Robots,10.3389/frobt.2020.554639
2020,Pilot Study of Trans-oral Robotic-Assisted Needle Direct Tracheostomy Puncture in Patients Requiring Prolonged Mechanical Ventilation,10.3389/frobt.2020.575445
2020,Design of a High-Speed Prosthetic Finger Driven by Peano-HASEL Actuators,10.3389/frobt.2020.586216
